inst#	actual	predicted	error	distribution	
100	1:-1	1:-1		*0.78	0.22
101	1:-1	1:-1		*0.67	0.33
102	1:-1	1:-1		*0.895	0.105
103	1:-1	1:-1		*0.74	0.26
104	1:-1	1:-1		*0.81	0.19
105	1:-1	1:-1		*0.875	0.125
106	1:-1	1:-1		*0.685	0.315
107	1:-1	2:1	+	0.48	*0.52
108	1:-1	2:1	+	0.34	*0.66
109	1:-1	1:-1		*0.93	0.07
110	1:-1	1:-1		*0.695	0.305
111	1:-1	2:1	+	0.44	*0.56
112	1:-1	1:-1		*0.675	0.325
113	1:-1	1:-1		*0.68	0.32
114	1:-1	1:-1		*0.725	0.275
115	1:-1	1:-1		*0.605	0.395
116	1:-1	1:-1		*0.615	0.385
117	1:-1	1:-1		*0.78	0.22
118	1:-1	1:-1		*0.645	0.355
119	1:-1	2:1	+	0.41	*0.59
120	1:-1	1:-1		*0.675	0.325
121	1:-1	1:-1		*0.575	0.425
122	1:-1	1:-1		*0.695	0.305
123	1:-1	1:-1		*0.555	0.445
124	1:-1	1:-1		*0.595	0.405
125	1:-1	1:-1		*0.5	0.5
126	1:-1	1:-1		*0.525	0.475
127	1:-1	1:-1		*0.765	0.235
128	1:-1	1:-1		*0.93	0.07
129	1:-1	1:-1		*0.685	0.315
130	1:-1	1:-1		*0.76	0.24
131	1:-1	1:-1		*0.915	0.085
132	1:-1	2:1	+	0.465	*0.535
133	1:-1	1:-1		*0.585	0.415
134	1:-1	1:-1		*0.785	0.215
135	1:-1	1:-1		*0.685	0.315
136	1:-1	1:-1		*0.915	0.085
137	1:-1	1:-1		*0.785	0.215
138	1:-1	1:-1		*0.8	0.2
139	1:-1	2:1	+	0.435	*0.565
140	1:-1	1:-1		*0.665	0.335
141	1:-1	1:-1		*0.84	0.16
142	1:-1	1:-1		*0.82	0.18
143	1:-1	1:-1		*0.5	0.5
144	1:-1	1:-1		*0.64	0.36
145	1:-1	1:-1		*0.555	0.445
146	1:-1	1:-1		*0.82	0.18
147	1:-1	2:1	+	0.385	*0.615
148	1:-1	2:1	+	0.28	*0.72
149	1:-1	2:1	+	0.46	*0.54
150	1:-1	1:-1		*0.77	0.23
151	1:-1	1:-1		*0.67	0.33
152	1:-1	2:1	+	0.425	*0.575
153	1:-1	1:-1		*0.755	0.245
154	1:-1	1:-1		*0.76	0.24
155	1:-1	2:1	+	0.415	*0.585
156	1:-1	2:1	+	0.42	*0.58
157	1:-1	1:-1		*0.85	0.15
158	1:-1	2:1	+	0.405	*0.595
159	1:-1	2:1	+	0.395	*0.605
160	1:-1	1:-1		*0.695	0.305
161	1:-1	1:-1		*0.715	0.285
162	1:-1	2:1	+	0.495	*0.505
163	1:-1	1:-1		*0.755	0.245
164	1:-1	2:1	+	0.43	*0.57
165	1:-1	1:-1		*0.52	0.48
166	1:-1	1:-1		*0.5	0.5
167	1:-1	1:-1		*0.675	0.325
168	1:-1	1:-1		*0.535	0.465
169	1:-1	1:-1		*0.515	0.485
170	1:-1	2:1	+	0.375	*0.625
171	1:-1	1:-1		*0.585	0.415
172	1:-1	1:-1		*0.74	0.26
173	1:-1	1:-1		*0.6	0.4
174	1:-1	1:-1		*0.765	0.235
175	1:-1	1:-1		*0.715	0.285
176	1:-1	1:-1		*0.77	0.23
177	1:-1	2:1	+	0.475	*0.525
178	1:-1	1:-1		*0.935	0.065
179	1:-1	1:-1		*0.875	0.125
180	1:-1	1:-1		*0.505	0.495
181	1:-1	1:-1		*0.85	0.15
182	1:-1	2:1	+	0.495	*0.505
183	1:-1	1:-1		*0.54	0.46
184	1:-1	2:1	+	0.45	*0.55
185	1:-1	1:-1		*0.955	0.045
186	1:-1	1:-1		*0.88	0.12
187	1:-1	1:-1		*0.795	0.205
188	1:-1	1:-1		*0.74	0.26
189	1:-1	1:-1		*0.635	0.365
190	1:-1	1:-1		*0.835	0.165
191	1:-1	2:1	+	0.45	*0.55
192	1:-1	2:1	+	0.34	*0.66
193	1:-1	1:-1		*0.89	0.11
194	1:-1	1:-1		*0.905	0.095
195	1:-1	1:-1		*0.95	0.05
196	1:-1	1:-1		*0.835	0.165
1	2:1	2:1		0.285	*0.715
2	2:1	2:1		0.42	*0.58
3	2:1	2:1		0.33	*0.67
4	2:1	2:1		0.19	*0.81
5	2:1	2:1		0.15	*0.85
6	2:1	2:1		0.285	*0.715
7	2:1	2:1		0.425	*0.575
8	2:1	2:1		0.415	*0.585
9	2:1	2:1		0.3	*0.7
10	2:1	2:1		0.245	*0.755
11	2:1	1:-1	+	*0.66	0.34
12	2:1	2:1		0.43	*0.57
13	2:1	2:1		0.18	*0.82
14	2:1	2:1		0.43	*0.57
15	2:1	2:1		0.095	*0.905
16	2:1	2:1		0.105	*0.895
17	2:1	2:1		0.4	*0.6
18	2:1	2:1		0.435	*0.565
19	2:1	2:1		0.205	*0.795
20	2:1	2:1		0.265	*0.735
21	2:1	2:1		0.205	*0.795
22	2:1	1:-1	+	*0.745	0.255
23	2:1	1:-1	+	*0.545	0.455
24	2:1	2:1		0.215	*0.785
25	2:1	1:-1	+	*0.595	0.405
26	2:1	2:1		0.48	*0.52
27	2:1	2:1		0.395	*0.605
28	2:1	2:1		0.48	*0.52
29	2:1	2:1		0.295	*0.705
30	2:1	2:1		0.485	*0.515
31	2:1	2:1		0.165	*0.835
32	2:1	2:1		0.365	*0.635
33	2:1	2:1		0.195	*0.805
34	2:1	2:1		0.445	*0.555
35	2:1	2:1		0.26	*0.74
36	2:1	2:1		0.235	*0.765
37	2:1	2:1		0.38	*0.62
38	2:1	2:1		0.205	*0.795
39	2:1	1:-1	+	*0.71	0.29
40	2:1	1:-1	+	*0.5	0.5
41	2:1	2:1		0.105	*0.895
42	2:1	2:1		0.34	*0.66
43	2:1	1:-1	+	*0.555	0.445
44	2:1	2:1		0.25	*0.75
45	2:1	2:1		0.245	*0.755
46	2:1	1:-1	+	*0.5	0.5
47	2:1	2:1		0.455	*0.545
48	2:1	2:1		0.01	*0.99
49	2:1	2:1		0.075	*0.925
50	2:1	2:1		0.475	*0.525
51	2:1	2:1		0.12	*0.88
52	2:1	2:1		0.435	*0.565
53	2:1	2:1		0.305	*0.695
54	2:1	2:1		0.445	*0.555
55	2:1	2:1		0.125	*0.875
56	2:1	2:1		0.25	*0.75
57	2:1	2:1		0.12	*0.88
58	2:1	2:1		0.21	*0.79
59	2:1	1:-1	+	*0.545	0.455
60	2:1	1:-1	+	*0.725	0.275
61	2:1	2:1		0.135	*0.865
62	2:1	2:1		0.315	*0.685
63	2:1	2:1		0.39	*0.61
64	2:1	2:1		0.24	*0.76
65	2:1	2:1		0.275	*0.725
66	2:1	2:1		0.185	*0.815
67	2:1	1:-1	+	*0.545	0.455
68	2:1	2:1		0.385	*0.615
69	2:1	2:1		0.33	*0.67
70	2:1	2:1		0.255	*0.745
71	2:1	2:1		0.38	*0.62
72	2:1	2:1		0.13	*0.87
73	2:1	2:1		0.33	*0.67
74	2:1	2:1		0.085	*0.915
75	2:1	2:1		0.305	*0.695
76	2:1	1:-1	+	*0.68	0.32
77	2:1	2:1		0.48	*0.52
78	2:1	2:1		0.375	*0.625
79	2:1	1:-1	+	*0.5	0.5
80	2:1	1:-1	+	*0.58	0.42
81	2:1	2:1		0.31	*0.69
82	2:1	2:1		0.035	*0.965
83	2:1	2:1		0.195	*0.805
84	2:1	2:1		0.355	*0.645
85	2:1	2:1		0.255	*0.745
86	2:1	2:1		0.38	*0.62
87	2:1	1:-1	+	*0.575	0.425
88	2:1	2:1		0.305	*0.695
89	2:1	2:1		0.395	*0.605
90	2:1	2:1		0.095	*0.905
91	2:1	2:1		0.29	*0.71
92	2:1	1:-1	+	*0.88	0.12
93	2:1	2:1		0.445	*0.555
94	2:1	1:-1	+	*0.645	0.355
95	2:1	2:1		0.2	*0.8
96	2:1	2:1		0.46	*0.54
97	2:1	2:1		0.085	*0.915
98	2:1	2:1		0.325	*0.675
99	1:-1	1:-1		*0.59	0.41
100	1:-1	1:-1		*0.56	0.44
101	1:-1	2:1	+	0.22	*0.78
102	1:-1	2:1	+	0.345	*0.655
103	1:-1	1:-1		*0.795	0.205
104	1:-1	1:-1		*0.89	0.11
105	1:-1	1:-1		*0.91	0.09
106	1:-1	1:-1		*0.51	0.49
107	1:-1	1:-1		*0.835	0.165
108	1:-1	1:-1		*0.62	0.38
109	1:-1	2:1	+	0.475	*0.525
110	1:-1	1:-1		*0.86	0.14
111	1:-1	2:1	+	0.32	*0.68
112	1:-1	1:-1		*0.92	0.08
113	1:-1	1:-1		*0.645	0.355
114	1:-1	1:-1		*0.805	0.195
115	1:-1	1:-1		*0.765	0.235
116	1:-1	1:-1		*0.9	0.1
117	1:-1	1:-1		*0.835	0.165
118	1:-1	1:-1		*0.855	0.145
119	1:-1	1:-1		*0.66	0.34
120	1:-1	1:-1		*0.95	0.05
121	1:-1	2:1	+	0.475	*0.525
122	1:-1	1:-1		*0.53	0.47
123	1:-1	1:-1		*0.795	0.205
124	1:-1	2:1	+	0.345	*0.655
125	1:-1	2:1	+	0.195	*0.805
126	1:-1	1:-1		*0.645	0.355
127	1:-1	2:1	+	0.34	*0.66
128	1:-1	1:-1		*0.885	0.115
129	1:-1	1:-1		*0.83	0.17
130	1:-1	2:1	+	0.335	*0.665
131	1:-1	1:-1		*0.83	0.17
132	1:-1	1:-1		*0.645	0.355
133	1:-1	2:1	+	0.485	*0.515
134	1:-1	1:-1		*0.635	0.365
135	1:-1	1:-1		*0.76	0.24
136	1:-1	1:-1		*0.77	0.23
137	1:-1	1:-1		*0.78	0.22
138	1:-1	1:-1		*0.515	0.485
139	1:-1	1:-1		*0.61	0.39
140	1:-1	1:-1		*0.75	0.25
141	1:-1	1:-1		*0.68	0.32
142	1:-1	1:-1		*0.595	0.405
143	1:-1	1:-1		*0.66	0.34
144	1:-1	1:-1		*0.655	0.345
145	1:-1	1:-1		*0.68	0.32
146	1:-1	1:-1		*0.88	0.12
147	1:-1	2:1	+	0.405	*0.595
148	1:-1	1:-1		*0.61	0.39
149	1:-1	1:-1		*0.61	0.39
150	1:-1	2:1	+	0.445	*0.555
151	1:-1	1:-1		*0.6	0.4
152	1:-1	1:-1		*0.93	0.07
153	1:-1	1:-1		*0.72	0.28
154	1:-1	1:-1		*0.635	0.365
155	1:-1	1:-1		*0.835	0.165
156	1:-1	1:-1		*0.87	0.13
157	1:-1	1:-1		*0.825	0.175
158	1:-1	1:-1		*0.79	0.21
159	1:-1	1:-1		*0.55	0.45
160	1:-1	1:-1		*0.605	0.395
161	1:-1	1:-1		*0.55	0.45
162	1:-1	1:-1		*0.56	0.44
163	1:-1	1:-1		*0.695	0.305
164	1:-1	1:-1		*0.83	0.17
165	1:-1	1:-1		*0.735	0.265
166	1:-1	1:-1		*0.54	0.46
167	1:-1	1:-1		*0.805	0.195
168	1:-1	2:1	+	0.23	*0.77
169	1:-1	1:-1		*0.565	0.435
170	1:-1	1:-1		*0.52	0.48
171	1:-1	1:-1		*0.81	0.19
172	1:-1	1:-1		*0.64	0.36
173	1:-1	1:-1		*0.715	0.285
174	1:-1	1:-1		*0.79	0.21
175	1:-1	1:-1		*0.835	0.165
176	1:-1	1:-1		*0.84	0.16
177	1:-1	1:-1		*0.935	0.065
178	1:-1	1:-1		*0.605	0.395
179	1:-1	1:-1		*0.625	0.375
180	1:-1	1:-1		*0.94	0.06
181	1:-1	1:-1		*0.865	0.135
182	1:-1	1:-1		*0.94	0.06
183	1:-1	1:-1		*0.535	0.465
184	1:-1	1:-1		*0.95	0.05
185	1:-1	1:-1		*0.725	0.275
186	1:-1	2:1	+	0.48	*0.52
187	1:-1	1:-1		*0.885	0.115
188	1:-1	2:1	+	0.345	*0.655
189	1:-1	2:1	+	0.345	*0.655
190	1:-1	1:-1		*0.835	0.165
191	1:-1	2:1	+	0.16	*0.84
192	1:-1	1:-1		*0.71	0.29
193	1:-1	2:1	+	0.425	*0.575
194	1:-1	1:-1		*0.825	0.175
195	1:-1	1:-1		*0.7	0.3
196	1:-1	1:-1		*0.86	0.14
1	2:1	2:1		0.405	*0.595
2	2:1	2:1		0.13	*0.87
3	2:1	2:1		0.46	*0.54
4	2:1	2:1		0.27	*0.73
5	2:1	2:1		0.15	*0.85
6	2:1	2:1		0.295	*0.705
7	2:1	2:1		0.495	*0.505
8	2:1	1:-1	+	*0.53	0.47
9	2:1	2:1		0.445	*0.555
10	2:1	2:1		0.415	*0.585
11	2:1	2:1		0.105	*0.895
12	2:1	2:1		0.15	*0.85
13	2:1	1:-1	+	*0.62	0.38
14	2:1	1:-1	+	*0.56	0.44
15	2:1	2:1		0.16	*0.84
16	2:1	2:1		0.17	*0.83
17	2:1	2:1		0.235	*0.765
18	2:1	2:1		0.4	*0.6
19	2:1	2:1		0.3	*0.7
20	2:1	2:1		0.445	*0.555
21	2:1	2:1		0.435	*0.565
22	2:1	2:1		0.165	*0.835
23	2:1	2:1		0.33	*0.67
24	2:1	1:-1	+	*0.56	0.44
25	2:1	1:-1	+	*0.595	0.405
26	2:1	2:1		0.355	*0.645
27	2:1	2:1		0.24	*0.76
28	2:1	1:-1	+	*0.52	0.48
29	2:1	1:-1	+	*0.51	0.49
30	2:1	1:-1	+	*0.62	0.38
31	2:1	2:1		0.365	*0.635
32	2:1	2:1		0.145	*0.855
33	2:1	1:-1	+	*0.515	0.485
34	2:1	1:-1	+	*0.565	0.435
35	2:1	1:-1	+	*0.515	0.485
36	2:1	2:1		0.26	*0.74
37	2:1	1:-1	+	*0.51	0.49
38	2:1	2:1		0.1	*0.9
39	2:1	1:-1	+	*0.615	0.385
40	2:1	2:1		0.37	*0.63
41	2:1	1:-1	+	*0.545	0.455
42	2:1	1:-1	+	*0.515	0.485
43	2:1	1:-1	+	*0.65	0.35
44	2:1	2:1		0.165	*0.835
45	2:1	2:1		0.43	*0.57
46	2:1	2:1		0.37	*0.63
47	2:1	1:-1	+	*0.645	0.355
48	2:1	2:1		0.13	*0.87
49	2:1	2:1		0.15	*0.85
50	2:1	2:1		0.215	*0.785
51	2:1	2:1		0.32	*0.68
52	2:1	2:1		0.07	*0.93
53	2:1	2:1		0.49	*0.51
54	2:1	1:-1	+	*0.535	0.465
55	2:1	2:1		0.11	*0.89
56	2:1	1:-1	+	*0.515	0.485
57	2:1	2:1		0.325	*0.675
58	2:1	2:1		0.38	*0.62
59	2:1	1:-1	+	*0.55	0.45
60	2:1	2:1		0.475	*0.525
61	2:1	2:1		0.29	*0.71
62	2:1	2:1		0.18	*0.82
63	2:1	2:1		0.015	*0.985
64	2:1	2:1		0.08	*0.92
65	2:1	2:1		0.145	*0.855
66	2:1	1:-1	+	*0.62	0.38
67	2:1	2:1		0.11	*0.89
68	2:1	1:-1	+	*0.53	0.47
69	2:1	2:1		0.36	*0.64
70	2:1	1:-1	+	*0.55	0.45
71	2:1	2:1		0.495	*0.505
72	2:1	2:1		0.33	*0.67
73	2:1	2:1		0.325	*0.675
74	2:1	1:-1	+	*0.81	0.19
75	2:1	2:1		0.1	*0.9
76	2:1	1:-1	+	*0.575	0.425
77	2:1	2:1		0.255	*0.745
78	2:1	2:1		0.21	*0.79
79	2:1	2:1		0.41	*0.59
80	2:1	2:1		0.27	*0.73
81	2:1	2:1		0.295	*0.705
82	2:1	2:1		0.17	*0.83
83	2:1	2:1		0.245	*0.755
84	2:1	1:-1	+	*0.515	0.485
85	2:1	1:-1	+	*0.545	0.455
86	2:1	2:1		0.075	*0.925
87	2:1	1:-1	+	*0.635	0.365
88	2:1	2:1		0.045	*0.955
89	2:1	2:1		0.23	*0.77
90	2:1	2:1		0.09	*0.91
91	2:1	1:-1	+	*0.525	0.475
92	2:1	2:1		0.28	*0.72
93	2:1	2:1		0.095	*0.905
94	2:1	2:1		0.33	*0.67
95	2:1	2:1		0.245	*0.755
96	2:1	2:1		0.12	*0.88
97	2:1	2:1		0.15	*0.85
98	2:1	2:1		0.185	*0.815
99	1:-1	1:-1		*0.535	0.465
100	1:-1	1:-1		*0.625	0.375
101	1:-1	1:-1		*0.64	0.36
102	1:-1	2:1	+	0.31	*0.69
103	1:-1	1:-1		*0.635	0.365
104	1:-1	1:-1		*0.84	0.16
105	1:-1	1:-1		*0.77	0.23
106	1:-1	1:-1		*0.645	0.355
107	1:-1	2:1	+	0.485	*0.515
108	1:-1	1:-1		*0.605	0.395
109	1:-1	1:-1		*0.815	0.185
110	1:-1	1:-1		*0.545	0.455
111	1:-1	1:-1		*0.865	0.135
112	1:-1	1:-1		*0.65	0.35
113	1:-1	1:-1		*0.865	0.135
114	1:-1	1:-1		*0.88	0.12
115	1:-1	2:1	+	0.115	*0.885
116	1:-1	1:-1		*0.565	0.435
117	1:-1	2:1	+	0.355	*0.645
118	1:-1	1:-1		*0.795	0.205
119	1:-1	1:-1		*0.625	0.375
120	1:-1	2:1	+	0.445	*0.555
121	1:-1	1:-1		*0.915	0.085
122	1:-1	1:-1		*0.73	0.27
123	1:-1	1:-1		*0.77	0.23
124	1:-1	1:-1		*0.62	0.38
125	1:-1	1:-1		*0.675	0.325
126	1:-1	2:1	+	0.325	*0.675
127	1:-1	1:-1		*0.655	0.345
128	1:-1	2:1	+	0.45	*0.55
129	1:-1	1:-1		*0.55	0.45
130	1:-1	1:-1		*0.97	0.03
131	1:-1	1:-1		*0.665	0.335
132	1:-1	2:1	+	0.47	*0.53
133	1:-1	1:-1		*0.9	0.1
134	1:-1	1:-1		*0.78	0.22
135	1:-1	1:-1		*0.895	0.105
136	1:-1	1:-1		*0.97	0.03
137	1:-1	1:-1		*0.595	0.405
138	1:-1	1:-1		*0.555	0.445
139	1:-1	1:-1		*0.82	0.18
140	1:-1	1:-1		*0.9	0.1
141	1:-1	1:-1		*0.58	0.42
142	1:-1	1:-1		*0.715	0.285
143	1:-1	1:-1		*0.785	0.215
144	1:-1	1:-1		*0.9	0.1
145	1:-1	1:-1		*0.855	0.145
146	1:-1	1:-1		*0.655	0.345
147	1:-1	1:-1		*0.55	0.45
148	1:-1	2:1	+	0.32	*0.68
149	1:-1	1:-1		*0.77	0.23
150	1:-1	1:-1		*0.76	0.24
151	1:-1	2:1	+	0.38	*0.62
152	1:-1	1:-1		*0.655	0.345
153	1:-1	1:-1		*0.8	0.2
154	1:-1	1:-1		*0.94	0.06
155	1:-1	1:-1		*0.775	0.225
156	1:-1	1:-1		*0.72	0.28
157	1:-1	1:-1		*0.925	0.075
158	1:-1	2:1	+	0.425	*0.575
159	1:-1	2:1	+	0.43	*0.57
160	1:-1	1:-1		*0.865	0.135
161	1:-1	2:1	+	0.22	*0.78
162	1:-1	1:-1		*0.625	0.375
163	1:-1	1:-1		*0.96	0.04
164	1:-1	2:1	+	0.475	*0.525
165	1:-1	1:-1		*0.835	0.165
166	1:-1	1:-1		*0.585	0.415
167	1:-1	1:-1		*0.835	0.165
168	1:-1	2:1	+	0.485	*0.515
169	1:-1	1:-1		*0.675	0.325
170	1:-1	2:1	+	0.36	*0.64
171	1:-1	1:-1		*0.8	0.2
172	1:-1	1:-1		*0.75	0.25
173	1:-1	2:1	+	0.42	*0.58
174	1:-1	1:-1		*0.715	0.285
175	1:-1	2:1	+	0.465	*0.535
176	1:-1	1:-1		*0.72	0.28
177	1:-1	2:1	+	0.485	*0.515
178	1:-1	1:-1		*0.85	0.15
179	1:-1	1:-1		*0.55	0.45
180	1:-1	1:-1		*0.75	0.25
181	1:-1	1:-1		*0.535	0.465
182	1:-1	1:-1		*0.53	0.47
183	1:-1	1:-1		*0.56	0.44
184	1:-1	1:-1		*0.895	0.105
185	1:-1	1:-1		*0.705	0.295
186	1:-1	2:1	+	0.34	*0.66
187	1:-1	1:-1		*0.55	0.45
188	1:-1	1:-1		*0.745	0.255
189	1:-1	1:-1		*0.61	0.39
190	1:-1	1:-1		*0.79	0.21
191	1:-1	2:1	+	0.23	*0.77
192	1:-1	1:-1		*0.905	0.095
193	1:-1	2:1	+	0.38	*0.62
194	1:-1	1:-1		*0.715	0.285
195	1:-1	1:-1		*0.735	0.265
196	1:-1	2:1	+	0.435	*0.565
1	2:1	2:1		0.225	*0.775
2	2:1	2:1		0.38	*0.62
3	2:1	1:-1	+	*0.535	0.465
4	2:1	2:1		0.03	*0.97
5	2:1	2:1		0.235	*0.765
6	2:1	2:1		0.345	*0.655
7	2:1	2:1		0.08	*0.92
8	2:1	1:-1	+	*0.535	0.465
9	2:1	2:1		0.465	*0.535
10	2:1	2:1		0.085	*0.915
11	2:1	2:1		0.24	*0.76
12	2:1	2:1		0.205	*0.795
13	2:1	1:-1	+	*0.635	0.365
14	2:1	2:1		0.47	*0.53
15	2:1	1:-1	+	*0.575	0.425
16	2:1	1:-1	+	*0.615	0.385
17	2:1	2:1		0.125	*0.875
18	2:1	2:1		0.305	*0.695
19	2:1	2:1		0.33	*0.67
20	2:1	2:1		0.265	*0.735
21	2:1	2:1		0.18	*0.82
22	2:1	2:1		0.49	*0.51
23	2:1	2:1		0.08	*0.92
24	2:1	2:1		0.48	*0.52
25	2:1	2:1		0.075	*0.925
26	2:1	2:1		0.255	*0.745
27	2:1	1:-1	+	*0.885	0.115
28	2:1	2:1		0.16	*0.84
29	2:1	2:1		0.44	*0.56
30	2:1	2:1		0.36	*0.64
31	2:1	2:1		0.095	*0.905
32	2:1	2:1		0.36	*0.64
33	2:1	2:1		0.36	*0.64
34	2:1	1:-1	+	*0.615	0.385
35	2:1	2:1		0.215	*0.785
36	2:1	2:1		0.165	*0.835
37	2:1	2:1		0.195	*0.805
38	2:1	2:1		0.42	*0.58
39	2:1	2:1		0.325	*0.675
40	2:1	2:1		0.44	*0.56
41	2:1	1:-1	+	*0.52	0.48
42	2:1	2:1		0.095	*0.905
43	2:1	2:1		0.265	*0.735
44	2:1	2:1		0.25	*0.75
45	2:1	2:1		0.14	*0.86
46	2:1	2:1		0.355	*0.645
47	2:1	2:1		0.455	*0.545
48	2:1	2:1		0.11	*0.89
49	2:1	2:1		0.43	*0.57
50	2:1	2:1		0.2	*0.8
51	2:1	1:-1	+	*0.54	0.46
52	2:1	2:1		0.165	*0.835
53	2:1	2:1		0.195	*0.805
54	2:1	2:1		0.235	*0.765
55	2:1	2:1		0.43	*0.57
56	2:1	1:-1	+	*0.725	0.275
57	2:1	2:1		0.245	*0.755
58	2:1	2:1		0.07	*0.93
59	2:1	2:1		0.245	*0.755
60	2:1	2:1		0.16	*0.84
61	2:1	1:-1	+	*0.56	0.44
62	2:1	2:1		0.115	*0.885
63	2:1	2:1		0.23	*0.77
64	2:1	1:-1	+	*0.55	0.45
65	2:1	2:1		0.1	*0.9
66	2:1	2:1		0.2	*0.8
67	2:1	2:1		0.25	*0.75
68	2:1	2:1		0.465	*0.535
69	2:1	2:1		0.42	*0.58
70	2:1	2:1		0.25	*0.75
71	2:1	2:1		0.455	*0.545
72	2:1	2:1		0.385	*0.615
73	2:1	2:1		0.28	*0.72
74	2:1	2:1		0.34	*0.66
75	2:1	1:-1	+	*0.55	0.45
76	2:1	2:1		0.385	*0.615
77	2:1	2:1		0.305	*0.695
78	2:1	2:1		0.44	*0.56
79	2:1	2:1		0.315	*0.685
80	2:1	1:-1	+	*0.63	0.37
81	2:1	2:1		0.315	*0.685
82	2:1	2:1		0.22	*0.78
83	2:1	2:1		0.38	*0.62
84	2:1	2:1		0.425	*0.575
85	2:1	2:1		0.315	*0.685
86	2:1	2:1		0.325	*0.675
87	2:1	2:1		0.435	*0.565
88	2:1	1:-1	+	*0.58	0.42
89	2:1	2:1		0.11	*0.89
90	2:1	2:1		0.25	*0.75
91	2:1	2:1		0.18	*0.82
92	2:1	2:1		0.48	*0.52
93	2:1	2:1		0.2	*0.8
94	2:1	2:1		0.17	*0.83
95	2:1	2:1		0.155	*0.845
96	2:1	2:1		0.425	*0.575
97	2:1	2:1		0.395	*0.605
98	2:1	2:1		0.085	*0.915
99	1:-1	1:-1		*0.85	0.15
100	1:-1	1:-1		*0.62	0.38
101	1:-1	1:-1		*0.795	0.205
102	1:-1	1:-1		*0.55	0.45
103	1:-1	1:-1		*0.675	0.325
104	1:-1	1:-1		*0.52	0.48
105	1:-1	1:-1		*0.615	0.385
106	1:-1	2:1	+	0.395	*0.605
107	1:-1	1:-1		*0.525	0.475
108	1:-1	2:1	+	0.22	*0.78
109	1:-1	1:-1		*0.835	0.165
110	1:-1	2:1	+	0.335	*0.665
111	1:-1	2:1	+	0.425	*0.575
112	1:-1	1:-1		*0.7	0.3
113	1:-1	1:-1		*0.595	0.405
114	1:-1	1:-1		*0.615	0.385
115	1:-1	1:-1		*0.86	0.14
116	1:-1	1:-1		*0.58	0.42
117	1:-1	1:-1		*0.635	0.365
118	1:-1	2:1	+	0.42	*0.58
119	1:-1	1:-1		*0.525	0.475
120	1:-1	1:-1		*0.545	0.455
121	1:-1	1:-1		*0.835	0.165
122	1:-1	2:1	+	0.385	*0.615
123	1:-1	1:-1		*0.815	0.185
124	1:-1	1:-1		*0.775	0.225
125	1:-1	1:-1		*0.76	0.24
126	1:-1	2:1	+	0.305	*0.695
127	1:-1	1:-1		*0.775	0.225
128	1:-1	1:-1		*0.705	0.295
129	1:-1	1:-1		*0.92	0.08
130	1:-1	1:-1		*0.535	0.465
131	1:-1	2:1	+	0.325	*0.675
132	1:-1	1:-1		*0.645	0.355
133	1:-1	1:-1		*0.595	0.405
134	1:-1	2:1	+	0.4	*0.6
135	1:-1	1:-1		*0.78	0.22
136	1:-1	1:-1		*0.685	0.315
137	1:-1	1:-1		*0.9	0.1
138	1:-1	1:-1		*0.73	0.27
139	1:-1	2:1	+	0.255	*0.745
140	1:-1	1:-1		*0.875	0.125
141	1:-1	1:-1		*0.805	0.195
142	1:-1	2:1	+	0.475	*0.525
143	1:-1	1:-1		*0.76	0.24
144	1:-1	1:-1		*0.58	0.42
145	1:-1	1:-1		*0.93	0.07
146	1:-1	1:-1		*0.875	0.125
147	1:-1	1:-1		*0.82	0.18
148	1:-1	2:1	+	0.38	*0.62
149	1:-1	1:-1		*0.825	0.175
150	1:-1	1:-1		*0.875	0.125
151	1:-1	1:-1		*0.8	0.2
152	1:-1	2:1	+	0.375	*0.625
153	1:-1	1:-1		*0.865	0.135
154	1:-1	1:-1		*0.535	0.465
155	1:-1	1:-1		*0.765	0.235
156	1:-1	1:-1		*0.635	0.365
157	1:-1	1:-1		*0.79	0.21
158	1:-1	1:-1		*0.55	0.45
159	1:-1	1:-1		*0.68	0.32
160	1:-1	1:-1		*0.685	0.315
161	1:-1	2:1	+	0.475	*0.525
162	1:-1	1:-1		*0.555	0.445
163	1:-1	2:1	+	0.365	*0.635
164	1:-1	1:-1		*0.875	0.125
165	1:-1	1:-1		*0.55	0.45
166	1:-1	1:-1		*0.685	0.315
167	1:-1	1:-1		*0.915	0.085
168	1:-1	1:-1		*0.67	0.33
169	1:-1	2:1	+	0.45	*0.55
170	1:-1	1:-1		*0.66	0.34
171	1:-1	2:1	+	0.46	*0.54
172	1:-1	1:-1		*0.605	0.395
173	1:-1	2:1	+	0.495	*0.505
174	1:-1	1:-1		*0.935	0.065
175	1:-1	1:-1		*0.835	0.165
176	1:-1	1:-1		*0.765	0.235
177	1:-1	1:-1		*0.96	0.04
178	1:-1	1:-1		*0.645	0.355
179	1:-1	2:1	+	0.345	*0.655
180	1:-1	1:-1		*0.975	0.025
181	1:-1	1:-1		*0.6	0.4
182	1:-1	1:-1		*0.74	0.26
183	1:-1	1:-1		*0.98	0.02
184	1:-1	1:-1		*0.56	0.44
185	1:-1	2:1	+	0.305	*0.695
186	1:-1	2:1	+	0.39	*0.61
187	1:-1	2:1	+	0.435	*0.565
188	1:-1	1:-1		*0.785	0.215
189	1:-1	1:-1		*0.62	0.38
190	1:-1	1:-1		*0.85	0.15
191	1:-1	1:-1		*0.66	0.34
192	1:-1	1:-1		*0.56	0.44
