inst#,    actual, predicted, error, probability distribution
   723        1:0        2:1         0.493 0.507
   724        1:0        1:0         0.527  0.473
   725        1:0        2:1         0.307 0.693
   726        1:0        2:1         0.467 0.533
   727        1:0        1:0         0.82   0.18 
   728        1:0        1:0         0.5    0.5  
   729        1:0        2:1         0.387 0.613
   730        1:0        2:1         0.353 0.647
   731        1:0        1:0         0.613  0.387
   732        1:0        1:0         0.613  0.387
   733        1:0        2:1         0.16  0.84 
   734        1:0        1:0         0.567  0.433
   735        1:0        1:0         0.5    0.5  
   736        1:0        2:1         0.347 0.653
   737        1:0        1:0         0.573  0.427
   738        1:0        1:0         0.813  0.187
   739        1:0        1:0         0.56   0.44 
   740        1:0        1:0         0.547  0.453
   741        1:0        2:1         0.293 0.707
   742        1:0        2:1         0.187 0.813
   743        1:0        2:1         0.213 0.787
   744        1:0        1:0         0.713  0.287
   745        1:0        1:0         0.613  0.387
   746        1:0        2:1         0.413 0.587
   747        1:0        1:0         0.867  0.133
   748        1:0        2:1         0.36  0.64 
   749        1:0        2:1         0.16  0.84 
   750        1:0        2:1         0.44  0.56 
   751        1:0        1:0         0.627  0.373
   752        1:0        1:0         0.673  0.327
   753        1:0        2:1         0.36  0.64 
   754        1:0        2:1         0.313 0.687
   755        1:0        1:0         0.593  0.407
   756        1:0        1:0         0.527  0.473
   757        1:0        1:0         0.847  0.153
   758        1:0        1:0         0.507  0.493
   759        1:0        1:0         0.5    0.5  
   760        1:0        2:1         0.347 0.653
   761        1:0        2:1         0.473 0.527
   762        1:0        1:0         0.84   0.16 
   763        1:0        1:0         0.5    0.5  
   764        1:0        1:0         0.873  0.127
   765        1:0        1:0         0.76   0.24 
   766        1:0        2:1         0.173 0.827
   767        1:0        1:0         0.58   0.42 
   768        1:0        1:0         0.513  0.487
   769        1:0        1:0         0.707  0.293
   770        1:0        2:1         0.44  0.56 
   771        1:0        2:1         0.333 0.667
   772        1:0        1:0         0.52   0.48 
   773        1:0        1:0         0.527  0.473
   774        1:0        2:1         0.473 0.527
   775        1:0        2:1         0.46  0.54 
   776        1:0        1:0         0.52   0.48 
   777        1:0        1:0         0.707  0.293
   778        1:0        2:1         0.173 0.827
   779        1:0        2:1         0.4   0.6  
   780        1:0        1:0         0.88   0.12 
   781        1:0        1:0         0.527  0.473
   782        1:0        1:0         0.92   0.08 
   783        1:0        1:0         0.86   0.14 
   784        1:0        2:1         0.447 0.553
   785        1:0        1:0         0.613  0.387
   786        1:0        1:0         0.54   0.46 
   787        1:0        2:1         0.247 0.753
   788        1:0        2:1         0.34  0.66 
   789        1:0        1:0         0.547  0.453
   790        1:0        1:0         0.667  0.333
   791        1:0        1:0         0.507  0.493
   792        1:0        2:1         0.233 0.767
   793        1:0        1:0         0.627  0.373
   794        1:0        1:0         0.66   0.34 
   795        1:0        2:1         0.493 0.507
   796        1:0        2:1         0.36  0.64 
   797        1:0        2:1         0.127 0.873
   798        1:0        1:0         0.853  0.147
   799        1:0        2:1         0.44  0.56 
   800        1:0        2:1         0.16  0.84 
   801        1:0        2:1         0.467 0.533
   802        1:0        2:1         0.113 0.887
   803        1:0        2:1         0.44  0.56 
   804        1:0        2:1         0.06  0.94 
   805        1:0        1:0         0.633  0.367
   806        1:0        2:1         0.393 0.607
   807        1:0        2:1         0.44  0.56 
   808        1:0        1:0         0.827  0.173
   809        1:0        2:1         0.413 0.587
   810        1:0        1:0         0.547  0.453
   811        1:0        1:0         0.653  0.347
   812        1:0        1:0         0.58   0.42 
   813        1:0        1:0         0.593  0.407
   814        1:0        1:0         0.547  0.453
   815        1:0        2:1         0.48  0.52 
   816        1:0        1:0         0.513  0.487
   817        1:0        2:1         0.373 0.627
   818        1:0        1:0         0.587  0.413
   819        1:0        1:0         0.547  0.453
   820        1:0        1:0         0.56   0.44 
   821        1:0        1:0         0.52   0.48 
   822        1:0        1:0         0.627  0.373
   823        1:0        1:0         0.6    0.4  
   824        1:0        1:0         0.767  0.233
   825        1:0        1:0         0.693  0.307
   826        1:0        2:1         0.447 0.553
   827        1:0        1:0         0.507  0.493
   828        1:0        2:1         0.34  0.66 
   829        1:0        1:0         0.847  0.153
   830        1:0        1:0         0.68   0.32 
   831        1:0        2:1         0.207 0.793
   832        1:0        2:1         0.48  0.52 
   833        1:0        2:1         0.447 0.553
   834        1:0        2:1         0.333 0.667
   835        1:0        1:0         0.553  0.447
   836        1:0        2:1         0.433 0.567
   837        1:0        1:0         0.827  0.173
   838        1:0        1:0         0.6    0.4  
   839        1:0        2:1         0.367 0.633
   840        1:0        2:1         0.32  0.68 
   841        1:0        2:1         0.46  0.54 
   842        1:0        1:0         0.667  0.333
   843        1:0        1:0         0.92   0.08 
   844        1:0        1:0         0.667  0.333
   845        1:0        2:1         0.127 0.873
   846        1:0        2:1         0.433 0.567
   847        1:0        1:0         0.547  0.453
   848        1:0        2:1         0.473 0.527
   849        1:0        1:0         0.607  0.393
   850        1:0        1:0         0.58   0.42 
   851        1:0        1:0         0.607  0.393
   852        1:0        1:0         0.513  0.487
   853        1:0        1:0         0.54   0.46 
   854        1:0        1:0         0.527  0.473
   855        1:0        2:1         0.18  0.82 
   856        1:0        2:1         0.207 0.793
   857        1:0        1:0         0.88   0.12 
   858        1:0        2:1         0.347 0.653
   859        1:0        1:0         0.507  0.493
   860        1:0        1:0         0.507  0.493
   861        1:0        1:0         0.767  0.233
   862        1:0        1:0         0.88   0.12 
   863        1:0        2:1         0.16  0.84 
   864        1:0        1:0         0.607  0.393
   865        1:0        2:1         0.473 0.527
   866        1:0        2:1         0.2   0.8  
   867        1:0        1:0         0.58   0.42 
   868        1:0        1:0         0.5    0.5  
   869        1:0        1:0         0.573  0.427
   870        1:0        2:1         0.48  0.52 
   871        1:0        2:1         0.433 0.567
   872        1:0        2:1         0.44  0.56 
   873        1:0        1:0         0.527  0.473
   874        1:0        1:0         0.52   0.48 
   875        1:0        1:0         0.833  0.167
   876        1:0        1:0         0.64   0.36 
   877        1:0        1:0         0.8    0.2  
   878        1:0        1:0         0.567  0.433
   879        1:0        2:1         0.393 0.607
   880        1:0        2:1         0.307 0.693
   881        1:0        1:0         0.587  0.413
   882        1:0        1:0         0.567  0.433
   883        1:0        2:1         0.46  0.54 
   884        1:0        2:1         0.113 0.887
   885        1:0        1:0         0.507  0.493
   886        1:0        1:0         0.54   0.46 
   887        1:0        1:0         0.547  0.453
   888        1:0        1:0         0.56   0.44 
   889        1:0        1:0         0.66   0.34 
   890        1:0        1:0         0.833  0.167
   891        1:0        1:0         0.767  0.233
   892        1:0        2:1         0.353 0.647
   893        1:0        2:1         0.44  0.56 
   894        1:0        1:0         0.56   0.44 
   895        1:0        2:1         0.4   0.6  
   896        1:0        2:1         0.44  0.56 
   897        1:0        2:1         0.187 0.813
   898        1:0        2:1         0.353 0.647
   899        1:0        1:0         0.547  0.453
   900        1:0        1:0         0.6    0.4  
   901        1:0        2:1         0.307 0.693
   902        1:0        1:0         0.58   0.42 
   903        1:0        2:1         0.433 0.567
   904        1:0        1:0         0.613  0.387
   905        1:0        1:0         0.507  0.493
   906        1:0        1:0         0.6    0.4  
   907        1:0        1:0         0.5    0.5  
   908        1:0        1:0         0.513  0.487
   909        1:0        2:1         0.38  0.62 
   910        1:0        2:1         0.433 0.567
   911        1:0        1:0         0.5    0.5  
   912        1:0        2:1         0.4   0.6  
   913        1:0        2:1         0.433 0.567
   914        1:0        2:1         0.467 0.533
   915        1:0        1:0         0.6    0.4  
   916        1:0        1:0         0.647  0.353
   917        1:0        1:0         0.5    0.5  
   918        1:0        2:1         0.393 0.607
   919        1:0        2:1         0.24  0.76 
   920        1:0        1:0         0.627  0.373
   921        1:0        2:1         0.453 0.547
   922        1:0        1:0         0.6    0.4  
   923        1:0        2:1         0.267 0.733
   924        1:0        1:0         0.56   0.44 
   925        1:0        1:0         0.527  0.473
   926        1:0        1:0         0.587  0.413
   927        1:0        1:0         0.6    0.4  
   928        1:0        1:0         0.573  0.427
   929        1:0        1:0         0.593  0.407
   930        1:0        1:0         0.853  0.147
   931        1:0        1:0         0.693  0.307
   932        1:0        1:0         0.6    0.4  
   933        1:0        1:0         0.58   0.42 
   934        1:0        1:0         0.513  0.487
   935        1:0        2:1         0.373 0.627
   936        1:0        1:0         0.76   0.24 
   937        1:0        2:1         0.273 0.727
   938        1:0        2:1         0.327 0.673
   939        1:0        2:1         0.413 0.587
   940        1:0        2:1         0.14  0.86 
   941        1:0        1:0         0.853  0.147
   942        1:0        1:0         0.527  0.473
   943        1:0        1:0         0.62   0.38 
   944        1:0        1:0         0.56   0.44 
   945        1:0        1:0         0.56   0.44 
   946        1:0        1:0         0.64   0.36 
   947        1:0        2:1         0.327 0.673
   948        1:0        1:0         0.593  0.407
   949        1:0        1:0         0.56   0.44 
   950        1:0        1:0         0.6    0.4  
   951        1:0        2:1         0.153 0.847
   952        1:0        1:0         0.567  0.433
   953        1:0        2:1         0.26  0.74 
   954        1:0        2:1         0.46  0.54 
   955        1:0        2:1         0.207 0.793
   956        1:0        1:0         0.513  0.487
   957        1:0        1:0         0.527  0.473
   958        1:0        1:0         0.527  0.473
   959        1:0        1:0         0.867  0.133
   960        1:0        1:0         0.573  0.427
   961        1:0        2:1         0.387 0.613
   962        1:0        1:0         0.52   0.48 
   963        1:0        2:1         0.08  0.92 
   964        1:0        2:1         0.413 0.587
   965        1:0        2:1         0.1   0.9  
   966        1:0        1:0         0.513  0.487
   967        1:0        2:1         0.24  0.76 
   968        1:0        1:0         0.533  0.467
   969        1:0        1:0         0.647  0.353
   970        1:0        1:0         0.507  0.493
   971        1:0        2:1         0.24  0.76 
   972        1:0        1:0         0.887  0.113
   973        1:0        1:0         0.547  0.453
   974        1:0        2:1         0.12  0.88 
   975        1:0        2:1         0.213 0.787
   976        1:0        1:0         0.807  0.193
   977        1:0        1:0         0.6    0.4  
   978        1:0        2:1         0.4   0.6  
   979        1:0        1:0         0.593  0.407
   980        1:0        2:1         0.127 0.873
   981        1:0        2:1         0.373 0.627
   982        1:0        1:0         0.593  0.407
   983        1:0        1:0         0.673  0.327
   984        1:0        2:1         0.433 0.567
   985        1:0        1:0         0.827  0.173
   986        1:0        1:0         0.86   0.14 
   987        1:0        1:0         0.513  0.487
   988        1:0        2:1         0.493 0.507
   989        1:0        2:1         0.433 0.567
   990        1:0        1:0         0.68   0.32 
   991        1:0        1:0         0.847  0.153
   992        1:0        1:0         0.607  0.393
   993        1:0        2:1         0.12  0.88 
   994        1:0        2:1         0.32  0.68 
   995        1:0        1:0         0.507  0.493
   996        1:0        1:0         0.553  0.447
   997        1:0        2:1         0.12  0.88 
   998        1:0        1:0         0.52   0.48 
   999        1:0        2:1         0.4   0.6  
  1000        1:0        2:1         0.333 0.667
  1001        1:0        2:1         0.493 0.507
  1002        1:0        2:1         0.233 0.767
  1003        1:0        2:1         0.467 0.533
  1004        1:0        1:0         0.527  0.473
  1005        1:0        1:0         0.54   0.46 
  1006        1:0        1:0         0.573  0.427
  1007        1:0        1:0         0.613  0.387
  1008        1:0        2:1         0.193 0.807
  1009        1:0        2:1         0.247 0.753
  1010        1:0        1:0         0.72   0.28 
  1011        1:0        2:1         0.347 0.653
  1012        1:0        2:1         0.353 0.647
  1013        1:0        2:1         0.44  0.56 
  1014        1:0        2:1         0.273 0.727
  1015        1:0        1:0         0.853  0.147
  1016        1:0        1:0         0.593  0.407
  1017        1:0        1:0         0.573  0.427
  1018        1:0        2:1         0.407 0.593
  1019        1:0        1:0         0.54   0.46 
  1020        1:0        2:1         0.187 0.813
  1021        1:0        2:1         0.253 0.747
  1022        1:0        1:0         0.827  0.173
  1023        1:0        1:0         0.827  0.173
  1024        1:0        1:0         0.653  0.347
  1025        1:0        2:1         0.487 0.513
  1026        1:0        2:1         0.26  0.74 
  1027        1:0        2:1         0.393 0.607
  1028        1:0        2:1         0.24  0.76 
  1029        1:0        1:0         0.607  0.393
  1030        1:0        1:0         0.88   0.12 
  1031        1:0        1:0         0.547  0.453
  1032        1:0        2:1         0.4   0.6  
  1033        1:0        1:0         0.827  0.173
  1034        1:0        1:0         0.56   0.44 
  1035        1:0        1:0         0.553  0.447
  1036        1:0        2:1         0.473 0.527
  1037        1:0        1:0         0.567  0.433
  1038        1:0        1:0         0.5    0.5  
  1039        1:0        1:0         0.867  0.133
  1040        1:0        1:0         0.6    0.4  
  1041        1:0        1:0         0.507  0.493
  1042        1:0        1:0         0.533  0.467
  1043        1:0        2:1         0.393 0.607
  1044        1:0        2:1         0.46  0.54 
  1045        1:0        1:0         0.533  0.467
  1046        1:0        2:1         0.407 0.593
  1047        1:0        2:1         0.487 0.513
  1048        1:0        1:0         0.567  0.433
  1049        1:0        2:1         0.253 0.747
  1050        1:0        1:0         0.52   0.48 
  1051        1:0        1:0         0.653  0.347
  1052        1:0        2:1         0.287 0.713
  1053        1:0        2:1         0.473 0.527
  1054        1:0        1:0         0.627  0.373
  1055        1:0        2:1         0.213 0.787
  1056        1:0        2:1         0.3   0.7  
  1057        1:0        2:1         0.147 0.853
  1058        1:0        1:0         0.5    0.5  
  1059        1:0        1:0         0.593  0.407
  1060        1:0        2:1         0.173 0.827
  1061        1:0        1:0         0.5    0.5  
  1062        1:0        2:1         0.3   0.7  
  1063        1:0        1:0         0.567  0.433
  1064        1:0        1:0         0.573  0.427
  1065        1:0        2:1         0.44  0.56 
  1066        1:0        2:1         0.26  0.74 
  1067        1:0        1:0         0.753  0.247
  1068        1:0        1:0         0.54   0.46 
  1069        1:0        2:1         0.167 0.833
  1070        1:0        2:1         0.113 0.887
  1071        1:0        1:0         0.567  0.433
  1072        1:0        2:1         0.38  0.62 
  1073        1:0        1:0         0.787  0.213
  1074        1:0        1:0         0.867  0.133
  1075        1:0        2:1         0.227 0.773
  1076        1:0        1:0         0.867  0.133
  1077        1:0        1:0         0.813  0.187
  1078        1:0        1:0         0.54   0.46 
  1079        1:0        1:0         0.62   0.38 
  1080        1:0        1:0         0.56   0.44 
  1081        1:0        1:0         0.6    0.4  
  1082        1:0        1:0         0.553  0.447
  1083        1:0        2:1         0.353 0.647
  1084        1:0        1:0         0.773  0.227
  1085        1:0        1:0         0.6    0.4  
  1086        1:0        1:0         0.607  0.393
  1087        1:0        1:0         0.56   0.44 
  1088        1:0        1:0         0.693  0.307
  1089        1:0        2:1         0.467 0.533
  1090        1:0        2:1         0.22  0.78 
  1091        1:0        1:0         0.58   0.42 
  1092        1:0        1:0         0.787  0.213
  1093        1:0        1:0         0.5    0.5  
  1094        1:0        2:1         0.407 0.593
  1095        1:0        2:1         0.493 0.507
  1096        1:0        2:1         0.18  0.82 
  1097        1:0        2:1         0.493 0.507
  1098        1:0        1:0         0.553  0.447
  1099        1:0        2:1         0.307 0.693
  1100        1:0        1:0         0.54   0.46 
  1101        1:0        2:1         0.207 0.793
  1102        1:0        2:1         0.433 0.567
  1103        1:0        1:0         0.533  0.467
  1104        1:0        1:0         0.56   0.44 
  1105        1:0        1:0         0.567  0.433
  1106        1:0        1:0         0.653  0.347
  1107        1:0        2:1         0.18  0.82 
  1108        1:0        1:0         0.873  0.127
  1109        1:0        2:1         0.407 0.593
  1110        1:0        1:0         0.547  0.453
  1111        1:0        1:0         0.573  0.427
  1112        1:0        2:1         0.06  0.94 
  1113        1:0        2:1         0.48  0.52 
  1114        1:0        1:0         0.733  0.267
  1115        1:0        2:1         0.44  0.56 
  1116        1:0        2:1         0.18  0.82 
  1117        1:0        1:0         0.62   0.38 
  1118        1:0        1:0         0.567  0.433
  1119        1:0        2:1         0.493 0.507
  1120        1:0        1:0         0.66   0.34 
  1121        1:0        1:0         0.5    0.5  
  1122        1:0        1:0         0.873  0.127
  1123        1:0        1:0         0.847  0.153
  1124        1:0        1:0         0.507  0.493
  1125        1:0        2:1         0.427 0.573
  1126        1:0        1:0         0.767  0.233
  1127        1:0        1:0         0.707  0.293
  1128        1:0        1:0         0.573  0.427
  1129        1:0        2:1         0.28  0.72 
  1130        1:0        1:0         0.54   0.46 
  1131        1:0        1:0         0.633  0.367
  1132        1:0        2:1         0.407 0.593
  1133        1:0        1:0         0.613  0.387
  1134        1:0        1:0         0.687  0.313
  1135        1:0        1:0         0.673  0.327
  1136        1:0        1:0         0.547  0.453
  1137        1:0        2:1         0.227 0.773
  1138        1:0        2:1         0.467 0.533
  1139        1:0        1:0         0.593  0.407
  1140        1:0        1:0         0.82   0.18 
  1141        1:0        1:0         0.607  0.393
  1142        1:0        2:1         0.347 0.653
  1143        1:0        2:1         0.26  0.74 
  1144        1:0        1:0         0.533  0.467
  1145        1:0        2:1         0.193 0.807
  1146        1:0        1:0         0.507  0.493
  1147        1:0        1:0         0.88   0.12 
  1148        1:0        2:1         0.407 0.593
  1149        1:0        1:0         0.587  0.413
  1150        1:0        1:0         0.573  0.427
  1151        1:0        1:0         0.64   0.36 
  1152        1:0        2:1         0.453 0.547
  1153        1:0        2:1         0.347 0.653
  1154        1:0        2:1         0.473 0.527
  1155        1:0        2:1         0.28  0.72 
  1156        1:0        1:0         0.633  0.367
  1157        1:0        1:0         0.5    0.5  
  1158        1:0        1:0         0.613  0.387
  1159        1:0        2:1         0.087 0.913
  1160        1:0        1:0         0.5    0.5  
  1161        1:0        1:0         0.553  0.447
  1162        1:0        1:0         0.56   0.44 
  1163        1:0        1:0         0.873  0.127
  1164        1:0        2:1         0.173 0.827
  1165        1:0        2:1         0.26  0.74 
  1166        1:0        2:1         0.387 0.613
  1167        1:0        2:1         0.44  0.56 
  1168        1:0        1:0         0.553  0.447
  1169        1:0        2:1         0.14  0.86 
  1170        1:0        2:1         0.453 0.547
  1171        1:0        1:0         0.513  0.487
  1172        1:0        1:0         0.847  0.153
  1173        1:0        2:1         0.453 0.547
  1174        1:0        1:0         0.733  0.267
  1175        1:0        1:0         0.573  0.427
  1176        1:0        2:1         0.14  0.86 
  1177        1:0        1:0         0.553  0.447
  1178        1:0        1:0         0.56   0.44 
  1179        1:0        1:0         0.62   0.38 
  1180        1:0        1:0         0.787  0.213
  1181        1:0        2:1         0.293 0.707
  1182        1:0        1:0         0.533  0.467
  1183        1:0        1:0         0.58   0.42 
  1184        1:0        2:1         0.467 0.533
  1185        1:0        2:1         0.3   0.7  
  1186        1:0        2:1         0.26  0.74 
  1187        1:0        2:1         0.48  0.52 
  1188        1:0        2:1         0.487 0.513
  1189        1:0        1:0         0.607  0.393
  1190        1:0        2:1         0.467 0.533
  1191        1:0        2:1         0.42  0.58 
  1192        1:0        1:0         0.58   0.42 
  1193        1:0        2:1         0.187 0.813
  1194        1:0        1:0         0.56   0.44 
  1195        1:0        2:1         0.173 0.827
  1196        1:0        2:1         0.153 0.847
  1197        1:0        1:0         0.64   0.36 
  1198        1:0        2:1         0.18  0.82 
  1199        1:0        2:1         0.46  0.54 
  1200        1:0        2:1         0.207 0.793
  1201        1:0        2:1         0.133 0.867
  1202        1:0        1:0         0.56   0.44 
  1203        1:0        1:0         0.54   0.46 
  1204        1:0        1:0         0.693  0.307
  1205        1:0        1:0         0.513  0.487
  1206        1:0        2:1         0.18  0.82 
  1207        1:0        2:1         0.313 0.687
  1208        1:0        2:1         0.493 0.507
  1209        1:0        2:1         0.487 0.513
  1210        1:0        2:1         0.293 0.707
  1211        1:0        2:1         0.213 0.787
  1212        1:0        1:0         0.553  0.447
  1213        1:0        2:1         0.327 0.673
  1214        1:0        1:0         0.533  0.467
  1215        1:0        1:0         0.567  0.433
  1216        1:0        1:0         0.533  0.467
  1217        1:0        2:1         0.327 0.673
  1218        1:0        1:0         0.547  0.453
  1219        1:0        2:1         0.433 0.567
  1220        1:0        2:1         0.44  0.56 
  1221        1:0        1:0         0.767  0.233
  1222        1:0        2:1         0.44  0.56 
  1223        1:0        1:0         0.76   0.24 
  1224        1:0        1:0         0.82   0.18 
  1225        1:0        2:1         0.447 0.553
  1226        1:0        1:0         0.6    0.4  
  1227        1:0        1:0         0.553  0.447
  1228        1:0        2:1         0.48  0.52 
  1229        1:0        1:0         0.507  0.493
  1230        1:0        2:1         0.28  0.72 
  1231        1:0        1:0         0.533  0.467
  1232        1:0        1:0         0.873  0.127
  1233        1:0        2:1         0.267 0.733
  1234        1:0        1:0         0.727  0.273
  1235        1:0        2:1         0.367 0.633
  1236        1:0        1:0         0.773  0.227
  1237        1:0        2:1         0.393 0.607
  1238        1:0        2:1         0.367 0.633
  1239        1:0        1:0         0.64   0.36 
  1240        1:0        1:0         0.867  0.133
  1241        1:0        2:1         0.347 0.653
  1242        1:0        1:0         0.507  0.493
  1243        1:0        1:0         0.513  0.487
  1244        1:0        1:0         0.573  0.427
  1245        1:0        2:1         0.287 0.713
  1246        1:0        2:1         0.393 0.607
  1247        1:0        2:1         0.28  0.72 
  1248        1:0        1:0         0.527  0.473
  1249        1:0        2:1         0.147 0.853
  1250        1:0        2:1         0.447 0.553
  1251        1:0        2:1         0.44  0.56 
  1252        1:0        1:0         0.653  0.347
  1253        1:0        2:1         0.487 0.513
  1254        1:0        2:1         0.467 0.533
  1255        1:0        1:0         0.587  0.413
  1256        1:0        2:1         0.473 0.527
  1257        1:0        2:1         0.447 0.553
  1258        1:0        2:1         0.48  0.52 
  1259        1:0        1:0         0.82   0.18 
  1260        1:0        1:0         0.607  0.393
  1261        1:0        1:0         0.533  0.467
  1262        1:0        1:0         0.507  0.493
  1263        1:0        1:0         0.76   0.24 
  1264        1:0        1:0         0.507  0.493
  1265        1:0        2:1         0.487 0.513
  1266        1:0        1:0         0.613  0.387
  1267        1:0        1:0         0.593  0.407
  1268        1:0        2:1         0.167 0.833
  1269        1:0        2:1         0.24  0.76 
  1270        1:0        1:0         0.567  0.433
  1271        1:0        1:0         0.553  0.447
  1272        1:0        1:0         0.607  0.393
  1273        1:0        1:0         0.6    0.4  
  1274        1:0        2:1         0.327 0.673
  1275        1:0        1:0         0.587  0.413
  1276        1:0        2:1         0.227 0.773
  1277        1:0        2:1         0.293 0.707
  1278        1:0        1:0         0.667  0.333
  1279        1:0        1:0         0.58   0.42 
  1280        1:0        2:1         0.373 0.627
  1281        1:0        2:1         0.32  0.68 
  1282        1:0        2:1         0.46  0.54 
  1283        1:0        2:1         0.493 0.507
  1284        1:0        2:1         0.253 0.747
  1285        1:0        1:0         0.76   0.24 
  1286        1:0        1:0         0.56   0.44 
  1287        1:0        1:0         0.56   0.44 
  1288        1:0        2:1         0.193 0.807
  1289        1:0        1:0         0.82   0.18 
  1290        1:0        2:1         0.333 0.667
  1291        1:0        1:0         0.5    0.5  
  1292        1:0        2:1         0.333 0.667
  1293        1:0        1:0         0.553  0.447
  1294        1:0        2:1         0.433 0.567
  1295        1:0        2:1         0.44  0.56 
  1296        1:0        1:0         0.647  0.353
  1297        1:0        2:1         0.413 0.587
  1298        1:0        2:1         0.367 0.633
  1299        1:0        1:0         0.613  0.387
  1300        1:0        1:0         0.86   0.14 
  1301        1:0        1:0         0.787  0.213
  1302        1:0        2:1         0.393 0.607
  1303        1:0        2:1         0.12  0.88 
  1304        1:0        2:1         0.187 0.813
  1305        1:0        2:1         0.3   0.7  
  1306        1:0        1:0         0.88   0.12 
  1307        1:0        2:1         0.34  0.66 
  1308        1:0        1:0         0.82   0.18 
  1309        1:0        2:1         0.293 0.707
  1310        1:0        2:1         0.433 0.567
  1311        1:0        1:0         0.667  0.333
  1312        1:0        2:1         0.413 0.587
  1313        1:0        2:1         0.453 0.547
  1314        1:0        2:1         0.393 0.607
  1315        1:0        2:1         0.493 0.507
  1316        1:0        1:0         0.907  0.093
  1317        1:0        1:0         0.573  0.427
  1318        1:0        1:0         0.613  0.387
  1319        1:0        2:1         0.307 0.693
  1320        1:0        1:0         0.5    0.5  
  1321        1:0        1:0         0.76   0.24 
  1322        1:0        2:1         0.113 0.887
  1323        1:0        2:1         0.393 0.607
  1324        1:0        1:0         0.52   0.48 
  1325        1:0        2:1         0.22  0.78 
  1326        1:0        1:0         0.533  0.467
  1327        1:0        1:0         0.66   0.34 
  1328        1:0        1:0         0.76   0.24 
  1329        1:0        1:0         0.587  0.413
  1330        1:0        2:1         0.393 0.607
  1331        1:0        2:1         0.32  0.68 
  1332        1:0        1:0         0.66   0.34 
  1333        1:0        1:0         0.587  0.413
  1334        1:0        2:1         0.493 0.507
  1335        1:0        2:1         0.22  0.78 
  1336        1:0        1:0         0.513  0.487
  1337        1:0        2:1         0.453 0.547
  1338        1:0        1:0         0.56   0.44 
  1339        1:0        1:0         0.867  0.133
  1340        1:0        1:0         0.82   0.18 
  1341        1:0        1:0         0.54   0.46 
  1342        1:0        1:0         0.807  0.193
  1343        1:0        2:1         0.247 0.753
  1344        1:0        2:1         0.32  0.68 
  1345        1:0        2:1         0.133 0.867
  1346        1:0        1:0         0.54   0.46 
  1347        1:0        1:0         0.573  0.427
  1348        1:0        2:1         0.267 0.733
  1349        1:0        1:0         0.58   0.42 
  1350        1:0        2:1         0.073 0.927
  1351        1:0        1:0         0.847  0.153
  1352        1:0        1:0         0.533  0.467
  1353        1:0        1:0         0.54   0.46 
  1354        1:0        1:0         0.787  0.213
  1355        1:0        2:1         0.46  0.54 
  1356        1:0        2:1         0.207 0.793
  1357        1:0        2:1         0.367 0.633
  1358        1:0        2:1         0.333 0.667
  1359        1:0        1:0         0.693  0.307
  1360        1:0        1:0         0.653  0.347
  1361        1:0        1:0         0.553  0.447
  1362        1:0        2:1         0.447 0.553
  1363        1:0        1:0         0.613  0.387
  1364        1:0        1:0         0.873  0.127
  1365        1:0        2:1         0.353 0.647
  1366        1:0        2:1         0.4   0.6  
  1367        1:0        1:0         0.533  0.467
  1368        1:0        2:1         0.433 0.567
  1369        1:0        1:0         0.567  0.433
  1370        1:0        2:1         0.387 0.613
  1371        1:0        2:1         0.487 0.513
  1372        1:0        1:0         0.587  0.413
  1373        1:0        2:1         0.153 0.847
  1374        1:0        2:1         0.28  0.72 
  1375        1:0        1:0         0.653  0.347
  1376        1:0        2:1         0.28  0.72 
  1377        1:0        1:0         0.553  0.447
  1378        1:0        1:0         0.593  0.407
  1379        1:0        2:1         0.353 0.647
  1380        1:0        2:1         0.393 0.607
  1381        1:0        1:0         0.9    0.1  
  1382        1:0        1:0         0.92   0.08 
  1383        1:0        1:0         0.52   0.48 
  1384        1:0        2:1         0.46  0.54 
  1385        1:0        2:1         0.16  0.84 
  1386        1:0        1:0         0.527  0.473
  1387        1:0        2:1         0.34  0.66 
  1388        1:0        2:1         0.227 0.773
  1389        1:0        1:0         0.58   0.42 
  1390        1:0        1:0         0.793  0.207
  1391        1:0        1:0         0.72   0.28 
  1392        1:0        1:0         0.847  0.153
  1393        1:0        2:1         0.32  0.68 
  1394        1:0        1:0         0.587  0.413
  1395        1:0        1:0         0.573  0.427
  1396        1:0        2:1         0.253 0.747
  1397        1:0        2:1         0.16  0.84 
  1398        1:0        2:1         0.413 0.587
  1399        1:0        1:0         0.54   0.46 
  1400        1:0        2:1         0.36  0.64 
  1401        1:0        2:1         0.147 0.853
  1402        1:0        1:0         0.553  0.447
  1403        1:0        1:0         0.553  0.447
  1404        1:0        2:1         0.227 0.773
  1405        1:0        2:1         0.173 0.827
  1406        1:0        2:1         0.427 0.573
  1407        1:0        2:1         0.393 0.607
  1408        1:0        1:0         0.627  0.373
  1409        1:0        1:0         0.6    0.4  
  1410        1:0        2:1         0.173 0.827
  1411        1:0        2:1         0.493 0.507
  1412        1:0        1:0         0.613  0.387
  1413        1:0        2:1         0.18  0.82 
  1414        1:0        1:0         0.54   0.46 
  1415        1:0        1:0         0.647  0.353
  1416        1:0        2:1         0.44  0.56 
  1417        1:0        2:1         0.44  0.56 
  1418        1:0        1:0         0.553  0.447
  1419        1:0        1:0         0.52   0.48 
  1420        1:0        2:1         0.3   0.7  
  1421        1:0        2:1         0.127 0.873
  1422        1:0        1:0         0.613  0.387
