Point_ID,Input_1,Input_2,Input_3,Input_4,Input_5,Input_6,Input_7,Input_8,Input_9,Input_10,Input_11,Input_12,Input_13,Input_14,Output
1506,313.5417,0.4612,0.2455,0.6308,0.4952,0.6469,1.3806,0.3838,0.7075,0.4377,-0.1467,0.3475,0.4429,0.5108,-0.3326
1507,313.7500,0.3467,-0.1721,0.4013,0.4395,0.4128,-0.1681,0.2705,0.2577,0.2079,0.9686,0.1211,0.3317,0.3995,0.0203
1508,313.9583,0.0604,-0.4107,0.0570,0.3282,0.0617,1.2588,0.1005,-0.1920,0.0355,2.5522,-0.1053,0.1650,0.2324,0.0863
1509,314.1667,-0.0541,-0.5300,-0.1151,0.1612,-0.0554,-2.4228,-0.3528,-0.1920,-0.1368,-0.4418,-0.3317,-0.0017,0.0097,-0.0582
1510,314.3750,-0.1113,-0.4704,-0.1725,0.0499,-0.1139,-0.3911,-0.2961,-0.1358,-0.3092,0.2778,-0.3317,-0.0573,0.0097,-0.3546
1511,314.5833,0.0604,-0.4107,-0.0004,0.0499,0.0032,-0.4956,-0.4094,0.0329,-0.3092,-0.6265,-0.2751,-0.1128,-0.0460,-0.7856
1512,314.7917,0.1177,-0.3511,-0.0004,0.1055,-0.0554,1.3149,-0.3528,0.0329,-0.3667,0.1531,-0.3883,-0.0573,0.0097,-1.1160
1513,315.0000,0.0032,-0.3511,-0.0577,-0.0058,-0.1724,-0.0704,-0.2394,-0.0796,-0.3667,-0.9803,-0.2751,-0.0573,-0.0460,-1.2357
1514,315.2083,-0.0541,-0.3511,-0.1151,-0.0615,-0.2309,-0.8238,-0.4094,-0.1920,-0.4241,-0.2018,-0.3317,-0.1684,-0.1017,-1.2952
1515,315.4167,0.0032,-0.3511,-0.1151,-0.0615,-0.1724,1.7721,-0.4094,-0.2482,-0.4816,0.2813,-0.2751,-0.1684,0.0097,-1.3178
1516,315.6250,0.0032,-0.2914,-0.1151,-0.0615,-0.1724,0.0711,-0.3528,-0.2482,-0.5390,0.6162,-0.2751,-0.1128,0.0097,-1.3015
1517,315.8333,-0.1686,-0.2914,-0.2299,-0.0615,-0.2309,0.0468,-0.2394,-0.3044,-0.4816,-0.4388,-0.2751,-0.1684,-0.0460,-1.1395
1518,316.0417,-0.0541,-0.2914,-0.1725,-0.0615,-0.2309,-0.0602,-0.2961,-0.3044,-0.4241,-1.7175,-0.3317,-0.2240,-0.1017,-0.7612
1519,316.2500,0.0604,-0.2317,-0.1725,-0.0058,-0.1724,0.4774,-0.2961,-0.3044,-0.4241,-0.1933,-0.4449,-0.2240,-0.1017,-0.0959
1520,316.4583,-0.1113,-0.2317,-0.2299,0.1055,-0.2895,0.7453,-0.2394,-0.3044,-0.3092,0.9485,-0.4449,-0.1684,-0.0460,0.2229
1521,316.6667,0.1750,-0.1124,-0.0004,0.3282,0.0032,-0.5174,-0.2961,-0.0233,-0.1368,-0.1319,-0.4449,-0.0573,0.0654,0.0129
1522,316.8750,0.4040,0.0069,0.3439,0.3838,0.3543,-0.7817,-0.2394,0.3140,0.2079,-0.6274,-0.3883,0.1650,0.1767,-0.0985
1523,317.0833,0.6903,0.4842,0.8029,0.5508,0.7640,-0.1231,-0.1828,0.8199,0.6101,-0.6151,-0.3317,0.2761,0.1767,-0.0242
1524,317.2917,0.7475,0.7228,1.0324,0.6065,0.9396,0.4432,-0.0128,1.1572,0.9548,-1.2203,-0.2185,0.3873,0.0654,-0.0826
1525,317.5000,0.8620,0.9018,1.2045,0.6622,1.1737,-0.8349,0.1005,1.2696,1.1272,-0.1085,-0.0487,0.5540,0.1211,-0.1138
1526,317.7083,0.9766,0.9614,1.3193,0.7178,1.2322,0.8389,0.2705,1.4383,1.2996,-0.6401,0.1211,0.7207,0.2881,-0.2429
1527,317.9167,0.9766,0.8421,1.3193,0.7178,1.2322,2.3887,0.2705,1.5507,1.3570,0.9042,0.1777,0.7763,0.2881,-0.3118
1528,318.1250,0.9766,0.7824,1.2619,0.7735,1.2907,-0.6756,0.3272,1.3821,1.3570,0.5671,0.0645,0.6651,0.3995,-0.4017
1529,318.3333,1.0911,0.6035,1.2619,0.8292,1.2322,0.3892,0.3838,1.3259,1.2996,-0.7211,0.1211,0.6096,0.3995,-0.3283
1530,318.5417,1.0338,0.3052,1.1472,0.8292,1.1737,1.4077,0.3272,1.1572,1.1847,0.8056,0.0645,0.4984,0.2881,-0.2050
1531,318.7500,0.8048,-0.1721,0.9177,0.7178,0.9396,0.1010,0.2138,0.8199,0.6101,-0.8742,-0.1619,0.3873,0.2324,0.2197
1532,318.9583,0.5758,-0.3511,0.6882,0.4395,0.5884,0.3799,0.0439,0.5950,0.2653,-1.1616,-0.2751,0.1650,0.0097,0.2723
1533,319.1667,0.5758,-0.4107,0.5734,0.2725,0.5299,1.4553,-0.0695,0.4826,0.1504,-1.0134,-0.3317,0.0539,-0.0460,0.1048
1534,319.3750,0.3467,-0.4704,0.5160,0.1055,0.5299,0.6091,-0.2394,0.2015,0.0355,-0.7780,-0.4449,-0.0573,-0.1017,-0.1434
1535,319.5833,0.3467,-0.5300,0.3439,-0.0058,0.4128,0.0491,-0.3528,0.2015,0.0355,0.1511,-0.5014,-0.0573,-0.1017,-0.5321
1536,319.7917,0.0604,-0.5897,0.1718,-0.1171,0.1787,-0.0911,-0.5227,0.0891,-0.0794,-1.8043,-0.5580,-0.1684,-0.2130,-0.9649
1537,320.0000,0.0032,-0.7090,0.1144,-0.2285,0.1787,-0.5850,-0.4661,-0.1358,-0.1943,-0.9796,-0.5580,-0.2240,-0.2130,-1.0714
1538,320.2083,0.0604,-0.7090,0.0570,-0.1728,0.1787,2.7174,-0.5227,-0.1358,-0.3092,0.4887,-0.5580,-0.2796,-0.3801,-1.1086
1539,320.4167,-0.1113,-0.7090,0.0570,-0.3398,0.1202,0.5166,-0.5227,-0.1358,-0.3092,1.8982,-0.5580,-0.3907,-0.3244,-1.1273
1540,320.6250,-0.1686,-0.7090,-0.0577,-0.3398,0.0617,-0.3508,-0.5227,-0.2482,-0.3667,0.3854,-0.5580,-0.4463,-0.4358,-1.0887
1541,320.8333,-0.1686,-0.6493,-0.0577,-0.4511,0.0617,0.4430,-0.5227,-0.3044,-0.2518,-1.0010,-0.6146,-0.5018,-0.3801,-0.9108
1542,321.0417,-0.2831,-0.6493,-0.1725,-0.5068,-0.0554,1.7562,-0.5227,-0.2482,-0.0794,-0.4444,-0.5580,-0.5018,-0.3801,-0.6166
1543,321.2500,-0.3404,-0.6493,-0.2299,-0.3955,-0.1139,2.1404,-0.5227,-0.3606,-0.1368,2.1464,-0.5580,-0.5018,-0.3801,0.0614
1544,321.4583,-0.3976,-0.4704,-0.3446,-0.4511,-0.1724,-0.5073,-0.5227,-0.3606,-0.0219,-0.6355,-0.6146,-0.6130,-0.4914,0.3232
1545,321.6667,-0.2831,-0.2914,-0.0577,-0.4511,0.0617,0.6484,-0.5227,0.0891,0.3228,-1.2109,-0.6146,-0.5018,-0.4358,0.1237
1546,321.8750,-0.1113,0.2455,0.2291,-0.2841,0.2958,-0.6038,-0.5227,0.5388,0.5526,-0.8548,-0.5580,-0.3907,-0.3801,-0.0377
1547,322.0833,0.4040,0.5438,0.5734,0.3282,0.5299,-0.5568,-0.4094,0.9323,0.7250,-0.8876,-0.3883,-0.0573,-0.2130,-0.1678
1548,322.2917,0.5758,0.7824,0.8029,0.5508,0.7055,-2.4667,-0.1261,1.1010,1.0123,1.6537,-0.0487,0.2761,0.0097,-0.2679
1549,322.5000,0.8620,1.0807,0.9177,0.8848,0.8810,-0.8064,0.1572,1.2134,1.1847,0.5259,0.3475,0.4984,0.2881,-0.4485
1550,322.7083,1.0338,1.0807,1.0898,0.9962,1.0566,0.8280,0.5538,1.3259,1.1847,2.3442,0.5738,0.8874,0.6222,-0.4640
1551,322.9167,1.1483,1.2000,1.0898,1.2188,1.0566,-0.6107,0.8938,1.2134,1.1847,-1.0188,0.9134,1.1097,0.9563,-0.5533
1552,323.1250,1.2056,1.2597,1.1472,1.2745,1.1151,1.1507,1.0071,1.2696,1.1847,-0.5699,1.0266,1.1653,1.0677,-0.6448
1553,323.3333,1.1483,1.1404,1.0898,1.2745,1.0566,0.1536,0.8371,1.2134,1.1272,1.6945,0.9134,1.1653,1.1790,-0.6469
1554,323.5417,1.0911,1.0211,1.0898,1.1632,0.9981,1.0437,0.7238,1.2134,1.1272,-0.1432,0.8002,1.0541,1.0677,-0.5983
1555,323.7500,1.0338,0.9018,0.9177,1.1075,0.8810,0.4680,0.6105,1.1010,0.9548,0.0274,0.6304,0.9430,0.9563,-0.2929
1556,323.9583,0.9766,0.8421,0.8603,0.9962,0.7640,-0.7883,0.4971,0.9886,0.8399,0.2213,0.5738,0.8319,0.9006,-0.2838
1557,324.1667,0.9193,0.8421,0.8029,0.9962,0.7640,-0.5919,0.8371,0.8761,0.8399,1.3633,0.8568,0.8319,0.9006,-0.5094
1558,324.3750,0.8620,0.8421,0.8029,0.8848,0.7640,1.1802,0.8371,0.8761,0.7825,1.9378,0.8568,0.8319,0.8449,-0.7719
1559,324.5833,0.6903,0.7824,0.8029,0.7735,0.7640,-1.2438,0.8371,0.8199,0.7250,0.1937,0.8568,0.7763,0.8449,-0.9562
1560,324.7917,0.6330,0.7824,0.8029,0.7735,0.7055,0.3154,0.7804,0.8761,0.7250,1.6758,0.8002,0.7763,0.8449,-1.3773
1561,325.0000,0.6330,0.6631,0.7455,0.6622,0.6469,1.4769,0.7804,0.7637,0.6675,0.8936,0.8002,0.7763,0.8449,-1.5246
1562,325.2083,0.5758,0.6631,0.7455,0.5508,0.7055,0.3636,0.7804,0.7637,0.6101,-1.1200,0.7436,0.7763,0.7892,-1.6435
1563,325.4167,0.6330,0.5438,0.7455,0.4395,0.7055,0.3195,0.7804,0.7637,0.6101,-0.3769,0.6870,0.7207,0.7892,-1.7231
1564,325.6250,0.6330,0.5438,0.7455,0.3838,0.7055,-1.6636,0.6105,0.7637,0.6101,0.4571,0.6304,0.7207,0.7892,-1.7719
1565,325.8333,0.6330,0.5438,0.7455,0.4395,0.7055,0.0896,0.6105,0.7637,0.6101,-0.2281,0.6304,0.7207,0.7892,-1.7895
1566,326.0417,0.6330,0.5438,0.7455,0.3838,0.7055,-0.7353,0.5538,0.7075,0.5526,-1.2523,0.6304,0.7207,0.7892,-1.6834
1567,326.2500,0.5185,0.5438,0.7455,0.3282,0.6469,0.6862,0.4405,0.7075,0.6101,0.1246,0.4041,0.7207,0.5108,-1.4408
1568,326.4583,0.2895,0.4842,0.6308,0.2725,0.5299,-0.6988,0.4971,0.7075,0.5526,-0.1467,0.4041,0.4429,0.3438,-1.1067
1569,326.6667,0.3467,0.6035,0.5734,0.3838,0.5299,-0.3573,0.4405,0.8199,0.6101,-1.0042,0.2909,0.4429,0.3995,-0.8062
1570,326.8750,0.3467,0.6631,0.5160,0.3838,0.5299,0.5953,0.4405,0.7637,0.6675,-0.7990,0.2909,0.3317,0.3995,-0.5837
1571,327.0833,0.3467,0.3052,0.2865,0.4395,0.3543,-0.6503,0.2705,0.3702,0.6675,0.2530,0.2909,0.3317,0.3995,-0.5380
1572,327.2917,0.3467,0.4245,0.3439,0.3838,0.2958,2.3305,0.3838,0.3140,0.4952,0.2280,0.3475,0.3317,0.3995,-0.5581
1573,327.5000,0.3467,0.2455,0.4013,0.4395,0.3543,0.2547,0.3838,0.4826,0.2653,0.7524,0.4041,0.3873,0.4552,-0.7092
1574,327.7083,0.5185,0.3052,0.5160,0.6065,0.4128,1.2642,0.4405,0.4826,0.2653,0.7171,0.4607,0.4429,0.5665,-0.9520
1575,327.9167,0.5758,0.3052,0.5734,0.5508,0.5299,-0.4261,0.4971,0.4264,0.2653,-1.5214,0.5172,0.6651,0.8449,-1.0449
1576,328.1250,0.5758,0.3052,0.7455,0.5508,0.5884,-0.6457,0.4405,0.6513,0.2653,-0.6171,0.5172,0.7763,0.7892,-1.0128
1577,328.3333,0.4040,0.3648,0.8029,0.3838,0.6469,0.5103,0.4971,0.7637,0.3803,2.1143,0.4607,0.6651,0.7892,-0.9304
1578,328.5417,0.4040,0.3052,0.7455,0.2725,0.6469,0.2989,0.5538,0.7075,0.3803,1.1158,0.5172,0.7207,0.5665,-0.7721
1579,328.7500,0.2322,0.3052,0.5734,0.1055,0.4714,-2.0100,0.2705,0.6513,0.3803,2.7529,0.2909,0.4429,0.3995,-0.5325
1580,328.9583,0.1177,0.2455,0.4013,-0.0058,0.3543,-0.4406,0.2138,0.5388,0.3228,-0.4844,0.1211,0.3873,0.2881,-0.5551
1581,329.1667,0.0032,0.1262,0.2865,-0.0615,0.2373,0.9145,0.1005,0.4264,0.2653,-0.3488,0.0645,0.2761,0.1767,-0.6574
1582,329.3750,-0.0541,0.0666,0.1718,-0.1171,0.1787,0.6505,0.0439,0.3140,0.2653,0.0902,0.0079,0.0539,0.0097,-0.7826
1583,329.5833,-0.1686,-0.1124,0.0570,-0.2285,0.0617,0.2254,-0.1261,0.1453,0.2079,1.0423,-0.1053,-0.0573,-0.1017,-1.0104
1584,329.7917,-0.2831,-0.1721,-0.1151,-0.3955,-0.1139,-0.4402,-0.1828,-0.0233,0.0355,0.7285,-0.2751,-0.1128,-0.1574,-1.2992
1585,330.0000,-0.3404,-0.2317,-0.2299,-0.5068,-0.1724,-0.8862,-0.2961,-0.1920,-0.0794,-0.6449,-0.3317,-0.2796,-0.4358,-1.4760
1586,330.2083,-0.5121,-0.3511,-0.5741,-0.5625,-0.5236,-0.9541,-0.3528,-0.6979,-0.3667,0.0844,-0.3883,-0.4463,-0.6028,-1.5684
1587,330.4167,-0.5121,-0.5897,-0.6315,-0.7851,-0.5236,0.6514,-0.4094,-0.7542,-0.5390,-1.0700,-0.5014,-0.6685,-0.7699,-1.6270
1588,330.6250,-0.5694,-0.6493,-0.7463,-0.8965,-0.5821,0.5674,-0.5227,-0.9790,-0.7689,-0.9304,-0.5580,-0.8908,-0.9926,-1.5738
1589,330.8333,-0.7984,-0.7090,-0.9184,-0.8965,-0.8747,-0.5787,-0.5227,-1.0352,-0.7689,-0.3222,-0.6146,-0.9464,-0.9926,-1.5151
1590,331.0417,-0.8557,-0.7687,-1.0332,-0.8965,-0.9332,0.9923,-0.5794,-1.0915,-0.8838,0.9086,-0.7844,-1.0575,-1.0483,-1.3350
1591,331.2500,-0.9702,-0.7687,-1.1479,-1.0078,-0.9918,1.4100,-0.6927,-1.0915,-0.9987,0.2142,-0.8976,-1.1687,-1.1596,-1.1222
1592,331.4583,-1.0847,-0.8283,-1.2627,-1.1191,-1.1673,1.0808,-0.7494,-1.2039,-0.9987,-1.6816,-0.8976,-1.1687,-1.1596,-0.7631
1593,331.6667,-0.7411,-0.4107,-0.8610,-0.8408,-0.7577,-0.2309,-0.6361,-0.6979,-0.5965,-0.8039,-0.6146,-0.7241,-0.7699,-0.5530
1594,331.8750,-0.3976,-0.2914,-0.4020,-0.5068,-0.3480,-0.6936,-0.4661,-0.3044,-0.4241,0.3586,-0.3883,-0.3907,-0.4358,-0.5223
1595,332.0833,-0.2831,-0.2914,-0.1725,-0.2841,-0.2309,-0.4267,-0.2394,-0.1920,-0.3092,-0.0426,-0.2751,-0.2240,-0.2130,-0.6508
1596,332.2917,-0.1686,-0.1721,-0.0004,-0.1171,-0.0554,2.1045,-0.1261,0.0329,-0.1943,-0.2277,-0.1619,-0.1128,-0.1017,-0.7873
1597,332.5000,0.0032,0.0069,0.1144,-0.0058,0.0617,-0.2147,-0.1261,0.2015,0.0355,-1.8567,-0.1053,-0.0573,-0.0460,-0.9197
1598,332.7083,0.1177,0.0666,0.2291,0.1612,0.1787,-1.1317,-0.0695,0.3140,0.0930,0.3928,0.0079,0.1094,0.1767,-1.0052
1599,332.9167,0.2322,-0.1124,0.3439,0.2725,0.2373,0.3029,0.0439,0.4826,0.2079,-0.1682,0.0079,0.2206,0.2324,-1.1402
1600,333.1250,0.3467,-0.1721,0.4013,0.3838,0.3543,0.8230,0.0439,0.4826,0.2079,0.3592,0.0079,0.2761,0.2881,-1.1434
1601,333.3333,0.4040,-0.2317,0.4013,0.3838,0.3543,-0.3306,-0.0128,0.4826,0.1504,1.0969,-0.0487,0.2761,0.3995,-1.0653
1602,333.5417,0.1750,-0.3511,0.4013,0.1612,0.4128,-1.4193,-0.1828,0.3702,0.1504,0.0876,-0.2751,0.2761,0.2881,-0.6437
1603,333.7500,0.0032,-0.6493,0.2291,0.0499,0.2373,-1.4511,-0.2394,0.1453,-0.1368,-0.0525,-0.3883,0.1094,0.1767,-0.1940
1604,333.9583,-0.3404,-0.7090,-0.1151,-0.6181,-0.1139,0.8234,-0.4661,-0.1358,-0.2518,0.0109,-0.5014,-0.0573,-0.0460,-0.2318
1605,334.1667,-0.6839,-0.7090,-0.3446,-0.5625,-0.2895,0.0912,-0.5227,-0.0796,-0.4241,0.4132,-0.5014,-0.5574,-0.5471,-0.3192
1606,334.3750,-0.6266,-0.7090,-0.6889,-0.6738,-0.6406,1.0712,-0.6361,-0.5855,-0.4241,0.8070,-0.5580,-0.8353,-0.7142,-0.5318
1607,334.5833,-0.6839,-0.5897,-0.6889,-0.6181,-0.6991,1.1861,-0.6361,-0.8666,-0.8263,-0.8286,-0.6712,-0.8908,-0.7142,-0.7629
1608,334.7917,-0.7411,-1.0073,-0.6889,-0.6738,-0.7577,-0.4455,-0.6361,-0.8666,-0.9987,-0.7564,-0.7278,-0.8353,-0.6028,-1.0055
1609,335.0000,-0.6839,-1.0073,-0.6889,-0.7295,-0.6991,0.1776,-0.7494,-0.8104,-0.9987,0.7258,-0.7844,-0.8353,-0.7142,-1.0278
1610,335.2083,-0.7411,-0.9476,-0.6889,-0.7295,-0.6991,0.1727,-0.8060,-0.8104,-0.9987,-0.0232,-0.7844,-0.8908,-0.7142,-1.0401
1611,335.4167,-0.7984,-0.9476,-0.8036,-0.7851,-0.8162,0.0680,-0.8060,-0.9228,-0.9987,1.3133,-0.7844,-0.8908,-0.7142,-1.0196
1612,335.6250,-0.8557,-0.9476,-0.8610,-0.8965,-0.8162,0.7201,-0.8060,-1.2039,-1.1136,0.7455,-0.7844,-1.0575,-0.8812,-0.9428
1613,335.8333,-0.9129,-0.8880,-0.9184,-0.8965,-0.9332,1.3833,-0.8060,-1.1477,-1.2285,2.0877,-0.8410,-0.9464,-0.9369,-0.6904
1614,336.0417,-0.9702,-0.9476,-0.9184,-1.0635,-0.9918,0.7195,-0.7494,-1.0915,-1.2285,0.7045,-0.8410,-0.9464,-0.8255,-0.2069
1615,336.2500,-0.9702,-0.9476,-0.9758,-0.9521,-0.9918,-0.1622,-0.7494,-1.0915,-1.1711,0.1689,-0.7844,-0.9464,-0.9369,0.5373
1616,336.4583,-1.0274,-0.9476,-0.9758,-1.0078,-0.9918,0.0244,-0.7494,-1.2039,-1.1136,-0.0125,-0.7844,-1.0020,-0.9926,0.7732
1617,336.6667,-0.9129,-0.8283,-0.8036,-0.8965,-0.8747,-0.4136,-0.8060,-0.8104,-0.9412,-0.4492,-0.7844,-0.7797,-0.7699,0.7363
1618,336.8750,-0.9129,-0.7090,-0.6889,-0.8965,-0.7577,-0.3243,-0.7494,-0.6417,-0.7689,-0.0635,-0.6712,-0.6685,-0.6028,0.5594
1619,337.0833,-0.8557,-0.7090,-0.6315,-0.7295,-0.6991,-0.1667,-0.6361,-0.4731,-0.6540,-0.1936,-0.6146,-0.6685,-0.6028,0.4628
1620,337.2917,-0.7411,-0.5897,-0.5168,-0.7295,-0.5236,0.7923,-0.5794,-0.3606,-0.4816,0.9059,-0.6146,-0.6130,-0.5471,0.4023
1621,337.5000,-0.6839,-0.5897,-0.5168,-0.6738,-0.5236,1.2451,-0.5227,-0.4169,-0.4816,1.0246,-0.5580,-0.5018,-0.5471,0.3541
1622,337.7083,-0.7411,-0.6493,-0.5741,-0.6181,-0.5821,0.0289,-0.4661,-0.3044,-0.4241,-0.7205,-0.5014,-0.5018,-0.5471,0.3896
1623,337.9167,-0.7984,-0.5300,-0.5741,-0.6738,-0.6406,0.4422,-0.4661,-0.4169,-0.4241,0.3013,-0.5014,-0.5018,-0.4914,0.2827
1624,338.1250,-0.8557,-0.5897,-0.5741,-0.6738,-0.6406,1.4202,-0.4661,-0.3606,-0.4241,0.5127,-0.5580,-0.5574,-0.6028,0.3531
1625,338.3333,-0.8557,-0.5897,-0.5741,-0.7295,-0.6406,0.2308,-0.4661,-0.3606,-0.3667,-0.5489,-0.5580,-0.6130,-0.6028,0.5008
1626,338.5417,-0.7984,-0.7090,-0.5741,-0.7295,-0.6406,0.4170,-0.4661,-0.4731,-0.5390,-1.2169,-0.6712,-0.6130,-0.6585,0.7141
1627,338.7500,-0.9129,-0.8880,-0.6889,-0.9521,-0.7577,0.3605,-0.6927,-0.5293,-0.5965,-1.5924,-0.6712,-0.6685,-0.6585,1.0119
1628,338.9583,-0.9702,-0.8880,-0.8036,-0.9521,-0.8747,0.6219,-0.7494,-0.6417,-0.7114,1.2408,-0.7844,-0.8353,-0.8255,1.1300
1629,339.1667,-0.9702,-0.8880,-0.9758,-0.9521,-1.0503,-0.7749,-0.8060,-0.6979,-0.7689,-1.0638,-1.0108,-1.0020,-0.8812,0.9681
1630,339.3750,-1.0847,-0.8880,-1.0905,-1.0635,-1.1088,-0.1124,-0.9760,-0.8666,-0.8263,0.6170,-1.0108,-1.1131,-1.0483,0.6865
1631,339.5833,-1.1419,-0.9476,-1.2627,-1.0635,-1.2844,1.4169,-0.8627,-1.2039,-0.9987,-2.1783,-0.8976,-1.1687,-1.1040,0.2728
1632,339.7917,-1.0847,-1.0669,-1.2053,-1.0635,-1.2259,-1.4295,-0.9194,-1.4850,-1.2285,0.1856,-0.9542,-1.2798,-1.2153,-0.0993
1633,340.0000,-1.0847,-1.1266,-1.2627,-1.1748,-1.2844,2.2145,-1.0327,-1.4850,-1.4583,0.2344,-1.0108,-1.3910,-1.3824,-0.1151
1634,340.2083,-1.1992,-1.1863,-1.2627,-1.1748,-1.2844,-0.1616,-1.0893,-1.4288,-1.5158,-0.1465,-1.0108,-1.5577,-1.4380,-0.1532
1635,340.4167,-1.1992,-1.1863,-1.2627,-1.1748,-1.2259,0.6470,-1.2593,-1.5412,-1.5158,-0.6417,-1.0108,-1.6132,-1.5494,-0.1341
1636,340.6250,-1.1992,-1.2459,-1.3200,-1.2861,-1.2844,0.8118,-1.3160,-1.4288,-1.4583,0.2514,-1.0674,-1.6132,-1.5494,-0.1118
1637,340.8333,-1.1992,-1.3056,-1.3774,-1.2305,-1.3429,0.7289,-1.2593,-1.5974,-1.5733,-0.7258,-1.1240,-1.6688,-1.4937,0.0508
1638,341.0417,-1.3137,-1.2459,-1.4922,-1.2305,-1.5185,0.4965,-1.2027,-1.4850,-1.6882,-1.1780,-1.1806,-1.6688,-1.4937,0.4996
1639,341.2500,-1.2565,-1.5442,-1.4922,-1.2305,-1.5185,0.0384,-1.2593,-1.5974,-1.6882,-0.7919,-1.2372,-1.7244,-1.5494,1.1274
1640,341.4583,-1.4282,-1.5442,-1.6069,-1.2305,-1.6941,0.0979,-1.3160,-1.5974,-1.5733,-1.5587,-1.2938,-1.6688,-1.5494,1.2464
1641,341.6667,-1.2565,-0.8880,-1.2627,-1.1748,-1.2844,-1.5285,-1.2593,-1.1477,-1.2860,-0.0198,-1.0674,-1.2798,-1.2710,0.8978
1642,341.8750,-1.0274,-0.8283,-0.8610,-1.1191,-0.9332,0.6223,-1.0327,-0.7542,-0.8838,1.7312,-0.8976,-0.8908,-0.9926,0.9851
1643,342.0833,-0.9702,-0.7090,-0.7463,-1.0078,-0.8162,-1.0075,-0.8627,-0.6417,-0.8263,-1.0897,-0.8976,-0.7797,-0.8255,0.5979
1644,342.2917,-0.8557,-0.7687,-0.6889,-0.9521,-0.7577,-0.5676,-0.7494,-0.5855,-0.7689,-0.2490,-0.7278,-0.7241,-0.7699,0.4487
1645,342.5000,-0.6839,-0.5897,-0.5168,-0.7851,-0.5821,-2.1678,-0.6361,-0.5293,-0.7114,-0.0929,-0.6712,-0.6685,-0.7699,0.4126
1646,342.7083,-0.7411,-0.4704,-0.5741,-0.7295,-0.6406,-0.7174,-0.6361,-0.4731,-0.7114,1.6924,-0.5580,-0.6685,-0.6585,0.2621
1647,342.9167,-0.6839,-0.4704,-0.5741,-0.6738,-0.5821,-0.1680,-0.5227,-0.5293,-0.6540,1.2121,-0.5580,-0.6685,-0.6028,-0.0634
1648,343.1250,-0.6266,-0.6493,-0.5168,-0.6181,-0.5236,0.8589,-0.5227,-0.4731,-0.6540,2.4478,-0.5014,-0.6130,-0.6028,0.1156
1649,343.3333,-0.6266,-0.6493,-0.4594,-0.7295,-0.5236,1.1957,-0.5227,-0.3044,-0.5965,1.0624,-0.6146,-0.6130,-0.5471,0.2228
1650,343.5417,-0.6839,-0.7687,-0.5168,-0.7851,-0.5236,0.1507,-0.5794,-0.5293,-0.6540,0.0835,-0.7278,-0.6130,-0.6585,0.5070
1651,343.7500,-0.6839,-1.0073,-0.6315,-0.8408,-0.6406,0.3615,-0.6927,-0.6417,-0.8263,-0.1254,-0.8976,-0.7797,-0.7142,0.9199
1652,343.9583,-0.7984,-1.2459,-0.7463,-0.9521,-0.7577,0.3621,-0.9194,-0.8104,-0.9412,0.0758,-1.0108,-1.0575,-0.8812,0.8990
1653,344.1667,-0.7984,-1.4249,-0.7463,-0.9521,-0.7577,-0.4166,-1.0893,-0.8666,-0.9987,-0.7937,-1.0674,-1.0575,-0.9369,0.7354
1654,344.3750,-0.9129,-1.4845,-0.8036,-1.0078,-0.8747,0.0210,-1.1460,-0.8666,-1.0562,0.5544,-1.1806,-1.1131,-1.0483,0.4990
1655,344.5833,-0.9129,-1.4249,-0.8610,-1.0635,-0.8747,0.6710,-1.3160,-0.9228,-1.1136,0.4846,-1.2938,-1.1687,-1.0483,0.1497
1656,344.7917,-0.9129,-1.3056,-0.9758,-1.0078,-0.9918,0.4939,-1.4293,-1.1477,-1.2285,0.8880,-1.3504,-1.1687,-1.0483,-0.1731
1657,345.0000,-1.0274,-1.3056,-1.1479,-1.0635,-1.1673,-0.8652,-1.4293,-1.3163,-1.4009,-0.2323,-1.3504,-1.2243,-1.1040,-0.2024
1658,345.2083,-1.0847,-1.2459,-1.2053,-1.0635,-1.2259,-0.6927,-1.2593,-1.4288,-1.4583,1.1579,-1.2938,-1.3354,-1.1596,-0.2263
1659,345.4167,-1.0847,-1.2459,-1.2053,-1.1191,-1.2259,1.6177,-1.3160,-1.3163,-1.4009,0.0001,-1.1806,-1.4465,-1.2153,-0.1890
1660,345.6250,-1.0847,-1.2459,-1.1479,-1.1191,-1.2259,-0.2725,-1.2027,-1.2039,-1.3434,-0.7930,-1.1240,-1.5021,-1.2153,-0.1405
1661,345.8333,-1.1419,-1.2459,-1.1479,-1.1191,-1.2259,-1.7865,-1.2027,-1.2601,-1.3434,0.1185,-1.0108,-1.3910,-1.1596,0.1205
1662,346.0417,-1.1992,-1.1863,-1.1479,-1.1191,-1.2259,1.2514,-1.1460,-1.2601,-1.2860,-1.0690,-1.0108,-1.3354,-1.2153,0.4818
1663,346.2500,-1.2565,-1.2459,-1.2627,-1.1748,-1.2844,0.8255,-1.0893,-1.2601,-1.2860,0.4521,-1.0108,-1.3354,-1.3267,1.0951
1664,346.4583,-1.3137,-1.2459,-1.2627,-1.3418,-1.2844,-1.9528,-1.0893,-1.2601,-1.2860,0.2558,-1.0108,-1.4465,-1.3267,1.4254
1665,346.6667,-1.3137,-1.1266,-1.1479,-1.2861,-1.2259,-2.2262,-0.9760,-1.1477,-1.1711,-1.0185,-0.8976,-1.3354,-1.2153,0.8855
