inst#,actual,predicted,error,distribution,
683,1:0,2:1,+,0.183,*0.817
684,1:0,1:0,,*0.504,0.496
685,1:0,1:0,,*0.637,0.363
686,1:0,2:1,+,0.441,*0.559
687,1:0,2:1,+,0.272,*0.728
688,1:0,2:1,+,0.268,*0.732
689,1:0,2:1,+,0.36,*0.64
690,1:0,2:1,+,0.409,*0.591
691,1:0,1:0,,*0.634,0.366
692,1:0,1:0,,*0.542,0.458
693,1:0,2:1,+,0.45,*0.55
694,1:0,1:0,,*0.683,0.317
695,1:0,1:0,,*0.684,0.316
696,1:0,2:1,+,0.182,*0.818
697,1:0,1:0,,*0.934,0.066
698,1:0,2:1,+,0.412,*0.588
699,1:0,2:1,+,0.5,*0.5
700,1:0,1:0,,*0.822,0.178
701,1:0,1:0,,*0.865,0.135
702,1:0,1:0,,*0.723,0.277
703,1:0,1:0,,*0.953,0.047
704,1:0,2:1,+,0.449,*0.551
705,1:0,2:1,+,0.414,*0.586
706,1:0,2:1,+,0.455,*0.545
707,1:0,1:0,,*0.607,0.393
708,1:0,1:0,,*0.865,0.135
709,1:0,1:0,,*0.864,0.136
710,1:0,1:0,,*0.565,0.435
711,1:0,1:0,,*0.863,0.137
712,1:0,1:0,,*0.821,0.179
713,1:0,2:1,+,0.064,*0.936
714,1:0,1:0,,*0.984,0.016
715,1:0,1:0,,*0.911,0.089
716,1:0,1:0,,*0.631,0.369
717,1:0,2:1,+,0.139,*0.861
718,1:0,2:1,+,0.41,*0.59
719,1:0,1:0,,*0.589,0.411
720,1:0,1:0,,*0.95,0.05
721,1:0,2:1,+,0.412,*0.588
722,1:0,1:0,,*0.978,0.022
723,1:0,2:1,+,0.321,*0.679
724,1:0,1:0,,*0.588,0.412
725,1:0,2:1,+,0.408,*0.592
726,1:0,2:1,+,0.276,*0.724
727,1:0,1:0,,*0.966,0.034
728,1:0,2:1,+,0.412,*0.588
729,1:0,2:1,+,0.318,*0.682
730,1:0,2:1,+,0.45,*0.55
731,1:0,1:0,,*0.591,0.409
732,1:0,1:0,,*0.592,0.408
733,1:0,2:1,+,0.029,*0.971
734,1:0,1:0,,*0.551,0.449
735,1:0,1:0,,*0.505,0.495
736,1:0,1:0,,*0.502,0.498
737,1:0,1:0,,*0.911,0.089
738,1:0,1:0,,*0.924,0.076
739,1:0,1:0,,*0.614,0.386
740,1:0,1:0,,*0.55,0.45
741,1:0,2:1,+,0.135,*0.865
742,1:0,2:1,+,0.061,*0.939
743,1:0,2:1,+,0.257,*0.743
744,1:0,1:0,,*0.776,0.224
745,1:0,1:0,,*0.862,0.138
746,1:0,2:1,+,0.457,*0.543
747,1:0,1:0,,*0.931,0.069
748,1:0,2:1,+,0.496,*0.504
749,1:0,2:1,+,0.011,*0.989
750,1:0,2:1,+,0.216,*0.784
751,1:0,1:0,,*0.586,0.414
752,1:0,1:0,,*0.946,0.054
753,1:0,2:1,+,0.226,*0.774
754,1:0,2:1,+,0.274,*0.726
755,1:0,1:0,,*0.685,0.315
756,1:0,2:1,+,0.405,*0.595
757,1:0,1:0,,*0.978,0.022
758,1:0,1:0,,*0.544,0.456
759,1:0,1:0,,*0.594,0.406
760,1:0,2:1,+,0.218,*0.782
761,1:0,2:1,+,0.402,*0.598
762,1:0,1:0,,*0.942,0.058
763,1:0,2:1,+,0.46,*0.54
764,1:0,1:0,,*0.96,0.04
765,1:0,1:0,,*0.816,0.184
766,1:0,2:1,+,0.071,*0.929
767,1:0,1:0,,*0.642,0.358
768,1:0,1:0,,*0.595,0.405
769,1:0,1:0,,*0.776,0.224
770,1:0,2:1,+,0.317,*0.683
771,1:0,1:0,,*0.59,0.41
772,1:0,2:1,+,0.452,*0.548
773,1:0,1:0,,*0.541,0.459
774,1:0,1:0,,*0.504,0.496
775,1:0,1:0,,*0.542,0.458
776,1:0,2:1,+,0.452,*0.548
777,1:0,1:0,,*0.913,0.087
778,1:0,2:1,+,0.053,*0.947
779,1:0,2:1,+,0.267,*0.733
780,1:0,1:0,,*0.946,0.054
781,1:0,1:0,,*0.543,0.457
782,1:0,1:0,,*0.954,0.046
783,1:0,1:0,,*0.96,0.04
784,1:0,1:0,,*0.634,0.366
785,1:0,1:0,,*0.726,0.274
786,1:0,1:0,,*0.637,0.363
787,1:0,2:1,+,0.267,*0.733
788,1:0,2:1,+,0.367,*0.633
789,1:0,1:0,,*0.593,0.407
790,1:0,1:0,,*0.821,0.179
791,1:0,1:0,,*0.507,0.493
792,1:0,2:1,+,0.04,*0.96
793,1:0,2:1,+,0.498,*0.502
794,1:0,1:0,,*0.608,0.392
795,1:0,2:1,+,0.409,*0.591
796,1:0,2:1,+,0.405,*0.595
797,1:0,2:1,+,0.016,*0.984
798,1:0,1:0,,*0.942,0.058
799,1:0,1:0,,*0.595,0.405
800,1:0,2:1,+,0.054,*0.946
801,1:0,2:1,+,0.453,*0.547
802,1:0,2:1,+,0.062,*0.938
803,1:0,2:1,+,0.138,*0.862
804,1:0,2:1,+,0.016,*0.984
805,1:0,1:0,,*0.518,0.482
806,1:0,2:1,+,0.451,*0.549
807,1:0,1:0,,*0.636,0.364
808,1:0,1:0,,*0.963,0.037
809,1:0,2:1,+,0.319,*0.681
810,1:0,1:0,,*0.633,0.367
811,1:0,1:0,,*0.817,0.183
812,1:0,1:0,,*0.686,0.314
813,1:0,1:0,,*0.68,0.32
814,1:0,1:0,,*0.593,0.407
815,1:0,2:1,+,0.451,*0.549
816,1:0,2:1,+,0.266,*0.734
817,1:0,2:1,+,0.305,*0.695
818,1:0,1:0,,*0.687,0.313
819,1:0,1:0,,*0.635,0.365
820,1:0,2:1,+,0.456,*0.544
821,1:0,1:0,,*0.588,0.412
822,1:0,2:1,+,0.404,*0.596
823,1:0,1:0,,*0.682,0.318
824,1:0,1:0,,*0.909,0.091
825,1:0,1:0,,*0.551,0.449
826,1:0,1:0,,*0.684,0.316
827,1:0,2:1,+,0.455,*0.545
828,1:0,2:1,+,0.368,*0.632
829,1:0,1:0,,*0.99,0.01
830,1:0,1:0,,*0.589,0.411
831,1:0,2:1,+,0.063,*0.937
832,1:0,1:0,,*0.684,0.316
833,1:0,1:0,,*0.504,0.496
834,1:0,2:1,+,0.315,*0.685
835,1:0,1:0,,*0.546,0.454
836,1:0,2:1,+,0.268,*0.732
837,1:0,1:0,,*0.971,0.029
838,1:0,1:0,,*0.721,0.279
839,1:0,1:0,,*0.594,0.406
840,1:0,2:1,+,0.498,*0.502
841,1:0,1:0,,*0.542,0.458
842,1:0,2:1,+,0.457,*0.543
843,1:0,1:0,,*0.994,0.006
844,1:0,2:1,+,0.365,*0.635
845,1:0,2:1,+,0.034,*0.966
846,1:0,1:0,,*0.548,0.452
847,1:0,1:0,,*0.638,0.362
848,1:0,1:0,,*0.501,0.499
849,1:0,1:0,,*0.59,0.41
850,1:0,1:0,,*0.818,0.182
851,1:0,1:0,,*0.863,0.137
852,1:0,2:1,+,0.499,*0.501
853,1:0,1:0,,*0.682,0.318
854,1:0,1:0,,*0.727,0.273
855,1:0,2:1,+,0.055,*0.945
856,1:0,2:1,+,0.046,*0.954
857,1:0,1:0,,*0.96,0.04
858,1:0,2:1,+,0.313,*0.687
859,1:0,1:0,,*0.688,0.312
860,1:0,2:1,+,0.362,*0.638
861,1:0,1:0,,*0.944,0.056
862,1:0,1:0,,*0.946,0.054
863,1:0,2:1,+,0.055,*0.945
864,1:0,1:0,,*0.585,0.415
865,1:0,1:0,,*0.588,0.412
866,1:0,2:1,+,0.106,*0.894
867,1:0,2:1,+,0.481,*0.519
868,1:0,1:0,,*0.686,0.314
869,1:0,1:0,,*0.636,0.364
870,1:0,2:1,+,0.496,*0.504
871,1:0,1:0,,*0.778,0.222
872,1:0,1:0,,*0.692,0.308
873,1:0,2:1,+,0.319,*0.681
874,1:0,1:0,,*0.679,0.321
875,1:0,1:0,,*0.953,0.047
876,1:0,1:0,,*0.64,0.36
877,1:0,1:0,,*0.945,0.055
878,1:0,2:1,+,0.454,*0.546
879,1:0,1:0,,*0.505,0.495
880,1:0,2:1,+,0.275,*0.725
881,1:0,1:0,,*0.636,0.364
882,1:0,1:0,,*0.679,0.321
883,1:0,2:1,+,0.405,*0.595
884,1:0,2:1,+,0.011,*0.989
885,1:0,1:0,,*0.636,0.364
886,1:0,1:0,,*0.589,0.411
887,1:0,1:0,,*0.68,0.32
888,1:0,1:0,,*0.819,0.181
889,1:0,1:0,,*0.912,0.088
890,1:0,1:0,,*0.959,0.041
891,1:0,1:0,,*0.937,0.063
892,1:0,2:1,+,0.27,*0.73
893,1:0,2:1,+,0.272,*0.728
894,1:0,2:1,+,0.412,*0.588
895,1:0,2:1,+,0.361,*0.639
896,1:0,1:0,,*0.635,0.365
897,1:0,2:1,+,0.033,*0.967
898,1:0,2:1,+,0.368,*0.632
899,1:0,2:1,+,0.46,*0.54
900,1:0,1:0,,*0.82,0.18
901,1:0,2:1,+,0.089,*0.911
902,1:0,1:0,,*0.5,0.5
903,1:0,1:0,,*0.778,0.222
904,1:0,1:0,,*0.699,0.301
905,1:0,2:1,+,0.411,*0.589
906,1:0,1:0,,*0.504,0.496
907,1:0,2:1,+,0.455,*0.545
908,1:0,2:1,+,0.172,*0.828
909,1:0,2:1,+,0,*1
910,1:0,2:1,+,0.358,*0.642
911,1:0,1:0,,*0.682,0.318
912,1:0,2:1,+,0.301,*0.699
913,1:0,1:0,,*0.541,0.459
914,1:0,2:1,+,0.265,*0.735
915,1:0,1:0,,*0.73,0.27
916,1:0,1:0,,*0.586,0.414
917,1:0,2:1,+,0.368,*0.632
918,1:0,2:1,+,0.403,*0.597
919,1:0,2:1,+,0.317,*0.683
920,1:0,1:0,,*0.502,0.498
921,1:0,2:1,+,0.318,*0.682
922,1:0,1:0,,*0.775,0.225
923,1:0,2:1,+,0.135,*0.865
924,1:0,1:0,,*0.723,0.277
925,1:0,2:1,+,0.408,*0.592
926,1:0,1:0,,*0.587,0.413
927,1:0,2:1,+,0.479,*0.521
928,1:0,1:0,,*0.726,0.274
929,1:0,1:0,,*0.5,0.5
930,1:0,1:0,,*0.954,0.046
931,1:0,1:0,,*0.732,0.268
932,1:0,2:1,+,0.456,*0.544
933,1:0,1:0,,*0.594,0.406
934,1:0,2:1,+,0.41,*0.59
935,1:0,2:1,+,0.315,*0.685
936,1:0,1:0,,*0.864,0.136
937,1:0,2:1,+,0.364,*0.636
938,1:0,2:1,+,0.359,*0.641
939,1:0,2:1,+,0.223,*0.777
940,1:0,2:1,+,0.058,*0.942
941,1:0,1:0,,*0.929,0.071
942,1:0,2:1,+,0.458,*0.542
943,1:0,1:0,,*0.776,0.224
944,1:0,1:0,,*0.679,0.321
945,1:0,1:0,,*0.588,0.412
946,1:0,1:0,,*0.637,0.363
947,1:0,2:1,+,0.274,*0.726
948,1:0,1:0,,*0.655,0.345
949,1:0,2:1,+,0.452,*0.548
950,1:0,1:0,,*0.545,0.455
951,1:0,2:1,+,0.034,*0.966
952,1:0,1:0,,*0.679,0.321
953,1:0,2:1,+,0.089,*0.911
954,1:0,2:1,+,0.272,*0.728
955,1:0,2:1,+,0.062,*0.938
956,1:0,1:0,,*0.591,0.409
957,1:0,2:1,+,0.41,*0.59
958,1:0,1:0,,*0.684,0.316
959,1:0,1:0,,*0.972,0.028
960,1:0,1:0,,*0.503,0.497
961,1:0,2:1,+,0.27,*0.73
962,1:0,1:0,,*0.636,0.364
963,1:0,2:1,+,0.043,*0.957
964,1:0,1:0,,*0.592,0.408
965,1:0,2:1,+,0.011,*0.989
966,1:0,1:0,,*0.743,0.257
967,1:0,2:1,+,0.136,*0.864
968,1:0,2:1,+,0.452,*0.548
969,1:0,1:0,,*0.675,0.325
970,1:0,2:1,+,0.318,*0.682
971,1:0,2:1,+,0.06,*0.94
972,1:0,1:0,,*0.964,0.036
973,1:0,2:1,+,0.274,*0.726
974,1:0,2:1,+,0.037,*0.963
975,1:0,2:1,+,0.072,*0.928
976,1:0,1:0,,*0.948,0.052
977,1:0,1:0,,*0.543,0.457
978,1:0,2:1,+,0.478,*0.522
979,1:0,1:0,,*0.636,0.364
980,1:0,2:1,+,0.017,*0.983
981,1:0,2:1,+,0.405,*0.595
982,1:0,1:0,,*0.549,0.451
983,1:0,1:0,,*0.726,0.274
984,1:0,2:1,+,0.229,*0.771
985,1:0,1:0,,*0.919,0.081
986,1:0,1:0,,*0.983,0.017
987,1:0,2:1,+,0.455,*0.545
988,1:0,2:1,+,0.41,*0.59
989,1:0,2:1,+,0.451,*0.549
990,1:0,1:0,,*0.732,0.268
991,1:0,1:0,,*0.961,0.039
992,1:0,1:0,,*0.905,0.095
993,1:0,2:1,+,0.039,*0.961
994,1:0,2:1,+,0.411,*0.589
995,1:0,2:1,+,0.499,*0.501
996,1:0,1:0,,*0.641,0.359
997,1:0,2:1,+,0.029,*0.971
998,1:0,1:0,,*0.594,0.406
999,1:0,2:1,+,0.413,*0.587
1000,1:0,2:1,+,0.365,*0.635
1001,1:0,1:0,,*0.589,0.411
1002,1:0,2:1,+,0.055,*0.945
1003,1:0,1:0,,*0.73,0.27
1004,1:0,2:1,+,0.407,*0.593
1005,1:0,1:0,,*0.589,0.411
1006,1:0,1:0,,*0.68,0.32
1007,1:0,1:0,,*0.547,0.453
1008,1:0,2:1,+,0.136,*0.864
1009,1:0,2:1,+,0.229,*0.771
1010,1:0,1:0,,*0.544,0.456
1011,1:0,2:1,+,0.318,*0.682
1012,1:0,2:1,+,0.318,*0.682
1013,1:0,2:1,+,0.413,*0.587
1014,1:0,2:1,+,0.129,*0.871
1015,1:0,1:0,,*0.951,0.049
1016,1:0,1:0,,*0.729,0.271
1017,1:0,1:0,,*0.59,0.41
1018,1:0,2:1,+,0.316,*0.684
1019,1:0,1:0,,*0.547,0.453
1020,1:0,2:1,+,0.057,*0.943
1021,1:0,2:1,+,0.314,*0.686
1022,1:0,1:0,,*0.943,0.057
1023,1:0,1:0,,*0.968,0.032
1024,1:0,1:0,,*0.775,0.225
1025,1:0,1:0,,*0.501,0.499
1026,1:0,2:1,+,0.41,*0.59
1027,1:0,2:1,+,0.179,*0.821
1028,1:0,2:1,+,0.315,*0.685
1029,1:0,2:1,+,0.317,*0.683
1030,1:0,1:0,,*0.962,0.038
1031,1:0,1:0,,*0.637,0.363
1032,1:0,1:0,,*0.678,0.322
1033,1:0,1:0,,*0.923,0.077
1034,1:0,1:0,,*0.723,0.277
1035,1:0,1:0,,*0.594,0.406
1036,1:0,1:0,,*0.545,0.455
1037,1:0,2:1,+,0.348,*0.652
1038,1:0,1:0,,*0.501,0.499
1039,1:0,1:0,,*0.973,0.027
1040,1:0,1:0,,*0.636,0.364
1041,1:0,1:0,,*0.816,0.184
1042,1:0,1:0,,*0.68,0.32
1043,1:0,2:1,+,0.454,*0.546
1044,1:0,2:1,+,0.456,*0.544
1045,1:0,1:0,,*0.678,0.322
1046,1:0,2:1,+,0.258,*0.742
1047,1:0,1:0,,*0.653,0.347
1048,1:0,1:0,,*0.634,0.366
1049,1:0,2:1,+,0.132,*0.868
1050,1:0,2:1,+,0.414,*0.586
1051,1:0,1:0,,*0.911,0.089
1052,1:0,2:1,+,0.141,*0.859
1053,1:0,2:1,+,0.302,*0.698
1054,1:0,1:0,,*0.543,0.457
1055,1:0,2:1,+,0.062,*0.938
1056,1:0,2:1,+,0.091,*0.909
1057,1:0,2:1,+,0.028,*0.972
1058,1:0,2:1,+,0.458,*0.542
1059,1:0,1:0,,*0.771,0.229
1060,1:0,2:1,+,0.072,*0.928
1061,1:0,2:1,+,0.32,*0.68
1062,1:0,2:1,+,0.453,*0.547
1063,1:0,1:0,,*0.596,0.404
1064,1:0,1:0,,*0.652,0.348
1065,1:0,1:0,,*0.525,0.475
1066,1:0,2:1,+,0.137,*0.863
1067,1:0,1:0,,*0.966,0.034
1068,1:0,2:1,+,0.41,*0.59
1069,1:0,2:1,+,0.029,*0.971
1070,1:0,2:1,+,0.029,*0.971
1071,1:0,1:0,,*0.59,0.41
1072,1:0,2:1,+,0.359,*0.641
1073,1:0,1:0,,*0.951,0.049
1074,1:0,1:0,,*0.947,0.053
1075,1:0,2:1,+,0.023,*0.977
1076,1:0,1:0,,*0.948,0.052
1077,1:0,1:0,,*0.904,0.096
1078,1:0,1:0,,*0.91,0.09
1079,1:0,1:0,,*0.524,0.476
1080,1:0,1:0,,*0.595,0.405
1081,1:0,2:1,+,0.361,*0.639
1082,1:0,1:0,,*0.638,0.362
1083,1:0,2:1,+,0.314,*0.686
1084,1:0,1:0,,*0.929,0.071
1085,1:0,2:1,+,0.318,*0.682
1086,1:0,1:0,,*0.631,0.369
1087,1:0,1:0,,*0.595,0.405
1088,1:0,1:0,,*0.503,0.497
1089,1:0,2:1,+,0.392,*0.608
1090,1:0,2:1,+,0.137,*0.863
1091,1:0,2:1,+,0.452,*0.548
1092,1:0,1:0,,*0.946,0.054
1093,1:0,2:1,+,0.32,*0.68
1094,1:0,1:0,,*0.5,0.5
1095,1:0,2:1,+,0.499,*0.501
1096,1:0,2:1,+,0.066,*0.934
1097,1:0,2:1,+,0.41,*0.59
1098,1:0,1:0,,*0.545,0.455
1099,1:0,2:1,+,0.223,*0.777
1100,1:0,2:1,+,0.495,*0.505
1101,1:0,2:1,+,0.132,*0.868
1102,1:0,2:1,+,0.312,*0.688
1103,1:0,1:0,,*0.593,0.407
1104,1:0,2:1,+,0.226,*0.774
1105,1:0,1:0,,*0.654,0.346
1106,1:0,1:0,,*0.687,0.313
1107,1:0,2:1,+,0.036,*0.964
1108,1:0,1:0,,*0.989,0.011
1109,1:0,2:1,+,0.225,*0.775
1110,1:0,2:1,+,0.459,*0.541
1111,1:0,2:1,+,0.36,*0.64
1112,1:0,2:1,+,0.018,*0.982
1113,1:0,1:0,,*0.541,0.459
1114,1:0,1:0,,*0.914,0.086
1115,1:0,2:1,+,0.454,*0.546
1116,1:0,2:1,+,0.056,*0.944
1117,1:0,1:0,,*0.54,0.46
1118,1:0,1:0,,*0.596,0.404
1119,1:0,2:1,+,0.498,*0.502
1120,1:0,1:0,,*0.827,0.173
1121,1:0,2:1,+,0.405,*0.595
1122,1:0,1:0,,*0.954,0.046
1123,1:0,1:0,,*0.956,0.044
1124,1:0,1:0,,*0.633,0.367
1125,1:0,2:1,+,0.361,*0.639
1126,1:0,1:0,,*0.961,0.039
1127,1:0,1:0,,*0.925,0.075
1128,1:0,1:0,,*0.548,0.452
1129,1:0,2:1,+,0.272,*0.728
1130,1:0,1:0,,*0.865,0.135
1131,1:0,1:0,,*0.681,0.319
1132,1:0,1:0,,*0.649,0.351
1133,1:0,1:0,,*0.731,0.269
1134,1:0,1:0,,*0.643,0.357
1135,1:0,1:0,,*0.91,0.09
1136,1:0,2:1,+,0.454,*0.546
1137,1:0,2:1,+,0.071,*0.929
1138,1:0,1:0,,*0.594,0.406
1139,1:0,2:1,+,0.456,*0.544
1140,1:0,1:0,,*0.937,0.063
1141,1:0,1:0,,*0.729,0.271
1142,1:0,2:1,+,0,*1
1143,1:0,2:1,+,0.043,*0.957
1144,1:0,1:0,,*0.819,0.181
1145,1:0,2:1,+,0.059,*0.941
1146,1:0,1:0,,*0.502,0.498
1147,1:0,1:0,,*0.977,0.023
1148,1:0,2:1,+,0.451,*0.549
1149,1:0,1:0,,*0.503,0.497
1150,1:0,1:0,,*0.547,0.453
1151,1:0,1:0,,*0.769,0.231
1152,1:0,2:1,+,0.477,*0.523
1153,1:0,2:1,+,0.322,*0.678
1154,1:0,1:0,,*0.547,0.453
1155,1:0,2:1,+,0.451,*0.549
1156,1:0,1:0,,*0.501,0.499
1157,1:0,2:1,+,0.496,*0.504
1158,1:0,1:0,,*0.585,0.415
1159,1:0,2:1,+,0.044,*0.956
1160,1:0,1:0,,*0.55,0.45
1161,1:0,2:1,+,0.347,*0.653
1162,1:0,1:0,,*0.589,0.411
1163,1:0,1:0,,*0.956,0.044
1164,1:0,2:1,+,0.051,*0.949
1165,1:0,2:1,+,0.172,*0.828
1166,1:0,2:1,+,0.18,*0.82
1167,1:0,2:1,+,0.179,*0.821
1168,1:0,2:1,+,0.411,*0.589
1169,1:0,2:1,+,0.036,*0.964
1170,1:0,2:1,+,0.495,*0.505
1171,1:0,2:1,+,0.316,*0.684
1172,1:0,1:0,,*0.978,0.022
1173,1:0,2:1,+,0.363,*0.637
1174,1:0,1:0,,*0.902,0.098
1175,1:0,2:1,+,0.456,*0.544
1176,1:0,2:1,+,0.041,*0.959
1177,1:0,2:1,+,0.45,*0.55
1178,1:0,1:0,,*0.818,0.182
1179,1:0,2:1,+,0.498,*0.502
1180,1:0,1:0,,*0.943,0.057
1181,1:0,2:1,+,0.364,*0.636
1182,1:0,1:0,,*0.728,0.272
1183,1:0,1:0,,*0.547,0.453
1184,1:0,1:0,,*0.549,0.451
1185,1:0,2:1,+,0.358,*0.642
1186,1:0,2:1,+,0.406,*0.594
1187,1:0,1:0,,*0.586,0.414
1188,1:0,2:1,+,0.32,*0.68
1189,1:0,2:1,+,0.498,*0.502
1190,1:0,2:1,+,0.39,*0.61
1191,1:0,1:0,,*0.678,0.322
1192,1:0,1:0,,*0.547,0.453
1193,1:0,2:1,+,0.073,*0.927
1194,1:0,1:0,,*0.59,0.41
1195,1:0,2:1,+,0.027,*0.973
1196,1:0,2:1,+,0.033,*0.967
1197,1:0,1:0,,*0.637,0.363
1198,1:0,2:1,+,0.185,*0.815
1199,1:0,2:1,+,0.392,*0.608
1200,1:0,2:1,+,0.083,*0.917
1201,1:0,2:1,+,0.017,*0.983
1202,1:0,2:1,+,0.411,*0.589
1203,1:0,1:0,,*0.773,0.227
1204,1:0,1:0,,*0.785,0.215
1205,1:0,2:1,+,0.363,*0.637
1206,1:0,2:1,+,0.047,*0.953
1207,1:0,2:1,+,0.348,*0.652
1208,1:0,2:1,+,0.498,*0.502
1209,1:0,2:1,+,0.413,*0.587
1210,1:0,2:1,+,0.364,*0.636
1211,1:0,2:1,+,0.136,*0.864
1212,1:0,1:0,,*0.742,0.258
1213,1:0,2:1,+,0.18,*0.82
1214,1:0,2:1,+,0.272,*0.728
1215,1:0,1:0,,*0.604,0.396
1216,1:0,2:1,+,0.396,*0.604
1217,1:0,2:1,+,0.406,*0.594
1218,1:0,2:1,+,0.408,*0.592
1219,1:0,2:1,+,0.366,*0.634
1220,1:0,2:1,+,0.226,*0.774
1221,1:0,1:0,,*0.908,0.092
1222,1:0,2:1,+,0.366,*0.634
1223,1:0,1:0,,*0.915,0.085
1224,1:0,1:0,,*0.92,0.08
1225,1:0,1:0,,*0.696,0.304
1226,1:0,1:0,,*0.547,0.453
1227,1:0,2:1,+,0.363,*0.637
1228,1:0,1:0,,*0.695,0.305
1229,1:0,1:0,,*0.592,0.408
1230,1:0,2:1,+,0.455,*0.545
1231,1:0,1:0,,*0.55,0.45
1232,1:0,1:0,,*0.945,0.055
1233,1:0,2:1,+,0.363,*0.637
1234,1:0,1:0,,*0.913,0.087
1235,1:0,2:1,+,0.09,*0.91
1236,1:0,1:0,,*0.924,0.076
1237,1:0,2:1,+,0.454,*0.546
1238,1:0,2:1,+,0.23,*0.77
1239,1:0,1:0,,*0.773,0.227
1240,1:0,1:0,,*0.966,0.034
1241,1:0,1:0,,*0.57,0.43
1242,1:0,1:0,,*0.594,0.406
1243,1:0,2:1,+,0.412,*0.588
1244,1:0,2:1,+,0.408,*0.592
1245,1:0,2:1,+,0.229,*0.771
1246,1:0,2:1,+,0.136,*0.864
1247,1:0,2:1,+,0.049,*0.951
1248,1:0,1:0,,*0.679,0.321
1249,1:0,2:1,+,0.037,*0.963
1250,1:0,1:0,,*0.537,0.463
1251,1:0,2:1,+,0.268,*0.732
1252,1:0,1:0,,*0.732,0.268
1253,1:0,2:1,+,0.406,*0.594
1254,1:0,2:1,+,0.316,*0.684
1255,1:0,2:1,+,0.433,*0.567
1256,1:0,1:0,,*0.545,0.455
1257,1:0,2:1,+,0.358,*0.642
1258,1:0,2:1,+,0.452,*0.548
1259,1:0,1:0,,*0.956,0.044
1260,1:0,2:1,+,0.454,*0.546
1261,1:0,1:0,,*0.569,0.431
1262,1:0,2:1,+,0.404,*0.596
1263,1:0,1:0,,*0.817,0.183
1264,1:0,1:0,,*0.678,0.322
1265,1:0,2:1,+,0.499,*0.501
1266,1:0,2:1,+,0.458,*0.542
1267,1:0,1:0,,*0.641,0.359
1268,1:0,2:1,+,0.046,*0.954
1269,1:0,2:1,+,0.137,*0.863
1270,1:0,2:1,+,0.456,*0.544
1271,1:0,2:1,+,0.498,*0.502
1272,1:0,1:0,,*0.549,0.451
1273,1:0,2:1,+,0.494,*0.506
1274,1:0,2:1,+,0.272,*0.728
1275,1:0,2:1,+,0.457,*0.543
1276,1:0,2:1,+,0.315,*0.685
1277,1:0,2:1,+,0.176,*0.824
1278,1:0,1:0,,*0.784,0.216
1279,1:0,1:0,,*0.636,0.364
1280,1:0,2:1,+,0.314,*0.686
1281,1:0,2:1,+,0.303,*0.697
1282,1:0,2:1,+,0.324,*0.676
1283,1:0,1:0,,*0.502,0.498
1284,1:0,2:1,+,0.051,*0.949
1285,1:0,1:0,,*0.908,0.092
1286,1:0,1:0,,*0.682,0.318
1287,1:0,1:0,,*0.5,0.5
1288,1:0,2:1,+,0.052,*0.948
1289,1:0,1:0,,*0.947,0.053
1290,1:0,2:1,+,0.226,*0.774
1291,1:0,2:1,+,0.436,*0.564
1292,1:0,2:1,+,0.186,*0.814
1293,1:0,2:1,+,0.478,*0.522
1294,1:0,2:1,+,0.272,*0.728
1295,1:0,2:1,+,0.229,*0.771
1296,1:0,1:0,,*0.773,0.227
1297,1:0,2:1,+,0.364,*0.636
1298,1:0,2:1,+,0.137,*0.863
1299,1:0,1:0,,*0.643,0.357
1300,1:0,1:0,,*0.956,0.044
1301,1:0,1:0,,*0.916,0.084
1302,1:0,1:0,,*0.642,0.358
1303,1:0,2:1,+,0.027,*0.973
1304,1:0,2:1,+,0.057,*0.943
1305,1:0,2:1,+,0.364,*0.636
1306,1:0,1:0,,*0.956,0.044
1307,1:0,2:1,+,0.348,*0.652
1308,1:0,1:0,,*0.959,0.041
1309,1:0,2:1,+,0.345,*0.655
1310,1:0,1:0,,*0.592,0.408
1311,1:0,1:0,,*0.865,0.135
1312,1:0,2:1,+,0.23,*0.77
1313,1:0,2:1,+,0.455,*0.545
1314,1:0,2:1,+,0.271,*0.729
1315,1:0,1:0,,*0.72,0.28
1316,1:0,1:0,,*0.971,0.029
1317,1:0,1:0,,*0.639,0.361
1318,1:0,2:1,+,0.413,*0.587
1319,1:0,2:1,+,0.315,*0.685
1320,1:0,2:1,+,0.472,*0.528
1321,1:0,1:0,,*0.966,0.034
1322,1:0,2:1,+,0.182,*0.818
1323,1:0,2:1,+,0.269,*0.731
1324,1:0,2:1,+,0.411,*0.589
1325,1:0,2:1,+,0.177,*0.823
1326,1:0,2:1,+,0.182,*0.818
1327,1:0,1:0,,*0.681,0.319
1328,1:0,1:0,,*0.93,0.07
1329,1:0,1:0,,*0.815,0.185
1330,1:0,2:1,+,0.364,*0.636
1331,1:0,2:1,+,0.085,*0.915
1332,1:0,1:0,,*0.68,0.32
1333,1:0,1:0,,*0.635,0.365
1334,1:0,2:1,+,0.499,*0.501
1335,1:0,2:1,+,0.041,*0.959
1336,1:0,2:1,+,0.453,*0.547
1337,1:0,2:1,+,0.495,*0.505
1338,1:0,1:0,,*0.64,0.36
1339,1:0,1:0,,*0.969,0.031
1340,1:0,1:0,,*0.963,0.037
1341,1:0,1:0,,*0.638,0.362
1342,1:0,1:0,,*0.951,0.049
1343,1:0,2:1,+,0.068,*0.932
1344,1:0,2:1,+,0.362,*0.638
1345,1:0,2:1,+,0.039,*0.961
1346,1:0,1:0,,*0.593,0.407
1347,1:0,1:0,,*0.635,0.365
