@relation reduce_train_py-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute Feature1 numeric
@attribute Feature2 numeric
@attribute Feature3 numeric
@attribute Feature4 numeric
@attribute Feature5 numeric
@attribute Feature6 numeric
@attribute Feature7 numeric
@attribute Feature8 numeric
@attribute Feature9 numeric
@attribute Feature10 numeric
@attribute Feature11 numeric
@attribute Feature12 numeric
@attribute Feature13 numeric
@attribute Feature14 numeric
@attribute Feature15 numeric
@attribute Feature16 numeric
@attribute Feature17 numeric
@attribute Feature18 numeric
@attribute Feature19 numeric
@attribute Feature20 numeric
@attribute Feature21 numeric
@attribute Feature22 numeric
@attribute Feature23 numeric
@attribute Feature24 numeric
@attribute Feature25 numeric
@attribute Feature26 numeric
@attribute Feature27 numeric
@attribute Feature28 numeric
@attribute Feature29 numeric
@attribute Feature30 numeric
@attribute Feature31 numeric
@attribute Feature32 numeric
@attribute Feature33 numeric
@attribute Feature34 numeric
@attribute Feature35 numeric
@attribute Feature36 numeric
@attribute Feature37 numeric
@attribute Feature38 numeric
@attribute Feature39 numeric
@attribute Feature40 numeric
@attribute Feature41 numeric
@attribute Feature42 numeric
@attribute Feature43 numeric
@attribute Feature44 numeric
@attribute Feature45 numeric
@attribute Feature46 numeric
@attribute Feature47 numeric
@attribute Feature48 numeric
@attribute Feature49 numeric
@attribute Feature50 numeric
@attribute Feature51 numeric
@attribute Feature52 numeric
@attribute Feature53 numeric
@attribute Feature54 numeric
@attribute Feature55 numeric
@attribute Feature56 numeric
@attribute Feature57 numeric
@attribute Feature58 numeric
@attribute Feature59 numeric
@attribute Feature60 numeric
@attribute Feature61 numeric
@attribute Feature62 numeric
@attribute Feature63 numeric
@attribute Feature64 numeric
@attribute Feature65 numeric
@attribute Feature66 numeric
@attribute Feature67 numeric
@attribute Feature68 numeric
@attribute Feature69 numeric
@attribute Feature70 numeric
@attribute Feature71 numeric
@attribute Feature72 numeric
@attribute Feature73 numeric
@attribute Feature74 numeric
@attribute Feature75 numeric
@attribute Feature76 numeric
@attribute Feature77 numeric
@attribute Feature78 numeric
@attribute Feature79 numeric
@attribute Feature80 numeric
@attribute Feature81 numeric
@attribute Feature82 numeric
@attribute Feature83 numeric
@attribute Feature84 numeric
@attribute Feature85 numeric
@attribute Feature86 numeric
@attribute Feature87 numeric
@attribute Feature88 numeric
@attribute Feature89 numeric
@attribute Feature90 numeric
@attribute Feature91 numeric
@attribute Feature92 numeric
@attribute Feature93 numeric
@attribute Feature94 numeric
@attribute Feature95 numeric
@attribute Feature96 numeric
@attribute Feature97 numeric
@attribute Feature98 numeric
@attribute Feature99 numeric
@attribute Feature100 numeric
@attribute Output {0,1}

@data
-10.64815,-4.41625,-12.4407,-5.20031,-11.64051,-6.98902,-1378.71238,3652.6285,3008.96515,-6760.32877,-1548.77095,-3572.55576,-18.83619,1971.02316,629.83305,-2944.55615,2610.93265,-4770.60669,2828.96794,-2310.13491,2190.26166,676.93055,642.31153,1851.70173,318.68372,-9255.18025,5124.69211,13893.37928,-21865.10705,-5074.16384,-9152.59487,5916.86378,955.33805,-10988.34629,12041.95016,14127.26723,5594.40543,454.85606,-3521.26353,-3059.04415,6152.41246,6880.50958,-5492.31322,19431.14745,4633.35452,8517.74132,-14478.91901,258.31514,2220.72459,-5628.71342,3209.3038,-7032.35734,1305.97738,20018.46605,-8131.85763,5960.6345,21157.70161,25582.56105,-11259.89269,-698.81741,-14962.39209,-10608.53374,608.1438,2216.56275,2292.21876,104.32855,6172.15413,-656.91431,-10716.37316,10631.77276,19521.71728,5931.01582,1358.14785,-6930.31464,3078.13986,-12298.69909,-24082.68396,-1591.60234,-55494.06996,-6474.85062,-20599.31688,6201.15542,-3035.3381,9118.1484,16007.75635,-7267.23162,-24257.02316,1641.89284,-2926.45389,-25892.07475,-22102.5144,-7547.50807,-3992.8163,4378.37749,55293.72972,28278.03754,-12749.05757,7832.20184,8354.41373,17686.75821,1
-10.67444,-4.37309,-12.63106,-4.99778,-11.3433,-7.21594,-1378.8325,3645.25283,3008.59004,-6759.16142,-1573.12485,-3546.84933,-24.17067,1997.45227,631.32767,-2899.60184,2615.43808,-4746.49174,2915.9123,-2327.96257,2149.58568,653.56051,640.40365,1840.83546,315.52848,-9249.94407,5128.92042,13834.52982,-21795.59524,-5118.39097,-9185.45769,6154.78367,1023.95312,-10997.22965,12345.02005,14216.4807,5571.38369,630.29366,-3623.57823,-3017.16451,5775.23911,6627.99448,-5782.30032,19626.26137,4616.81507,8641.96195,-14612.16868,305.9155,2220.62877,-5458.22042,3255.75691,-7156.37357,1150.50075,19903.588,-8145.33321,5819.90306,21345.6385,25782.97292,-11167.66953,-454.2389,-14965.38721,-10786.0798,1018.60392,1753.71763,2406.68963,-160.05778,6066.15241,-656.36236,-10263.43193,11203.00319,19398.92305,5637.42157,1216.7995,-7074.9484,3279.13602,-12150.19973,-23958.76112,-1374.69986,-55833.89941,-6363.01777,-20529.46151,6594.56353,-2599.55665,8815.74778,16632.74128,-6411.01848,-24085.73128,1163.31973,-3095.09219,-26521.60846,-22239.60488,-6765.82162,-4345.49368,4164.66287,55158.89148,28430.37511,-13266.27666,7798.09205,8100.75504,17822.17451,1
-10.49157,-4.36469,-12.50761,-5.45664,-12.05319,-6.86508,-1379.06388,3636.6941,3011.93129,-6782.71104,-1570.18168,-3587.69906,27.41871,1997.23698,628.42196,-2931.5596,2582.86386,-4729.05365,2953.24176,-2299.68545,2126.08345,670.93234,651.85857,1831.36547,273.05532,-9175.77228,5150.66617,13971.39825,-21900.99542,-5115.64607,-9382.04015,5945.6101,898.31285,-11241.1134,12253.70159,14006.70381,5829.68703,478.41701,-3463.80185,-2856.13402,5782.00986,6903.17597,-5702.61417,19550.48184,4547.54478,8724.12797,-14747.95375,127.756,2386.78794,-5760.37417,3510.00116,-7052.44318,1442.1443,19828.57432,-8319.53184,5848.60411,21266.98725,25998.63907,-11281.48155,-369.19931,-14988.89511,-10500.52207,762.90555,1850.23085,2545.38161,-506.85425,5644.03426,-38.49979,-10316.23008,10454.74245,19596.50909,5900.54817,1280.63327,-7076.97893,2414.11574,-12155.88048,-24241.56867,-1886.77345,-55171.09839,-6659.9869,-20746.82601,6273.81268,-2460.80775,9067.57044,15987.85028,-7389.97662,-23745.21481,1845.68902,-3117.92619,-26470.54509,-21906.42537,-7560.53136,-3522.96885,4560.93827,55500.20935,28688.6269,-13450.34749,7293.81557,8616.72093,17160.73905,1
-10.86649,-4.83519,-12.43904,-4.89004,-12.20863,-6.93347,-1375.84134,3649.78995,3011.87374,-6751.50686,-1566.91841,-3555.86417,-39.26854,1956.94907,613.0301,-2935.00243,2613.51171,-4716.72664,2893.85056,-2331.79714,2109.73065,697.45706,680.32791,1825.77283,337.28232,-9201.55587,5145.02984,13840.17612,-21869.30738,-5045.40345,-9293.86703,6141.36403,909.45833,-11109.41674,12110.9026,13985.59489,5634.00318,654.26024,-3602.93658,-3150.06066,6115.05298,7017.13996,-5771.98141,19577.48256,4569.30159,8495.64391,-14539.68174,315.2379,2194.6843,-5511.88927,3624.05397,-7077.50828,1288.53153,20122.41817,-7821.1906,6072.39634,21357.83932,25514.34012,-11255.09071,-636.86928,-14853.4044,-10609.31969,740.67479,1976.69251,2595.93648,-386.94103,6097.56349,-363.97774,-10429.11295,11203.05622,19331.70618,6706.62998,1102.67178,-7086.48999,3115.00143,-12257.86421,-24515.58674,-1395.93818,-55906.5813,-6353.06993,-20222.2392,6864.10681,-2772.62277,9191.05737,16650.44899,-7384.86111,-24448.01934,1024.88216,-3120.75431,-25343.89103,-22207.58725,-7206.89609,-3894.97187,4637.30959,55550.75726,28691.79724,-12390.13844,7284.32437,9117.66565,16927.27532,1
-10.58386,-4.76292,-12.29295,-5.45408,-11.9344,-6.73534,-1380.69569,3645.81819,3013.92181,-6768.04942,-1561.70821,-3581.98116,-10.98814,1954.81253,622.95358,-2893.93493,2589.76814,-4718.99054,2805.83374,-2311.32376,2204.84759,737.58328,725.07188,1930.21036,345.09803,-9306.83733,5146.60883,13921.55467,-21854.98533,-5142.05978,-9344.83844,6137.46965,959.32397,-11002.43801,12223.31974,14204.62389,5657.17296,588.08187,-3748.59574,-3202.78343,6130.55144,6898.9688,-5777.62635,19404.5752,4565.61634,8638.22662,-14626.62226,147.88705,2202.51051,-5918.72607,3300.87163,-7040.704,1277.35959,20164.00419,-8234.82759,5948.08797,21427.74918,25380.6717,-11361.49576,-566.01078,-14796.52204,-10612.88742,789.62119,1899.64453,2438.74812,116.2863,5900.17313,-154.3808,-10523.41121,10524.64857,19124.8802,5973.00795,1656.61038,-6961.97181,2743.58571,-12777.05528,-24760.43153,-1955.66723,-55464.28115,-6333.49485,-20429.38309,6258.93084,-2813.54315,8901.36094,16094.32324,-7711.49723,-24755.41329,1981.82704,-2666.87118,-26156.19723,-21816.06872,-7244.65508,-3435.67812,4026.73646,55157.13451,28931.84193,-12884.01444,7721.8066,8532.88358,17676.08084,0
-10.32394,-4.15194,-11.94122,-5.14998,-11.87059,-6.97359,-1376.50308,3649.26099,3031.87309,-6769.36986,-1570.84474,-3560.23357,-12.79614,1956.89887,630.13747,-2954.15521,2610.36062,-4748.77463,2801.29086,-2294.64071,2190.57547,672.62452,728.65718,1814.03994,236.75538,-9197.13987,5079.7232,13871.26335,-21818.41715,-5081.41279,-9365.15531,6025.50403,1023.1535,-11097.32561,12095.47089,14203.08058,5776.03154,566.75633,-3576.08236,-3273.4708,5998.39171,7043.51379,-5822.94004,19541.60776,4296.49921,8546.17054,-14741.30208,238.20204,2394.75274,-5813.95531,3184.13765,-7021.92053,1426.37457,20184.1487,-7873.64997,5961.18164,21122.59342,25757.61566,-11219.62698,-669.21824,-14958.86998,-10646.42912,792.94399,2100.51464,2523.05882,-65.23829,6191.51578,-454.04183,-10726.3317,11301.26805,19305.4539,5856.80252,1146.86679,-7024.92387,2819.34534,-12864.29346,-24302.15937,-1300.20339,-55396.76829,-6224.80207,-20804.484,5803.12456,-3027.5556,9123.19359,16607.45215,-7080.87005,-24014.66964,1396.57227,-3207.48392,-26286.07462,-21497.32945,-7267.74905,-3580.13995,4111.80477,55076.59399,28410.29372,-13177.42552,7298.58811,7935.9487,17197.75838,1
-10.74657,-4.23913,-12.22565,-5.04739,-11.84622,-6.87096,-1382.49309,3643.7025,3012.28014,-6754.19127,-1564.04776,-3570.08066,-21.29747,1988.24535,622.37973,-2923.49367,2595.09064,-4746.01059,2849.69034,-2288.62649,2263.64061,614.25209,703.61171,1812.60929,270.00743,-9253.46975,5134.76074,13856.52489,-21795.03692,-5101.43874,-9349.76978,6004.20322,889.71636,-10960.2467,12258.83011,14064.09092,5639.57329,600.95165,-3774.9075,-3316.32977,6002.18363,6806.32949,-5765.70618,19500.84024,4622.12109,8546.42249,-14682.80231,392.8017,2312.7863,-5636.79833,3454.74075,-7111.4894,1186.19279,19855.16331,-7867.70384,5790.70673,21324.80804,25723.79518,-11380.35034,-246.51059,-14302.62187,-10608.768,779.39695,2086.07586,2502.86573,-361.67267,5904.10382,-504.0264,-10844.29238,11326.40582,19246.7553,5880.22826,924.08987,-6846.30122,2738.40445,-12023.94306,-23838.23704,-1388.62525,-55278.63186,-6185.71517,-20663.81856,6385.82106,-2885.93574,9138.62401,16466.4791,-6917.1489,-24381.49014,1789.18559,-2875.24082,-25906.09934,-21466.62522,-7849.55512,-4617.60744,4106.47798,54819.31214,28518.15211,-12870.10409,7245.99726,8516.31485,17878.29471,0
-10.72457,-4.53881,-12.20789,-5.30665,-12.17981,-7.06849,-1370.70721,3641.99787,3009.74479,-6763.18339,-1549.11523,-3551.99817,2.13823,1984.22324,633.78729,-2932.53073,2601.92051,-4748.28366,2899.28288,-2226.74297,2155.24703,712.01551,691.92869,1781.39158,284.97733,-9305.17895,5022.09405,13903.90319,-21836.34394,-5075.06088,-9312.8983,6081.19108,926.25288,-10922.37808,12062.18648,14109.13809,5719.75693,449.37324,-3555.33374,-3162.84104,6097.51241,6845.76688,-5553.64886,19248.63977,4351.93197,8622.28725,-14615.3379,385.21709,2261.50402,-5483.06793,3852.51828,-7006.93142,1322.95042,19853.59986,-8219.43551,5816.19125,21233.43958,25721.8429,-11104.03357,-586.93122,-15047.70616,-10780.41592,995.79372,2366.23535,2482.63665,145.52163,6067.07521,-67.2688,-10122.94983,10669.8154,19504.01965,5659.19789,1473.32528,-6868.57024,2845.05978,-12139.83964,-24464.89191,-1853.39711,-55488.70309,-6138.03423,-20840.55472,6828.41877,-3291.47448,9300.91754,16392.53002,-7327.92834,-23618.58307,1623.10567,-3113.97702,-25540.82931,-21911.5857,-7277.99576,-4022.10081,4030.41549,55140.89285,28099.16343,-12681.954,7183.66281,8414.66613,17673.06858,0
-10.66111,-4.87684,-12.19094,-5.30179,-11.74536,-6.77384,-1374.96842,3644.42643,3013.70422,-6752.68848,-1554.13939,-3554.085,7.7159,1968.49609,597.4369,-2924.77674,2559.68782,-4776.45272,2863.8369,-2293.80039,2136.21786,593.69962,670.17199,1816.01255,274.30807,-9151.61396,5085.62793,13798.89071,-21798.5234,-5092.14696,-9333.683,6041.64669,977.72811,-11060.41468,12153.88273,14141.64379,5730.38301,508.14793,-3717.31722,-3092.73311,6255.79409,6931.8592,-5682.84917,19418.98378,4683.29089,8731.02336,-14668.18225,510.50675,2218.03472,-5761.41741,3535.15435,-6989.12451,1270.22502,20160.05232,-8157.723,5284.12864,21337.41378,25574.91852,-11456.37031,-432.04674,-14780.57254,-10539.80727,478.95661,1970.66244,2433.08246,41.0575,6101.77016,-210.22691,-10775.69196,10995.62803,19667.32947,5878.31081,1333.15783,-6787.76423,3109.54486,-12628.08166,-24591.26071,-1602.57865,-56055.57234,-6282.00179,-20799.65094,6365.01432,-2853.90009,8891.59119,17017.80276,-7439.94269,-24359.28372,2274.07557,-3049.77737,-25868.03313,-21905.09642,-7374.2554,-4246.76377,4512.67489,55423.02466,28359.89995,-13079.38885,8205.03932,8606.5724,17869.42661,1
-10.19229,-4.83796,-12.29145,-5.01278,-11.66985,-7.41498,-1375.94255,3650.27325,3016.16726,-6759.04453,-1559.01053,-3538.76926,16.37177,1988.26204,607.96249,-2954.03673,2604.77448,-4773.13653,2834.50878,-2281.0462,2206.38925,792.4401,763.1588,1786.84847,337.99473,-9228.13457,5068.26034,13924.74346,-21752.05262,-5031.73271,-9336.73188,6003.08409,878.90087,-10982.75725,12273.92183,14027.75413,5612.59058,601.70427,-3711.89412,-3165.09451,6093.99773,6845.78115,-5648.25997,19408.8077,4723.85885,8593.888,-14759.67672,208.60283,2160.07059,-5558.71929,3409.99164,-7112.88323,1557.1171,19820.8657,-8264.18875,5994.25529,21257.38417,25820.17333,-11502.60511,-322.30995,-14507.83826,-10751.60053,578.62275,1948.01325,2476.17949,-343.43564,6196.4444,-708.79721,-10727.68671,10706.92046,19399.44936,5843.09368,1567.88575,-7228.92845,3503.64987,-12267.04968,-24189.13643,-1585.38245,-55169.83659,-6612.53652,-20170.67803,6628.45774,-2459.82263,8805.84611,16218.29001,-7202.63533,-24151.60029,1547.13573,-2738.14037,-26264.55566,-21898.30005,-8244.75906,-3745.04345,4846.83678,55425.95372,29482.37654,-13048.03487,6811.05726,8782.46828,16894.47113,0
-10.37477,-4.60272,-11.95326,-5.20454,-11.84169,-7.56089,-1376.49094,3659.60505,3009.0288,-6755.31385,-1544.9205,-3551.51594,-13.47038,1981.59791,631.72765,-2895.9019,2597.03397,-4764.76903,2871.7784,-2314.45053,2139.81547,649.48611,689.71324,1819.28766,276.54047,-9148.50806,5209.32724,13842.32476,-21845.83266,-5039.85466,-9340.33512,6104.67942,982.90053,-11071.41189,12199.73597,14280.21628,5700.07738,658.09566,-3532.74739,-3050.54443,6245.06602,6971.72207,-5483.7201,19345.85947,4515.35201,8425.97671,-14573.48126,253.47242,2096.92224,-5491.98952,3326.61609,-7406.80994,1192.93119,19982.5429,-8063.54997,5689.81595,21152.81552,25705.63823,-11433.52651,-734.49896,-14648.07024,-10567.37268,721.93767,2047.95312,2579.20815,-240.76641,5613.6095,-69.09341,-10466.65915,10609.73404,19430.27525,5968.43525,1299.45671,-6819.80541,2676.12961,-12243.62154,-24180.12824,-1316.18742,-56058.02541,-6558.45247,-20276.97272,6412.54987,-3282.68728,9558.00224,15955.15563,-7770.1415,-24523.66914,1829.74045,-3955.95567,-25987.91148,-21854.43652,-7855.18487,-3587.51737,4676.8796,55195.00777,28280.53258,-12231.13676,7413.68751,8267.46639,16782.01399,0
-10.84143,-4.51784,-12.14903,-5.27572,-12.04942,-7.19647,-1374.32018,3636.62324,3008.10848,-6765.38052,-1537.5816,-3566.2032,-0.52117,1979.52537,667.64687,-2894.33727,2589.34095,-4799.47024,2883.65235,-2300.59021,2229.84434,640.17041,654.50886,1922.93274,293.08727,-9137.95436,5095.30959,13852.39929,-21858.80938,-5033.53708,-9251.42943,6040.74739,923.08976,-11080.49975,12078.48618,14166.54356,5714.73629,386.80437,-3669.33339,-3176.27784,6227.88887,6843.03594,-5695.10272,19515.8125,4458.22964,8695.9828,-14640.67125,214.15446,2194.39544,-5412.67497,3308.54803,-7206.69733,1405.97559,20124.19937,-7870.24249,5830.30006,21208.49296,25570.58034,-11356.80147,-615.5941,-14982.76908,-10866.49112,769.11529,2155.11605,2354.20271,292.16961,6413.41502,-168.31167,-10001.69217,11227.67249,19505.12174,6041.06327,1166.0611,-7005.5198,2982.68221,-11918.15286,-24015.43375,-1397.08196,-55920.38004,-6142.31638,-20470.86707,6453.9261,-3474.60916,9398.93948,16198.33714,-7111.18032,-24136.29333,2253.27885,-3741.85395,-25905.81593,-21776.05864,-7518.37287,-4280.69287,4279.35878,55107.07035,28206.03319,-13161.65558,7452.96079,8500.6162,16967.69835,1
-10.36857,-4.6241,-12.17627,-5.03625,-11.94335,-7.07424,-1372.50282,3641.43252,3016.33757,-6751.18642,-1548.59019,-3552.6168,-30.32328,1985.52101,615.16595,-2925.55973,2615.05618,-4755.54568,2821.18039,-2369.33067,2154.71912,583.40748,675.30556,1862.49299,348.74776,-9267.24978,5220.96993,13905.09483,-21775.70516,-5182.06424,-9385.02488,5909.37056,898.13902,-11028.0604,12235.44609,14203.2318,5596.77599,637.6432,-3716.70455,-3137.93324,6130.4925,6895.87878,-5650.39685,19449.86041,4652.19957,8582.52404,-14520.20705,259.37632,2204.4562,-5722.96154,3083.76403,-7216.01805,1337.0412,19761.88023,-8044.68935,5861.21525,21192.06105,25841.90293,-11360.3276,-305.11632,-14777.11748,-11085.55651,838.95262,2114.70837,2504.07487,149.77976,5838.38208,240.42633,-10139.38895,10522.98171,19237.95981,6014.04357,1312.25845,-7401.13755,2367.6512,-12343.68625,-24052.54598,-1407.03132,-55314.66124,-6398.8795,-20575.93935,6377.31018,-3665.77023,8417.27947,16327.09936,-7484.3797,-24289.05017,2334.44357,-2916.36737,-26734.36434,-21826.65458,-7425.06047,-3852.30956,3950.94316,55679.45775,29199.1218,-12273.14442,7233.82049,8226.77634,17426.75859,0
-10.93013,-4.58305,-12.39321,-5.17723,-11.96232,-7.04086,-1375.11577,3640.02352,3014.21716,-6754.21338,-1551.45591,-3557.46636,-0.18045,1970.76938,605.45396,-2933.68811,2586.55311,-4762.85034,2886.00374,-2210.82433,2149.29804,673.55304,741.23214,1821.09638,284.38285,-9191.24867,5093.13622,13831.33622,-21798.65772,-5053.96307,-9437.97421,5928.00345,987.86172,-10923.58067,12091.85442,14049.34661,5665.33936,514.07967,-3591.37786,-2965.28424,5891.0291,6725.3653,-5766.03636,19392.28876,4588.0365,8365.99645,-14677.07972,283.07777,2470.84753,-5566.8011,3692.13633,-7291.06418,1113.31732,20121.21953,-8059.28098,5808.68973,21408.60104,25791.13217,-11298.80669,-628.5679,-14702.41932,-10979.91673,1129.3517,2111.16154,2308.11798,484.44482,5961.94604,-580.66201,-10252.45403,11175.40108,19228.54567,6416.85715,1065.15967,-6870.44242,2736.29874,-12356.52604,-23976.82853,-1424.86937,-55210.3774,-6926.09646,-20458.34955,6094.74858,-2871.72705,9447.01857,16518.74692,-7303.28454,-24535.91568,1663.4603,-3228.78622,-26177.65309,-21337.4915,-7343.28052,-3987.97304,4251.76855,54985.55334,28915.66826,-13235.92883,7438.5111,9072.29434,17345.19469,0
-11.14324,-4.32899,-12.12924,-5.00243,-11.87974,-6.71929,-1375.49095,3657.6041,3015.31837,-6770.08084,-1556.85429,-3568.5016,-15.02244,1958.49011,633.03585,-2942.75497,2624.14961,-4732.4528,2888.72122,-2343.18633,2209.3771,680.11855,719.57792,1905.06005,244.50491,-9251.79575,5134.7059,13820.77452,-21823.89839,-5096.38775,-9345.07836,5957.60162,966.00013,-10945.78199,12260.07377,14282.59741,5619.37483,588.56256,-3540.73272,-3148.69992,6150.52474,6851.70893,-5541.7026,19301.61124,4625.13827,8721.15124,-14727.2621,379.82258,2380.38262,-5696.33961,3321.84612,-7059.2878,1348.9688,20291.55887,-8141.08316,5954.67138,21323.04925,25721.17288,-11233.96439,-734.09449,-14853.29735,-10609.23397,504.31286,2077.47697,2427.68793,326.82369,5956.42249,-138.38935,-10262.78638,11018.13285,19429.59111,6529.24251,920.34364,-7014.74725,3074.70868,-12083.74831,-24770.98567,-1453.80622,-55679.09366,-7029.82996,-20423.91093,6113.04,-3365.42442,8516.65524,16733.43656,-7499.2209,-24406.699,746.08636,-3278.53315,-25818.62873,-21768.85147,-6680.89262,-4122.72945,4201.6968,55040.2852,28487.20887,-12427.81526,7615.45687,8724.38109,17083.97502,0
-10.41801,-4.29396,-12.58028,-5.04393,-11.60359,-6.72585,-1375.31624,3650.42907,3002.81306,-6762.79614,-1549.08024,-3555.9726,-33.68485,1979.48058,627.77231,-2939.20411,2625.24236,-4785.65462,2909.45265,-2210.23407,2196.08637,703.29772,721.43778,1822.73536,349.73058,-9207.15799,5105.78393,13812.95105,-21863.56649,-5097.55185,-9262.90847,6023.57385,981.22016,-10937.62978,11920.83105,14237.64898,5786.22604,668.97359,-3497.96227,-3307.57612,6073.83177,6960.55516,-5658.40964,19256.46252,4523.2404,8620.44994,-14717.11986,313.29583,2250.31697,-5541.38829,3248.46029,-7084.54522,1498.1788,19982.50182,-7987.13322,5629.4933,21494.2154,25795.9262,-11424.4776,-495.6887,-14832.83846,-10981.35001,704.14011,1992.48202,2580.34729,-468.63221,5646.46559,-74.11567,-10393.03246,10932.8175,19854.64453,5707.18628,1473.5767,-6873.39894,2723.49839,-12219.563,-24327.4671,-1260.71169,-55788.81122,-6682.86849,-20652.20556,6605.05525,-2172.04397,9052.8164,16680.58945,-7248.84781,-24153.78676,1702.24573,-3428.19245,-26269.60214,-21442.85865,-7045.02453,-4054.6584,4771.64679,55368.24771,28754.05328,-12694.77177,7373.05102,8705.31076,17702.17869,1
-10.45991,-4.50089,-12.30084,-5.2256,-11.95899,-6.27425,-1374.83144,3646.55585,3001.31765,-6759.3363,-1536.36251,-3554.92461,-19.99575,1950.30106,614.16531,-2944.68914,2593.28555,-4776.36755,2913.53556,-2288.96581,2183.35212,671.58571,753.53039,1829.31207,221.85656,-9221.07271,5040.86624,13893.36388,-21839.26777,-5019.35692,-9255.67935,6039.94568,1004.48238,-11106.76927,12268.89444,14144.12947,5680.37,563.19273,-3762.44643,-2990.22763,6198.52452,6813.5085,-5697.58564,19289.96965,4639.61017,8429.66143,-14729.65167,241.1092,2169.88065,-5529.04706,3546.6941,-7125.22871,1718.54547,20199.72636,-7922.57671,5712.2808,21348.43573,25563.16999,-11047.81408,-621.74366,-14799.55046,-10706.04266,455.48918,2151.50861,2307.39599,195.66261,6089.71678,-259.80859,-10620.2067,10362.24033,19754.65391,5834.86223,1487.45942,-6774.4716,2643.61307,-12249.1357,-24535.5489,-1346.61586,-55377.78223,-6213.54314,-20201.11491,6216.73779,-2788.03282,8963.0445,15897.73399,-7247.71373,-23867.27484,1617.58025,-3711.53977,-25796.52799,-21835.82572,-7001.20587,-3310.20066,4992.97952,55058.75859,28066.48623,-12835.61178,7317.11062,8705.72878,17485.1126,1
-10.66056,-4.87733,-12.33969,-5.26305,-11.5834,-7.33856,-1374.39246,3638.11495,3009.76017,-6770.48756,-1555.06977,-3584.06507,-4.60798,1978.40698,639.60381,-2938.75398,2581.52828,-4721.84749,2858.85386,-2276.39693,2173.84909,680.74509,758.88609,1882.23612,339.06354,-9240.94222,5125.87946,13891.498,-21804.64793,-5196.75992,-9316.49206,6051.18791,1004.25395,-11017.53212,12097.9625,14316.29895,5609.39029,612.81292,-3330.23406,-3187.96916,6013.76452,6856.36776,-5762.91305,19370.89076,4623.60763,8662.97343,-14711.47985,260.23493,2158.59154,-5735.43911,3547.12556,-6767.00803,1090.69857,19896.1441,-8142.19154,5434.65798,21174.25846,25594.69587,-11022.54687,-85.48073,-15115.22023,-10444.16818,715.26186,2051.37419,2596.25339,-4.49664,5691.0445,65.65621,-10119.15874,10613.45968,19382.23679,5578.96406,1006.71398,-6729.39451,3090.60591,-12458.03644,-24482.00421,-1490.17149,-55644.19646,-6266.32157,-20991.91679,6328.11886,-2908.26509,9390.29149,15874.49717,-7191.51141,-23840.37537,1096.22693,-3253.22871,-25840.01688,-22200.26974,-7358.59138,-4312.42235,4607.25177,54924.29968,28053.94534,-12498.64749,7014.29147,8450.04791,17611.74161,1
-10.79151,-4.45614,-12.29683,-5.29075,-11.39736,-6.95505,-1370.71421,3656.65527,3019.25624,-6766.51911,-1570.89354,-3548.24906,-43.90733,1979.82711,608.27957,-2936.02884,2561.23283,-4750.12119,2870.29427,-2299.63855,2187.79152,653.84805,734.51143,1888.0057,285.18637,-9326.81321,5073.75332,13831.80872,-21826.72925,-5101.11575,-9356.92159,6006.7212,1058.02286,-10915.8408,12040.42852,14162.4811,5726.46637,687.00117,-3532.65311,-3174.58176,6095.88077,6916.04708,-5663.9522,19470.79205,4558.3197,8442.32205,-14675.06915,267.2331,2340.85676,-5365.95972,3551.42947,-7256.23538,1225.3363,20000.93574,-8161.60504,5816.76596,21103.31434,25816.34234,-10948.21917,-381.61655,-14685.68254,-10738.1573,894.46355,1780.6001,2852.04651,-133.58283,5932.08974,-356.93214,-10382.03297,10764.04499,19635.67192,6009.81982,1276.18682,-7086.26722,2564.3318,-12127.03206,-24175.64567,-1643.976,-55830.01963,-6302.53861,-21033.43091,6427.24811,-2392.07979,9477.1778,16115.72319,-6656.67664,-23784.72914,1866.39319,-3026.56913,-26189.08323,-22119.75529,-7613.47983,-4187.93887,4963.82451,54494.02414,28114.27779,-12370.8029,7900.8886,8334.45609,17179.47209,1
-10.77075,-5.26244,-12.68668,-4.32465,-11.50068,-7.6737,-1380.91764,3640.75598,3019.29672,-6761.94614,-1572.51396,-3553.94453,16.41158,1954.60579,612.64488,-2916.24681,2602.06921,-4737.4902,2940.90675,-2334.3012,2178.98138,653.22088,718.37132,1825.57167,298.13416,-9209.44114,5164.12214,13883.42633,-21903.32362,-5045.06504,-9269.54986,6109.03345,878.91505,-10974.95273,12086.57679,14094.54254,5488.78786,704.54055,-3714.87014,-3128.64634,5974.6214,6837.67513,-5778.88101,19538.8871,4546.89472,8572.79555,-14713.94239,198.05447,2222.25989,-6004.80724,3385.47284,-7058.46604,1338.92894,20162.75662,-8134.7313,5911.27681,21404.7841,25753.7962,-11451.99648,-814.75987,-14828.64909,-10702.63149,466.96301,2113.76646,2359.84499,-330.25679,6185.77098,-59.72546,-10917.72567,11022.3361,19497.98772,6006.78386,987.43587,-7186.67374,2900.95495,-13191.98151,-23868.23242,-1612.77345,-54885.36575,-6378.6152,-20452.74922,6570.2909,-2365.09564,9140.67656,15954.57096,-7307.44853,-23759.01085,1688.98915,-2860.08256,-25592.0158,-21558.40101,-7279.47025,-3843.21632,4393.13308,55737.83028,28001.34667,-13358.28636,7074.19496,8905.88341,16976.41148,1
