inst#	actual	predicted	error	distribution	
698	1:0	2:1	+	0.345	*0.655
699	1:0	1:0		*0.738	0.262
700	1:0	2:1	+	0.192	*0.808
701	1:0	1:0		*0.557	0.443
702	1:0	2:1	+	0.498	*0.502
703	1:0	2:1	+	0.361	*0.639
704	1:0	2:1	+	0.357	*0.643
705	1:0	2:1	+	0.305	*0.695
706	1:0	2:1	+	0.24	*0.76
707	1:0	2:1	+	0.205	*0.795
708	1:0	2:1	+	0.421	*0.579
709	1:0	1:0		*0.881	0.119
710	1:0	1:0		*0.535	0.465
711	1:0	1:0		*0.704	0.296
712	1:0	2:1	+	0.315	*0.685
713	1:0	1:0		*0.662	0.338
714	1:0	1:0		*0.504	0.496
715	1:0	1:0		*0.643	0.357
716	1:0	1:0		*0.553	0.447
717	1:0	1:0		*0.849	0.151
718	1:0	1:0		*0.605	0.395
719	1:0	1:0		*0.573	0.427
720	1:0	1:0		*0.601	0.399
721	1:0	2:1	+	0.109	*0.891
722	1:0	1:0		*0.769	0.231
723	1:0	2:1	+	0.109	*0.891
724	1:0	2:1	+	0.181	*0.819
725	1:0	2:1	+	0.248	*0.752
726	1:0	2:1	+	0.246	*0.754
727	1:0	1:0		*0.712	0.288
728	1:0	1:0		*0.707	0.293
729	1:0	1:0		*0.525	0.475
730	1:0	2:1	+	0.153	*0.847
731	1:0	1:0		*0.868	0.132
732	1:0	1:0		*0.885	0.115
733	1:0	1:0		*0.508	0.492
734	1:0	1:0		*0.783	0.217
735	1:0	2:1	+	0.465	*0.535
736	1:0	2:1	+	0.367	*0.633
737	1:0	1:0		*0.635	0.365
738	1:0	1:0		*0.827	0.173
739	1:0	2:1	+	0.351	*0.649
740	1:0	2:1	+	0.198	*0.802
741	1:0	2:1	+	0.092	*0.908
742	1:0	2:1	+	0.494	*0.506
743	1:0	1:0		*0.523	0.477
744	1:0	1:0		*0.966	0.034
745	1:0	2:1	+	0.427	*0.573
746	1:0	1:0		*0.801	0.199
747	1:0	1:0		*0.553	0.447
748	1:0	1:0		*0.557	0.443
749	1:0	2:1	+	0.45	*0.55
750	1:0	1:0		*0.968	0.032
751	1:0	1:0		*0.713	0.287
752	1:0	2:1	+	0.311	*0.689
753	1:0	2:1	+	0.067	*0.933
754	1:0	2:1	+	0.289	*0.711
755	1:0	1:0		*0.664	0.336
756	1:0	1:0		*0.563	0.437
757	1:0	1:0		*0.794	0.206
758	1:0	1:0		*0.884	0.116
759	1:0	2:1	+	0.246	*0.754
760	1:0	2:1	+	0.044	*0.956
761	1:0	2:1	+	0.261	*0.739
762	1:0	2:1	+	0.334	*0.666
763	1:0	2:1	+	0.477	*0.523
764	1:0	1:0		*0.769	0.231
765	1:0	1:0		*0.666	0.334
766	1:0	2:1	+	0.393	*0.607
767	1:0	1:0		*0.567	0.433
768	1:0	1:0		*0.508	0.492
769	1:0	1:0		*0.718	0.282
770	1:0	2:1	+	0.128	*0.872
771	1:0	2:1	+	0.305	*0.695
772	1:0	2:1	+	0.413	*0.587
773	1:0	2:1	+	0.113	*0.887
774	1:0	2:1	+	0.227	*0.773
775	1:0	2:1	+	0.363	*0.637
776	1:0	1:0		*0.567	0.433
777	1:0	1:0		*0.877	0.123
778	1:0	1:0		*0.661	0.339
779	1:0	2:1	+	0.157	*0.843
780	1:0	1:0		*0.734	0.266
781	1:0	1:0		*0.731	0.269
782	1:0	1:0		*0.573	0.427
783	1:0	2:1	+	0.214	*0.786
784	1:0	2:1	+	0.195	*0.805
785	1:0	1:0		*0.747	0.253
786	1:0	2:1	+	0.221	*0.779
787	1:0	2:1	+	0.282	*0.718
788	1:0	2:1	+	0.179	*0.821
789	1:0	2:1	+	0.463	*0.537
790	1:0	1:0		*0.845	0.155
791	1:0	2:1	+	0.287	*0.713
792	1:0	1:0		*0.646	0.354
793	1:0	1:0		*0.97	0.03
794	1:0	1:0		*0.639	0.361
795	1:0	2:1	+	0.411	*0.589
796	1:0	1:0		*0.657	0.343
797	1:0	2:1	+	0.049	*0.951
798	1:0	1:0		*0.816	0.184
799	1:0	2:1	+	0.092	*0.908
800	1:0	2:1	+	0.423	*0.577
801	1:0	1:0		*0.898	0.102
802	1:0	1:0		*0.815	0.185
803	1:0	2:1	+	0.232	*0.768
804	1:0	2:1	+	0.065	*0.935
805	1:0	2:1	+	0.371	*0.629
806	1:0	1:0		*0.707	0.293
807	1:0	2:1	+	0.208	*0.792
808	1:0	1:0		*0.593	0.407
809	1:0	2:1	+	0.17	*0.83
810	1:0	1:0		*0.533	0.467
811	1:0	1:0		*0.533	0.467
812	1:0	1:0		*0.908	0.092
813	1:0	2:1	+	0.143	*0.857
814	1:0	2:1	+	0.463	*0.537
815	1:0	2:1	+	0.242	*0.758
816	1:0	1:0		*0.76	0.24
817	1:0	2:1	+	0.367	*0.633
818	1:0	2:1	+	0.44	*0.56
819	1:0	1:0		*0.852	0.148
820	1:0	1:0		*0.525	0.475
821	1:0	2:1	+	0.206	*0.794
822	1:0	1:0		*0.749	0.251
823	1:0	1:0		*0.841	0.159
824	1:0	1:0		*0.677	0.323
825	1:0	2:1	+	0.32	*0.68
826	1:0	1:0		*0.947	0.053
827	1:0	2:1	+	0.467	*0.533
828	1:0	2:1	+	0.214	*0.786
829	1:0	1:0		*0.813	0.187
830	1:0	1:0		*0.639	0.361
831	1:0	1:0		*0.585	0.415
832	1:0	2:1	+	0.235	*0.765
833	1:0	1:0		*0.744	0.256
834	1:0	2:1	+	0.3	*0.7
835	1:0	2:1	+	0.385	*0.615
836	1:0	2:1	+	0.24	*0.76
837	1:0	2:1	+	0.359	*0.641
838	1:0	1:0		*0.881	0.119
839	1:0	2:1	+	0.081	*0.919
840	1:0	2:1	+	0.105	*0.895
841	1:0	2:1	+	0.363	*0.637
842	1:0	1:0		*0.859	0.141
843	1:0	1:0		*0.735	0.265
844	1:0	2:1	+	0.355	*0.645
845	1:0	2:1	+	0.485	*0.515
846	1:0	1:0		*0.659	0.341
847	1:0	1:0		*0.705	0.295
848	1:0	1:0		*0.671	0.329
849	1:0	2:1	+	0.24	*0.76
850	1:0	2:1	+	0.353	*0.647
851	1:0	1:0		*0.757	0.243
852	1:0	1:0		*0.771	0.229
853	1:0	2:1	+	0.487	*0.513
854	1:0	2:1	+	0.324	*0.676
855	1:0	2:1	+	0.423	*0.577
856	1:0	1:0		*0.855	0.145
857	1:0	1:0		*0.712	0.288
858	1:0	1:0		*0.65	0.35
859	1:0	1:0		*0.926	0.074
860	1:0	2:1	+	0.383	*0.617
861	1:0	2:1	+	0.282	*0.718
862	1:0	1:0		*0.514	0.486
863	1:0	2:1	+	0.33	*0.67
864	1:0	1:0		*0.829	0.171
865	1:0	2:1	+	0.135	*0.865
866	1:0	2:1	+	0.469	*0.531
867	1:0	1:0		*0.851	0.149
868	1:0	1:0		*0.877	0.123
869	1:0	2:1	+	0.227	*0.773
870	1:0	1:0		*0.527	0.473
871	1:0	2:1	+	0.363	*0.637
872	1:0	1:0		*0.726	0.274
873	1:0	2:1	+	0.266	*0.734
874	1:0	2:1	+	0.375	*0.625
875	1:0	1:0		*0.51	0.49
876	1:0	1:0		*0.702	0.298
877	1:0	1:0		*0.593	0.407
878	1:0	1:0		*0.791	0.209
879	1:0	2:1	+	0.393	*0.607
880	1:0	2:1	+	0.381	*0.619
881	1:0	1:0		*0.525	0.475
882	1:0	2:1	+	0.128	*0.872
883	1:0	1:0		*0.585	0.415
884	1:0	2:1	+	0.256	*0.744
885	1:0	2:1	+	0.086	*0.914
886	1:0	2:1	+	0.291	*0.709
887	1:0	1:0		*0.587	0.413
888	1:0	1:0		*0.896	0.104
889	1:0	2:1	+	0.128	*0.872
890	1:0	1:0		*0.531	0.469
891	1:0	1:0		*0.737	0.263
892	1:0	1:0		*0.757	0.243
893	1:0	1:0		*0.557	0.443
894	1:0	1:0		*0.82	0.18
895	1:0	1:0		*0.614	0.386
896	1:0	2:1	+	0.498	*0.502
897	1:0	1:0		*0.794	0.206
898	1:0	1:0		*0.525	0.475
899	1:0	1:0		*0.571	0.429
900	1:0	1:0		*0.641	0.359
901	1:0	1:0		*0.773	0.227
902	1:0	1:0		*0.886	0.114
903	1:0	2:1	+	0.363	*0.637
904	1:0	1:0		*0.635	0.365
905	1:0	1:0		*0.605	0.395
906	1:0	1:0		*0.571	0.429
907	1:0	2:1	+	0.302	*0.698
908	1:0	1:0		*0.717	0.283
909	1:0	2:1	+	0.477	*0.523
910	1:0	1:0		*0.67	0.33
911	1:0	1:0		*0.69	0.31
912	1:0	2:1	+	0.175	*0.825
913	1:0	1:0		*0.541	0.459
914	1:0	2:1	+	0.246	*0.754
915	1:0	1:0		*0.68	0.32
916	1:0	2:1	+	0.341	*0.659
917	1:0	1:0		*0.894	0.106
918	1:0	1:0		*0.677	0.323
919	1:0	2:1	+	0.153	*0.847
920	1:0	1:0		*0.624	0.376
921	1:0	2:1	+	0.148	*0.852
922	1:0	2:1	+	0.492	*0.508
923	1:0	1:0		*0.529	0.471
924	1:0	2:1	+	0.429	*0.571
925	1:0	2:1	+	0.211	*0.789
926	1:0	1:0		*0.781	0.219
927	1:0	1:0		*0.65	0.35
928	1:0	2:1	+	0.1	*0.9
929	1:0	2:1	+	0.413	*0.587
930	1:0	1:0		*0.626	0.374
931	1:0	2:1	+	0.393	*0.607
932	1:0	2:1	+	0.266	*0.734
933	1:0	1:0		*0.944	0.056
934	1:0	1:0		*0.675	0.325
935	1:0	2:1	+	0.401	*0.599
936	1:0	1:0		*0.712	0.288
937	1:0	2:1	+	0.315	*0.685
938	1:0	1:0		*0.68	0.32
939	1:0	2:1	+	0.463	*0.537
940	1:0	2:1	+	0.481	*0.519
941	1:0	1:0		*0.577	0.423
942	1:0	1:0		*0.752	0.248
943	1:0	1:0		*0.715	0.285
944	1:0	1:0		*0.741	0.259
945	1:0	1:0		*0.755	0.245
946	1:0	2:1	+	0.419	*0.581
947	1:0	2:1	+	0.105	*0.895
948	1:0	1:0		*0.901	0.099
949	1:0	1:0		*0.652	0.348
950	1:0	2:1	+	0.359	*0.641
951	1:0	2:1	+	0.326	*0.674
952	1:0	2:1	+	0.22	*0.78
953	1:0	2:1	+	0.119	*0.881
954	1:0	1:0		*0.573	0.427
955	1:0	1:0		*0.579	0.421
956	1:0	1:0		*0.762	0.238
957	1:0	2:1	+	0.084	*0.916
958	1:0	1:0		*0.581	0.419
959	1:0	1:0		*0.508	0.492
960	1:0	1:0		*0.519	0.481
961	1:0	2:1	+	0.492	*0.508
962	1:0	1:0		*0.764	0.236
963	1:0	2:1	+	0.238	*0.762
964	1:0	2:1	+	0.077	*0.923
965	1:0	2:1	+	0.363	*0.637
966	1:0	2:1	+	0.421	*0.579
967	1:0	2:1	+	0.143	*0.857
968	1:0	2:1	+	0.381	*0.619
969	1:0	1:0		*0.898	0.102
970	1:0	2:1	+	0.436	*0.564
971	1:0	1:0		*0.836	0.164
972	1:0	1:0		*0.637	0.363
973	1:0	2:1	+	0.405	*0.595
974	1:0	1:0		*0.67	0.33
975	1:0	2:1	+	0.187	*0.813
976	1:0	1:0		*0.732	0.268
977	1:0	1:0		*0.644	0.356
978	1:0	2:1	+	0.454	*0.546
979	1:0	2:1	+	0.421	*0.579
980	1:0	1:0		*0.687	0.313
981	1:0	2:1	+	0.413	*0.587
982	1:0	1:0		*0.884	0.116
983	1:0	1:0		*0.832	0.168
984	1:0	1:0		*0.646	0.354
985	1:0	1:0		*0.827	0.173
986	1:0	1:0		*0.547	0.453
987	1:0	1:0		*0.565	0.435
988	1:0	2:1	+	0.454	*0.546
989	1:0	2:1	+	0.334	*0.666
990	1:0	1:0		*0.763	0.237
991	1:0	1:0		*0.72	0.28
992	1:0	1:0		*0.753	0.247
993	1:0	2:1	+	0.251	*0.749
994	1:0	2:1	+	0.498	*0.502
995	1:0	2:1	+	0.467	*0.533
996	1:0	2:1	+	0.385	*0.615
997	1:0	2:1	+	0.133	*0.867
998	1:0	2:1	+	0.23	*0.77
999	1:0	2:1	+	0.131	*0.869
1000	1:0	2:1	+	0.044	*0.956
1001	1:0	1:0		*0.705	0.295
1002	1:0	2:1	+	0.415	*0.585
1003	1:0	2:1	+	0.479	*0.521
1004	1:0	2:1	+	0.211	*0.789
1005	1:0	2:1	+	0.291	*0.709
1006	1:0	2:1	+	0.431	*0.569
1007	1:0	2:1	+	0.326	*0.674
1008	1:0	2:1	+	0.238	*0.762
1009	1:0	2:1	+	0.039	*0.961
1010	1:0	1:0		*0.951	0.049
1011	1:0	1:0		*0.707	0.293
1012	1:0	2:1	+	0.109	*0.891
1013	1:0	2:1	+	0.272	*0.728
1014	1:0	2:1	+	0.184	*0.816
1015	1:0	1:0		*0.603	0.397
1016	1:0	1:0		*0.71	0.29
1017	1:0	2:1	+	0.485	*0.515
1018	1:0	2:1	+	0.291	*0.709
1019	1:0	1:0		*0.743	0.257
1020	1:0	2:1	+	0.133	*0.867
1021	1:0	2:1	+	0.128	*0.872
1022	1:0	1:0		*0.527	0.473
1023	1:0	1:0		*0.567	0.433
1024	1:0	1:0		*0.659	0.341
1025	1:0	2:1	+	0.427	*0.573
1026	1:0	2:1	+	0.16	*0.84
1027	1:0	2:1	+	0.217	*0.783
1028	1:0	2:1	+	0.019	*0.981
1029	1:0	1:0		*0.877	0.123
1030	1:0	1:0		*0.731	0.269
1031	1:0	1:0		*0.601	0.399
1032	1:0	2:1	+	0.203	*0.797
1033	1:0	1:0		*0.682	0.318
1034	1:0	2:1	+	0.429	*0.571
1035	1:0	2:1	+	0.273	*0.727
1036	1:0	2:1	+	0.427	*0.573
1037	1:0	1:0		*0.508	0.492
1038	1:0	2:1	+	0.494	*0.506
1039	1:0	1:0		*0.814	0.186
1040	1:0	2:1	+	0.405	*0.595
1041	1:0	2:1	+	0.485	*0.515
1042	1:0	2:1	+	0.212	*0.788
1043	1:0	1:0		*0.835	0.165
1044	1:0	2:1	+	0.485	*0.515
1045	1:0	2:1	+	0.446	*0.554
1046	1:0	2:1	+	0.326	*0.674
1047	1:0	2:1	+	0.128	*0.872
1048	1:0	2:1	+	0.126	*0.874
1049	1:0	2:1	+	0.401	*0.599
1050	1:0	2:1	+	0.305	*0.695
1051	1:0	1:0		*0.682	0.318
1052	1:0	2:1	+	0.444	*0.556
1053	1:0	2:1	+	0.293	*0.707
1054	1:0	1:0		*0.856	0.144
1055	1:0	2:1	+	0.324	*0.676
1056	1:0	2:1	+	0.105	*0.895
1057	1:0	2:1	+	0.198	*0.802
1058	1:0	2:1	+	0.351	*0.649
1059	1:0	1:0		*0.508	0.492
1060	1:0	1:0		*0.531	0.469
1061	1:0	1:0		*0.591	0.409
1062	1:0	1:0		*0.718	0.282
1063	1:0	1:0		*0.738	0.262
1064	1:0	2:1	+	0.122	*0.878
1065	1:0	1:0		*0.689	0.311
1066	1:0	2:1	+	0.092	*0.908
1067	1:0	1:0		*0.677	0.323
1068	1:0	2:1	+	0.431	*0.569
1069	1:0	2:1	+	0.419	*0.581
1070	1:0	2:1	+	0.337	*0.663
1071	1:0	2:1	+	0.448	*0.552
1072	1:0	1:0		*0.51	0.49
1073	1:0	2:1	+	0.184	*0.816
1074	1:0	1:0		*0.887	0.113
1075	1:0	2:1	+	0.411	*0.589
1076	1:0	1:0		*0.575	0.425
1077	1:0	1:0		*0.67	0.33
1078	1:0	1:0		*0.717	0.283
1079	1:0	1:0		*0.783	0.217
1080	1:0	2:1	+	0.471	*0.529
1081	1:0	2:1	+	0.198	*0.802
1082	1:0	2:1	+	0.427	*0.573
1083	1:0	2:1	+	0.121	*0.879
1084	1:0	2:1	+	0.473	*0.527
1085	1:0	1:0		*0.801	0.199
1086	1:0	2:1	+	0.494	*0.506
1087	1:0	2:1	+	0.471	*0.529
1088	1:0	1:0		*0.886	0.114
1089	1:0	2:1	+	0.261	*0.739
1090	1:0	2:1	+	0.181	*0.819
1091	1:0	1:0		*0.912	0.088
1092	1:0	1:0		*0.755	0.245
1093	1:0	1:0		*0.591	0.409
1094	1:0	1:0		*0.563	0.437
1095	1:0	2:1	+	0.393	*0.607
1096	1:0	1:0		*0.657	0.343
1097	1:0	2:1	+	0.49	*0.51
1098	1:0	1:0		*0.563	0.437
1099	1:0	2:1	+	0.28	*0.72
1100	1:0	2:1	+	0.294	*0.706
1101	1:0	2:1	+	0.175	*0.825
1102	1:0	2:1	+	0.198	*0.802
1103	1:0	1:0		*0.879	0.121
1104	1:0	1:0		*0.702	0.298
1105	1:0	1:0		*0.622	0.378
1106	1:0	1:0		*0.952	0.048
1107	1:0	1:0		*0.531	0.469
1108	1:0	1:0		*0.683	0.317
1109	1:0	1:0		*0.718	0.282
1110	1:0	1:0		*0.571	0.429
1111	1:0	1:0		*0.67	0.33
1112	1:0	2:1	+	0.118	*0.882
1113	1:0	2:1	+	0.415	*0.585
1114	1:0	2:1	+	0.192	*0.808
1115	1:0	2:1	+	0.494	*0.506
1116	1:0	2:1	+	0.307	*0.693
1117	1:0	2:1	+	0.465	*0.535
1118	1:0	2:1	+	0.469	*0.531
1119	1:0	1:0		*0.75	0.25
1120	1:0	2:1	+	0.128	*0.872
1121	1:0	2:1	+	0.16	*0.84
1122	1:0	2:1	+	0.353	*0.647
1123	1:0	2:1	+	0.49	*0.51
1124	1:0	1:0		*0.906	0.094
1125	1:0	2:1	+	0.302	*0.698
1126	1:0	2:1	+	0.294	*0.706
1127	1:0	2:1	+	0.305	*0.695
1128	1:0	1:0		*0.72	0.28
1129	1:0	2:1	+	0.098	*0.902
1130	1:0	2:1	+	0.277	*0.723
1131	1:0	1:0		*0.633	0.367
1132	1:0	2:1	+	0.446	*0.554
1133	1:0	1:0		*0.812	0.188
1134	1:0	1:0		*0.737	0.263
1135	1:0	2:1	+	0.339	*0.661
1136	1:0	1:0		*0.726	0.274
1137	1:0	1:0		*0.697	0.303
1138	1:0	2:1	+	0.135	*0.865
1139	1:0	2:1	+	0.379	*0.621
1140	1:0	2:1	+	0.415	*0.585
1141	1:0	1:0		*0.618	0.382
1142	1:0	1:0		*0.504	0.496
1143	1:0	2:1	+	0.084	*0.916
1144	1:0	2:1	+	0.067	*0.933
1145	1:0	1:0		*0.69	0.31
1146	1:0	2:1	+	0.463	*0.537
1147	1:0	2:1	+	0.304	*0.696
1148	1:0	2:1	+	0.353	*0.647
1149	1:0	1:0		*0.69	0.31
1150	1:0	1:0		*0.806	0.194
1151	1:0	2:1	+	0.44	*0.56
1152	1:0	2:1	+	0.487	*0.513
1153	1:0	2:1	+	0.272	*0.728
1154	1:0	2:1	+	0.095	*0.905
1155	1:0	2:1	+	0.399	*0.601
1156	1:0	1:0		*0.806	0.194
1157	1:0	1:0		*0.709	0.291
1158	1:0	1:0		*0.652	0.348
1159	1:0	2:1	+	0.045	*0.955
1160	1:0	1:0		*0.702	0.298
1161	1:0	2:1	+	0.161	*0.839
1162	1:0	1:0		*0.756	0.244
1163	1:0	2:1	+	0.334	*0.666
1164	1:0	1:0		*0.583	0.417
1165	1:0	2:1	+	0.284	*0.716
1166	1:0	2:1	+	0.413	*0.587
1167	1:0	1:0		*0.664	0.336
1168	1:0	2:1	+	0.377	*0.623
1169	1:0	2:1	+	0.286	*0.714
1170	1:0	2:1	+	0.421	*0.579
1171	1:0	1:0		*0.805	0.195
1172	1:0	1:0		*0.535	0.465
1173	1:0	2:1	+	0.26	*0.74
1174	1:0	1:0		*0.814	0.186
1175	1:0	2:1	+	0.107	*0.893
1176	1:0	2:1	+	0.191	*0.809
1177	1:0	2:1	+	0.311	*0.689
1178	1:0	2:1	+	0.147	*0.853
1179	1:0	1:0		*0.853	0.147
1180	1:0	2:1	+	0.403	*0.597
1181	1:0	1:0		*0.685	0.315
1182	1:0	1:0		*0.689	0.311
1183	1:0	1:0		*0.794	0.206
1184	1:0	2:1	+	0.253	*0.747
1185	1:0	2:1	+	0.286	*0.714
1186	1:0	2:1	+	0.159	*0.841
1187	1:0	1:0		*0.661	0.339
1188	1:0	1:0		*0.851	0.149
1189	1:0	1:0		*0.801	0.199
1190	1:0	2:1	+	0.393	*0.607
1191	1:0	2:1	+	0.205	*0.795
1192	1:0	2:1	+	0.359	*0.641
1193	1:0	2:1	+	0.444	*0.556
1194	1:0	2:1	+	0.423	*0.577
1195	1:0	2:1	+	0.032	*0.968
1196	1:0	1:0		*0.678	0.322
1197	1:0	2:1	+	0.419	*0.581
1198	1:0	1:0		*0.547	0.453
1199	1:0	2:1	+	0.072	*0.928
1200	1:0	2:1	+	0.335	*0.665
1201	1:0	2:1	+	0.238	*0.762
1202	1:0	1:0		*0.82	0.18
1203	1:0	2:1	+	0.371	*0.629
1204	1:0	1:0		*0.924	0.076
1205	1:0	1:0		*0.791	0.209
1206	1:0	2:1	+	0.475	*0.525
1207	1:0	2:1	+	0.291	*0.709
1208	1:0	1:0		*0.678	0.322
1209	1:0	2:1	+	0.273	*0.727
1210	1:0	2:1	+	0.349	*0.651
1211	1:0	2:1	+	0.066	*0.934
1212	1:0	1:0		*0.599	0.401
1213	1:0	1:0		*0.639	0.361
1214	1:0	2:1	+	0.419	*0.581
1215	1:0	1:0		*0.573	0.427
1216	1:0	2:1	+	0.458	*0.542
1217	1:0	2:1	+	0.421	*0.579
1218	1:0	1:0		*0.525	0.475
1219	1:0	1:0		*0.69	0.31
1220	1:0	2:1	+	0.444	*0.556
1221	1:0	2:1	+	0.405	*0.595
1222	1:0	2:1	+	0.371	*0.629
1223	1:0	1:0		*0.775	0.225
1224	1:0	2:1	+	0.471	*0.529
1225	1:0	1:0		*0.808	0.192
1226	1:0	2:1	+	0.106	*0.894
1227	1:0	1:0		*0.654	0.346
1228	1:0	2:1	+	0.3	*0.7
1229	1:0	1:0		*0.839	0.161
1230	1:0	1:0		*0.537	0.463
1231	1:0	1:0		*0.827	0.173
1232	1:0	1:0		*0.697	0.303
1233	1:0	2:1	+	0.009	*0.991
1234	1:0	1:0		*0.8	0.2
1235	1:0	1:0		*0.713	0.287
1236	1:0	2:1	+	0.377	*0.623
1237	1:0	1:0		*0.835	0.165
1238	1:0	2:1	+	0.475	*0.525
1239	1:0	2:1	+	0.44	*0.56
1240	1:0	1:0		*0.855	0.145
1241	1:0	2:1	+	0.473	*0.527
1242	1:0	1:0		*0.72	0.28
1243	1:0	2:1	+	0.105	*0.895
1244	1:0	1:0		*0.846	0.154
1245	1:0	2:1	+	0.485	*0.515
1246	1:0	2:1	+	0.337	*0.663
1247	1:0	2:1	+	0.253	*0.747
1248	1:0	2:1	+	0.458	*0.542
1249	1:0	2:1	+	0.272	*0.728
1250	1:0	2:1	+	0.326	*0.674
1251	1:0	1:0		*0.541	0.459
1252	1:0	1:0		*0.641	0.359
1253	1:0	2:1	+	0.27	*0.73
1254	1:0	2:1	+	0.11	*0.89
1255	1:0	2:1	+	0.286	*0.714
1256	1:0	1:0		*0.583	0.417
1257	1:0	2:1	+	0.08	*0.92
1258	1:0	1:0		*0.521	0.479
1259	1:0	1:0		*0.887	0.113
1260	1:0	1:0		*0.549	0.451
1261	1:0	2:1	+	0.141	*0.859
1262	1:0	2:1	+	0.189	*0.811
1263	1:0	1:0		*0.666	0.334
1264	1:0	1:0		*0.573	0.427
1265	1:0	1:0		*0.595	0.405
1266	1:0	2:1	+	0.45	*0.55
1267	1:0	1:0		*0.551	0.449
1268	1:0	2:1	+	0.405	*0.595
1269	1:0	2:1	+	0.062	*0.938
1270	1:0	1:0		*0.755	0.245
1271	1:0	1:0		*0.595	0.405
1272	1:0	1:0		*0.795	0.205
1273	1:0	2:1	+	0.456	*0.544
1274	1:0	2:1	+	0.381	*0.619
1275	1:0	2:1	+	0.309	*0.691
1276	1:0	2:1	+	0.146	*0.854
1277	1:0	1:0		*0.829	0.171
1278	1:0	1:0		*0.931	0.069
1279	1:0	1:0		*0.648	0.352
1280	1:0	2:1	+	0.109	*0.891
1281	1:0	1:0		*0.593	0.407
1282	1:0	2:1	+	0.263	*0.737
1283	1:0	1:0		*0.637	0.363
1284	1:0	1:0		*0.678	0.322
1285	1:0	1:0		*0.565	0.435
1286	1:0	1:0		*0.508	0.492
1287	1:0	1:0		*0.725	0.275
1288	1:0	2:1	+	0.343	*0.657
1289	1:0	2:1	+	0.481	*0.519
1290	1:0	2:1	+	0.129	*0.871
1291	1:0	2:1	+	0.302	*0.698
1292	1:0	2:1	+	0.15	*0.85
1293	1:0	2:1	+	0.305	*0.695
1294	1:0	2:1	+	0.446	*0.554
1295	1:0	1:0		*0.854	0.146
1296	1:0	2:1	+	0.427	*0.573
1297	1:0	1:0		*0.575	0.425
1298	1:0	1:0		*0.713	0.287
1299	1:0	1:0		*0.587	0.413
1300	1:0	1:0		*0.694	0.306
1301	1:0	1:0		*0.643	0.357
1302	1:0	2:1	+	0.171	*0.829
1303	1:0	1:0		*0.911	0.089
1304	1:0	2:1	+	0.266	*0.734
1305	1:0	2:1	+	0.015	*0.985
1306	1:0	1:0		*0.76	0.24
1307	1:0	2:1	+	0.361	*0.639
1308	1:0	1:0		*0.944	0.056
1309	1:0	1:0		*0.767	0.233
1310	1:0	2:1	+	0.082	*0.918
1311	1:0	1:0		*0.797	0.203
1312	1:0	1:0		*0.675	0.325
1313	1:0	1:0		*0.702	0.298
1314	1:0	2:1	+	0.494	*0.506
1315	1:0	2:1	+	0.304	*0.696
1316	1:0	2:1	+	0.189	*0.811
1317	1:0	1:0		*0.521	0.479
1318	1:0	2:1	+	0.284	*0.716
1319	1:0	2:1	+	0.27	*0.73
1320	1:0	2:1	+	0.369	*0.631
1321	1:0	2:1	+	0.442	*0.558
1322	1:0	2:1	+	0.149	*0.851
1323	1:0	2:1	+	0.196	*0.804
1324	1:0	1:0		*0.557	0.443
1325	1:0	1:0		*0.692	0.308
1326	1:0	1:0		*0.521	0.479
1327	1:0	2:1	+	0.313	*0.687
1328	1:0	2:1	+	0.159	*0.841
1329	1:0	2:1	+	0.421	*0.579
1330	1:0	2:1	+	0.067	*0.933
1331	1:0	1:0		*0.863	0.137
1332	1:0	1:0		*0.77	0.23
1333	1:0	1:0		*0.569	0.431
1334	1:0	2:1	+	0.184	*0.816
1335	1:0	2:1	+	0.387	*0.613
1336	1:0	1:0		*0.585	0.415
1337	1:0	2:1	+	0.421	*0.579
1338	1:0	2:1	+	0.345	*0.655
1339	1:0	1:0		*0.873	0.127
1340	1:0	1:0		*0.695	0.305
1341	1:0	1:0		*0.539	0.461
1342	1:0	1:0		*0.863	0.137
1343	1:0	2:1	+	0.427	*0.573
1344	1:0	1:0		*0.535	0.465
1345	1:0	1:0		*0.779	0.221
1346	1:0	1:0		*0.803	0.197
1347	1:0	2:1	+	0.232	*0.768
1348	1:0	1:0		*0.841	0.159
1349	1:0	1:0		*0.628	0.372
1350	1:0	2:1	+	0.087	*0.913
1351	1:0	1:0		*0.683	0.317
1352	1:0	2:1	+	0.261	*0.739
1353	1:0	1:0		*0.662	0.338
1354	1:0	2:1	+	0.337	*0.663
1355	1:0	2:1	+	0.496	*0.504
1356	1:0	1:0		*0.82	0.18
1357	1:0	2:1	+	0.345	*0.655
1358	1:0	2:1	+	0.155	*0.845
1359	1:0	1:0		*0.567	0.433
1360	1:0	1:0		*0.533	0.467
1361	1:0	2:1	+	0.481	*0.519
1362	1:0	1:0		*0.875	0.125
1363	1:0	1:0		*0.707	0.293
1364	1:0	1:0		*0.655	0.345
1365	1:0	2:1	+	0.145	*0.855
1366	1:0	1:0		*0.69	0.31
1367	1:0	2:1	+	0.066	*0.934
1368	1:0	1:0		*0.508	0.492
1369	1:0	1:0		*0.737	0.263
1370	1:0	1:0		*0.583	0.417
1371	1:0	1:0		*0.938	0.062
1372	1:0	1:0		*0.646	0.354
1373	1:0	1:0		*0.694	0.306
1374	1:0	1:0		*0.537	0.463
1375	1:0	1:0		*0.743	0.257
1376	1:0	2:1	+	0.139	*0.861
