inst#	actual	predicted	error	distribution	
5	2:1	1:0	+	*0.978	0.022
6	2:1	1:0	+	*0.98	0.02
7	2:1	2:1		0	*1
8	2:1	1:0	+	*1	0
9	2:1	2:1		0.02	*0.98
10	2:1	1:0	+	*1	0
11	2:1	1:0	+	*1	0
12	2:1	2:1		0.436	*0.564
13	2:1	2:1		0	*1
14	2:1	1:0	+	*1	0
15	2:1	2:1		0	*1
16	2:1	2:1		0	*1
17	2:1	2:1		0.022	*0.978
18	2:1	1:0	+	*0.522	0.478
19	2:1	2:1		0.017	*0.983
20	2:1	2:1		0	*1
21	2:1	1:0	+	*0.992	0.008
22	2:1	1:0	+	*1	0
23	2:1	2:1		0.044	*0.956
24	2:1	2:1		0	*1
25	2:1	1:0	+	*0.981	0.019
26	2:1	2:1		0.335	*0.665
27	2:1	2:1		0.016	*0.984
28	2:1	2:1		0.278	*0.722
29	2:1	2:1		0.419	*0.581
30	2:1	2:1		0	*1
31	2:1	2:1		0	*1
32	2:1	2:1		0.015	*0.985
33	2:1	2:1		0	*1
34	2:1	2:1		0	*1
35	2:1	2:1		0	*1
36	2:1	2:1		0.478	*0.522
37	2:1	2:1		0.01	*0.99
38	2:1	2:1		0.016	*0.984
39	2:1	2:1		0.006	*0.994
40	2:1	1:0	+	*0.999	0.001
41	2:1	2:1		0	*1
42	2:1	2:1		0.023	*0.977
43	2:1	1:0	+	*0.972	0.028
44	2:1	2:1		0	*1
45	2:1	2:1		0	*1
46	2:1	1:0	+	*1	0
47	2:1	1:0	+	*0.999	0.001
48	2:1	2:1		0	*1
49	2:1	2:1		0	*1
50	2:1	1:0	+	*0.983	0.017
51	2:1	2:1		0.019	*0.981
52	2:1	2:1		0	*1
53	2:1	1:0	+	*0.538	0.462
54	2:1	2:1		0	*1
55	2:1	2:1		0	*1
56	2:1	1:0	+	*0.565	0.435
57	2:1	2:1		0	*1
58	2:1	1:0	+	*0.99	0.01
59	2:1	2:1		0	*1
60	2:1	1:0	+	*0.697	0.303
61	2:1	2:1		0	*1
62	2:1	1:0	+	*0.979	0.021
63	2:1	2:1		0	*1
64	2:1	2:1		0.001	*0.999
65	2:1	1:0	+	*1	0
66	2:1	2:1		0	*1
67	2:1	2:1		0	*1
68	2:1	1:0	+	*0.989	0.011
69	2:1	2:1		0	*1
70	2:1	1:0	+	*0.969	0.031
71	2:1	1:0	+	*1	0
72	2:1	1:0	+	*0.982	0.018
73	2:1	2:1		0	*1
74	2:1	2:1		0	*1
75	2:1	1:0	+	*0.644	0.356
76	2:1	1:0	+	*1	0
77	2:1	2:1		0.325	*0.675
78	2:1	2:1		0.007	*0.993
79	2:1	2:1		0.278	*0.722
80	2:1	1:0	+	*0.632	0.368
81	2:1	1:0	+	*1	0
82	2:1	2:1		0	*1
83	2:1	2:1		0	*1
84	2:1	2:1		0.342	*0.658
85	2:1	1:0	+	*1	0
86	2:1	1:0	+	*0.54	0.46
87	2:1	1:0	+	*0.985	0.015
88	2:1	2:1		0.436	*0.564
89	2:1	1:0	+	*0.989	0.011
90	2:1	2:1		0	*1
91	2:1	2:1		0	*1
92	2:1	1:0	+	*1	0
93	2:1	1:0	+	*0.971	0.029
94	2:1	2:1		0.496	*0.504
95	2:1	2:1		0	*1
96	2:1	1:0	+	*0.521	0.479
97	2:1	2:1		0.001	*0.999
98	2:1	1:0	+	*0.991	0.009
99	1:0	2:1	+	0	*1
100	1:0	1:0		*0.544	0.456
101	1:0	1:0		*0.508	0.492
102	1:0	2:1	+	0	*1
103	1:0	2:1	+	0	*1
104	1:0	1:0		*1	0
105	1:0	1:0		*1	0
106	1:0	2:1	+	0.017	*0.983
107	1:0	1:0		*1	0
108	1:0	1:0		*1	0
109	1:0	1:0		*1	0
110	1:0	1:0		*0.508	0.492
111	1:0	1:0		*0.97	0.03
112	1:0	1:0		*1	0
113	1:0	2:1	+	0.466	*0.534
114	1:0	1:0		*1	0
115	1:0	2:1	+	0	*1
116	1:0	1:0		*1	0
117	1:0	1:0		*1	0
118	1:0	1:0		*1	0
119	1:0	1:0		*0.984	0.016
120	1:0	1:0		*1	0
121	1:0	1:0		*1	0
122	1:0	2:1	+	0.016	*0.984
123	1:0	1:0		*1	0
124	1:0	2:1	+	0.016	*0.984
125	1:0	2:1	+	0.023	*0.977
126	1:0	1:0		*1	0
127	1:0	1:0		*0.592	0.408
128	1:0	1:0		*1	0
129	1:0	1:0		*0.983	0.017
130	1:0	2:1	+	0.326	*0.674
131	1:0	1:0		*1	0
132	1:0	1:0		*1	0
133	1:0	2:1	+	0	*1
134	1:0	1:0		*1	0
135	1:0	2:1	+	0.424	*0.576
136	1:0	1:0		*1	0
137	1:0	1:0		*0.98	0.02
138	1:0	2:1	+	0	*1
139	1:0	2:1	+	0.021	*0.979
140	1:0	1:0		*0.981	0.019
141	1:0	2:1	+	0.42	*0.58
142	1:0	1:0		*1	0
143	1:0	2:1	+	0.01	*0.99
144	1:0	1:0		*1	0
145	1:0	1:0		*1	0
146	1:0	1:0		*0.991	0.009
147	1:0	2:1	+	0.483	*0.517
148	1:0	1:0		*0.978	0.022
149	1:0	1:0		*1	0
150	1:0	2:1	+	0	*1
151	1:0	2:1	+	0	*1
152	1:0	1:0		*1	0
153	1:0	1:0		*1	0
154	1:0	2:1	+	0.009	*0.991
155	1:0	1:0		*1	0
156	1:0	1:0		*1	0
157	1:0	2:1	+	0.438	*0.562
158	1:0	1:0		*1	0
159	1:0	1:0		*0.687	0.313
160	1:0	1:0		*0.987	0.013
161	1:0	1:0		*0.581	0.419
162	1:0	2:1	+	0.482	*0.518
163	1:0	2:1	+	0.498	*0.502
164	1:0	1:0		*1	0
165	1:0	1:0		*0.964	0.036
166	1:0	2:1	+	0.006	*0.994
167	1:0	1:0		*1	0
168	1:0	2:1	+	0	*1
169	1:0	2:1	+	0	*1
170	1:0	2:1	+	0.001	*0.999
171	1:0	2:1	+	0.022	*0.978
172	1:0	2:1	+	0	*1
173	1:0	1:0		*1	0
174	1:0	2:1	+	0.02	*0.98
175	1:0	1:0		*1	0
176	1:0	1:0		*0.984	0.016
177	1:0	2:1	+	0.493	*0.507
178	1:0	2:1	+	0.408	*0.592
179	1:0	2:1	+	0	*1
180	1:0	1:0		*1	0
181	1:0	1:0		*1	0
182	1:0	1:0		*1	0
183	1:0	1:0		*0.592	0.408
184	1:0	1:0		*1	0
185	1:0	2:1	+	0.339	*0.661
186	1:0	2:1	+	0.008	*0.992
187	1:0	2:1	+	0.425	*0.575
188	1:0	2:1	+	0.436	*0.564
189	1:0	2:1	+	0	*1
190	1:0	1:0		*0.502	0.498
191	1:0	1:0		*0.618	0.382
192	1:0	1:0		*1	0
193	1:0	2:1	+	0.012	*0.988
194	1:0	1:0		*1	0
195	1:0	1:0		*1	0
196	1:0	2:1	+	0.48	*0.52
1	2:1	1:0	+	*0.703	0.297
2	2:1	2:1		0	*1
3	2:1	2:1		0	*1
4	2:1	2:1		0.012	*0.988
5	2:1	1:0	+	*0.703	0.297
6	2:1	2:1		0	*1
7	2:1	2:1		0.447	*0.553
8	2:1	1:0	+	*1	0
9	2:1	1:0	+	*1	0
10	2:1	2:1		0.019	*0.981
11	2:1	2:1		0	*1
12	2:1	2:1		0	*1
13	2:1	2:1		0.001	*0.999
14	2:1	1:0	+	*0.642	0.358
15	2:1	2:1		0.001	*0.999
16	2:1	2:1		0	*1
17	2:1	2:1		0.036	*0.964
18	2:1	1:0	+	*0.623	0.377
19	2:1	1:0	+	*0.72	0.28
20	2:1	1:0	+	*0.989	0.011
21	2:1	2:1		0	*1
22	2:1	2:1		0	*1
23	2:1	1:0	+	*0.984	0.016
24	2:1	1:0	+	*1	0
25	2:1	1:0	+	*0.703	0.297
26	2:1	1:0	+	*1	0
27	2:1	2:1		0	*1
28	2:1	2:1		0.001	*0.999
29	2:1	1:0	+	*1	0
30	2:1	2:1		0.47	*0.53
31	2:1	2:1		0	*1
32	2:1	2:1		0	*1
33	2:1	1:0	+	*1	0
34	2:1	1:0	+	*0.99	0.01
35	2:1	1:0	+	*1	0
36	2:1	2:1		0.013	*0.987
37	2:1	1:0	+	*0.554	0.446
38	2:1	2:1		0	*1
39	2:1	1:0	+	*0.966	0.034
40	2:1	1:0	+	*1	0
41	2:1	2:1		0	*1
42	2:1	2:1		0.019	*0.981
43	2:1	2:1		0.009	*0.991
44	2:1	2:1		0	*1
45	2:1	2:1		0	*1
46	2:1	1:0	+	*1	0
47	2:1	2:1		0	*1
48	2:1	2:1		0	*1
49	2:1	2:1		0.041	*0.959
50	2:1	1:0	+	*0.99	0.01
51	2:1	1:0	+	*0.975	0.025
52	2:1	2:1		0	*1
53	2:1	2:1		0.026	*0.974
54	2:1	2:1		0.338	*0.662
55	2:1	2:1		0	*1
56	2:1	1:0	+	*0.651	0.349
57	2:1	2:1		0.01	*0.99
58	2:1	1:0	+	*1	0
59	2:1	1:0	+	*0.993	0.007
60	2:1	1:0	+	*0.993	0.007
61	2:1	2:1		0.014	*0.986
62	2:1	2:1		0	*1
63	2:1	2:1		0	*1
64	2:1	2:1		0	*1
65	2:1	2:1		0	*1
66	2:1	1:0	+	*0.599	0.401
67	2:1	2:1		0	*1
68	2:1	1:0	+	*0.623	0.377
69	2:1	1:0	+	*0.995	0.005
70	2:1	1:0	+	*0.973	0.027
71	2:1	1:0	+	*1	0
72	2:1	2:1		0	*1
73	2:1	2:1		0.01	*0.99
74	2:1	1:0	+	*1	0
75	2:1	2:1		0	*1
76	2:1	1:0	+	*0.992	0.008
77	2:1	1:0	+	*0.593	0.407
78	2:1	2:1		0	*1
79	2:1	1:0	+	*1	0
80	2:1	2:1		0	*1
81	2:1	2:1		0	*1
82	2:1	2:1		0	*1
83	2:1	2:1		0	*1
84	2:1	1:0	+	*1	0
85	2:1	1:0	+	*1	0
86	2:1	2:1		0	*1
87	2:1	1:0	+	*1	0
88	2:1	2:1		0	*1
89	2:1	2:1		0	*1
90	2:1	2:1		0.001	*0.999
91	2:1	1:0	+	*1	0
92	2:1	1:0	+	*0.618	0.382
93	2:1	2:1		0	*1
94	2:1	1:0	+	*1	0
95	2:1	2:1		0	*1
96	2:1	2:1		0	*1
97	2:1	2:1		0	*1
98	2:1	2:1		0.029	*0.971
99	1:0	2:1	+	0.47	*0.53
100	1:0	1:0		*1	0
101	1:0	1:0		*0.529	0.471
102	1:0	2:1	+	0	*1
103	1:0	1:0		*1	0
104	1:0	1:0		*1	0
105	1:0	1:0		*1	0
106	1:0	1:0		*1	0
107	1:0	1:0		*1	0
108	1:0	2:1	+	0.467	*0.533
109	1:0	1:0		*1	0
110	1:0	1:0		*0.993	0.007
111	1:0	1:0		*1	0
112	1:0	2:1	+	0.026	*0.974
113	1:0	1:0		*1	0
114	1:0	1:0		*0.981	0.019
115	1:0	1:0		*1	0
116	1:0	2:1	+	0.008	*0.992
117	1:0	1:0		*1	0
118	1:0	1:0		*1	0
119	1:0	1:0		*0.99	0.01
120	1:0	1:0		*0.519	0.481
121	1:0	1:0		*0.993	0.007
122	1:0	2:1	+	0.44	*0.56
123	1:0	2:1	+	0.012	*0.988
124	1:0	1:0		*1	0
125	1:0	2:1	+	0	*1
126	1:0	2:1	+	0	*1
127	1:0	1:0		*0.968	0.032
128	1:0	1:0		*0.975	0.025
129	1:0	1:0		*0.991	0.009
130	1:0	1:0		*1	0
131	1:0	2:1	+	0	*1
132	1:0	1:0		*1	0
133	1:0	1:0		*0.98	0.02
134	1:0	1:0		*1	0
135	1:0	1:0		*1	0
136	1:0	1:0		*1	0
137	1:0	2:1	+	0	*1
138	1:0	2:1	+	0.009	*0.991
139	1:0	1:0		*1	0
140	1:0	1:0		*0.999	0.001
141	1:0	2:1	+	0	*1
142	1:0	1:0		*0.985	0.015
143	1:0	1:0		*1	0
144	1:0	1:0		*0.98	0.02
145	1:0	1:0		*0.968	0.032
146	1:0	1:0		*0.992	0.008
147	1:0	2:1	+	0.012	*0.988
148	1:0	2:1	+	0.027	*0.973
149	1:0	1:0		*0.695	0.305
150	1:0	1:0		*1	0
151	1:0	2:1	+	0	*1
152	1:0	1:0		*1	0
153	1:0	2:1	+	0.027	*0.973
154	1:0	1:0		*1	0
155	1:0	1:0		*1	0
156	1:0	2:1	+	0.034	*0.966
157	1:0	1:0		*1	0
158	1:0	1:0		*0.537	0.463
159	1:0	1:0		*0.991	0.009
160	1:0	1:0		*1	0
161	1:0	2:1	+	0	*1
162	1:0	1:0		*0.989	0.011
163	1:0	1:0		*0.985	0.015
164	1:0	2:1	+	0	*1
165	1:0	1:0		*1	0
166	1:0	2:1	+	0.018	*0.982
167	1:0	2:1	+	0.027	*0.973
168	1:0	1:0		*1	0
169	1:0	1:0		*0.599	0.401
170	1:0	1:0		*1	0
171	1:0	2:1	+	0.322	*0.678
172	1:0	2:1	+	0.001	*0.999
173	1:0	2:1	+	0	*1
174	1:0	1:0		*0.99	0.01
175	1:0	2:1	+	0	*1
176	1:0	1:0		*1	0
177	1:0	1:0		*0.599	0.401
178	1:0	1:0		*1	0
179	1:0	2:1	+	0.01	*0.99
180	1:0	1:0		*1	0
181	1:0	2:1	+	0.026	*0.974
182	1:0	1:0		*1	0
183	1:0	1:0		*1	0
184	1:0	1:0		*1	0
185	1:0	2:1	+	0	*1
186	1:0	1:0		*0.99	0.01
187	1:0	1:0		*0.988	0.012
188	1:0	2:1	+	0	*1
189	1:0	1:0		*0.993	0.007
190	1:0	1:0		*1	0
191	1:0	2:1	+	0	*1
192	1:0	1:0		*1	0
193	1:0	1:0		*1	0
194	1:0	1:0		*0.99	0.01
195	1:0	2:1	+	0.017	*0.983
196	1:0	1:0		*0.99	0.01
1	2:1	1:0	+	*1	0
2	2:1	2:1		0.023	*0.977
3	2:1	2:1		0	*1
4	2:1	2:1		0.492	*0.508
5	2:1	2:1		0	*1
6	2:1	2:1		0.019	*0.981
7	2:1	2:1		0	*1
8	2:1	1:0	+	*0.968	0.032
9	2:1	2:1		0	*1
10	2:1	2:1		0	*1
11	2:1	1:0	+	*1	0
12	2:1	2:1		0.001	*0.999
13	2:1	1:0	+	*1	0
14	2:1	2:1		0	*1
15	2:1	1:0	+	*1	0
16	2:1	2:1		0.014	*0.986
17	2:1	2:1		0	*1
18	2:1	1:0	+	*0.581	0.419
19	2:1	2:1		0.007	*0.993
20	2:1	1:0	+	*1	0
21	2:1	1:0	+	*0.985	0.015
22	2:1	1:0	+	*0.588	0.412
23	2:1	2:1		0	*1
24	2:1	1:0	+	*1	0
25	2:1	1:0	+	*1	0
26	2:1	2:1		0.007	*0.993
27	2:1	1:0	+	*0.999	0.001
28	2:1	2:1		0	*1
29	2:1	1:0	+	*0.978	0.022
30	2:1	2:1		0	*1
31	2:1	2:1		0	*1
32	2:1	2:1		0	*1
33	2:1	2:1		0.018	*0.982
34	2:1	1:0	+	*0.964	0.036
35	2:1	2:1		0	*1
36	2:1	2:1		0.018	*0.982
37	2:1	2:1		0	*1
38	2:1	1:0	+	*0.985	0.015
39	2:1	2:1		0	*1
40	2:1	2:1		0.013	*0.987
41	2:1	1:0	+	*1	0
42	2:1	2:1		0	*1
43	2:1	2:1		0	*1
44	2:1	2:1		0.03	*0.97
45	2:1	2:1		0	*1
46	2:1	2:1		0	*1
47	2:1	2:1		0.02	*0.98
48	2:1	2:1		0	*1
49	2:1	2:1		0.013	*0.987
50	2:1	2:1		0	*1
51	2:1	1:0	+	*0.983	0.017
52	2:1	2:1		0	*1
53	2:1	1:0	+	*1	0
54	2:1	2:1		0	*1
55	2:1	2:1		0	*1
56	2:1	1:0	+	*0.99	0.01
57	2:1	2:1		0.018	*0.982
58	2:1	2:1		0	*1
59	2:1	2:1		0.312	*0.688
60	2:1	2:1		0	*1
61	2:1	1:0	+	*0.582	0.418
62	2:1	2:1		0	*1
63	2:1	2:1		0	*1
64	2:1	2:1		0.01	*0.99
65	2:1	2:1		0	*1
66	2:1	1:0	+	*0.508	0.492
67	2:1	1:0	+	*0.999	0.001
68	2:1	1:0	+	*0.978	0.022
69	2:1	2:1		0.019	*0.981
70	2:1	1:0	+	*1	0
71	2:1	2:1		0	*1
72	2:1	1:0	+	*1	0
73	2:1	2:1		0	*1
74	2:1	2:1		0.422	*0.578
75	2:1	1:0	+	*1	0
76	2:1	2:1		0	*1
77	2:1	2:1		0.01	*0.99
78	2:1	2:1		0.015	*0.985
79	2:1	1:0	+	*0.561	0.439
80	2:1	1:0	+	*1	0
81	2:1	2:1		0	*1
82	2:1	2:1		0	*1
83	2:1	2:1		0.011	*0.989
84	2:1	1:0	+	*0.983	0.017
85	2:1	2:1		0.01	*0.99
86	2:1	1:0	+	*0.588	0.412
87	2:1	2:1		0.01	*0.99
88	2:1	2:1		0.009	*0.991
89	2:1	2:1		0	*1
90	2:1	2:1		0.012	*0.988
91	2:1	2:1		0	*1
92	2:1	1:0	+	*1	0
93	2:1	1:0	+	*1	0
94	2:1	2:1		0	*1
95	2:1	1:0	+	*0.981	0.019
96	2:1	1:0	+	*1	0
97	2:1	1:0	+	*0.991	0.009
98	2:1	2:1		0	*1
99	1:0	1:0		*0.985	0.015
100	1:0	2:1	+	0.023	*0.977
101	1:0	1:0		*0.999	0.001
102	1:0	1:0		*1	0
103	1:0	2:1	+	0.018	*0.982
104	1:0	1:0		*0.973	0.027
105	1:0	2:1	+	0.312	*0.688
106	1:0	1:0		*1	0
107	1:0	2:1	+	0.465	*0.535
108	1:0	2:1	+	0	*1
109	1:0	1:0		*1	0
110	1:0	2:1	+	0.008	*0.992
111	1:0	2:1	+	0.342	*0.658
112	1:0	1:0		*0.976	0.024
113	1:0	1:0		*1	0
114	1:0	2:1	+	0.312	*0.688
115	1:0	1:0		*1	0
116	1:0	2:1	+	0	*1
117	1:0	2:1	+	0	*1
118	1:0	2:1	+	0.009	*0.991
119	1:0	1:0		*0.991	0.009
120	1:0	1:0		*0.535	0.465
121	1:0	1:0		*1	0
122	1:0	2:1	+	0	*1
123	1:0	1:0		*1	0
124	1:0	1:0		*0.975	0.025
125	1:0	2:1	+	0.013	*0.987
126	1:0	2:1	+	0	*1
127	1:0	1:0		*1	0
128	1:0	2:1	+	0.013	*0.987
129	1:0	1:0		*1	0
130	1:0	2:1	+	0	*1
131	1:0	1:0		*0.987	0.013
132	1:0	1:0		*1	0
133	1:0	1:0		*1	0
134	1:0	2:1	+	0.464	*0.536
135	1:0	1:0		*0.964	0.036
136	1:0	2:1	+	0	*1
137	1:0	1:0		*0.999	0.001
138	1:0	2:1	+	0.02	*0.98
139	1:0	1:0		*1	0
140	1:0	1:0		*1	0
141	1:0	1:0		*1	0
142	1:0	2:1	+	0	*1
143	1:0	1:0		*1	0
144	1:0	1:0		*1	0
145	1:0	1:0		*1	0
146	1:0	1:0		*1	0
147	1:0	1:0		*1	0
148	1:0	2:1	+	0.017	*0.983
149	1:0	1:0		*0.999	0.001
150	1:0	1:0		*1	0
151	1:0	1:0		*1	0
152	1:0	2:1	+	0.013	*0.987
153	1:0	1:0		*1	0
154	1:0	1:0		*1	0
155	1:0	2:1	+	0.017	*0.983
156	1:0	1:0		*0.631	0.369
157	1:0	2:1	+	0	*1
158	1:0	1:0		*0.986	0.014
159	1:0	1:0		*0.999	0.001
160	1:0	1:0		*0.541	0.459
161	1:0	2:1	+	0	*1
162	1:0	2:1	+	0.028	*0.972
163	1:0	2:1	+	0	*1
164	1:0	1:0		*1	0
165	1:0	1:0		*1	0
166	1:0	1:0		*0.999	0.001
167	1:0	1:0		*1	0
168	1:0	1:0		*0.607	0.393
169	1:0	2:1	+	0.014	*0.986
170	1:0	1:0		*1	0
171	1:0	2:1	+	0	*1
172	1:0	2:1	+	0	*1
173	1:0	1:0		*1	0
174	1:0	1:0		*1	0
175	1:0	1:0		*1	0
176	1:0	2:1	+	0.46	*0.54
177	1:0	1:0		*1	0
178	1:0	1:0		*1	0
179	1:0	1:0		*0.546	0.454
180	1:0	1:0		*0.976	0.024
181	1:0	2:1	+	0	*1
182	1:0	1:0		*0.999	0.001
183	1:0	1:0		*1	0
184	1:0	2:1	+	0	*1
185	1:0	1:0		*1	0
186	1:0	2:1	+	0	*1
187	1:0	2:1	+	0.023	*0.977
188	1:0	1:0		*0.982	0.018
189	1:0	2:1	+	0.421	*0.579
190	1:0	1:0		*1	0
191	1:0	1:0		*0.999	0.001
192	1:0	2:1	+	0.416	*0.584
193	1:0	1:0		*0.537	0.463
194	1:0	2:1	+	0.342	*0.658
195	1:0	1:0		*0.999	0.001
196	1:0	2:1	+	0.424	*0.576
1	2:1	2:1		0	*1
2	2:1	2:1		0.024	*0.976
3	2:1	2:1		0	*1
4	2:1	2:1		0.022	*0.978
5	2:1	2:1		0	*1
6	2:1	2:1		0.033	*0.967
7	2:1	2:1		0	*1
8	2:1	1:0	+	*1	0
9	2:1	2:1		0.027	*0.973
10	2:1	2:1		0	*1
11	2:1	2:1		0.015	*0.985
12	2:1	2:1		0	*1
13	2:1	2:1		0.022	*0.978
14	2:1	1:0	+	*0.522	0.478
15	2:1	2:1		0	*1
16	2:1	2:1		0.029	*0.971
17	2:1	2:1		0	*1
18	2:1	1:0	+	*0.979	0.021
19	2:1	2:1		0	*1
20	2:1	1:0	+	*1	0
21	2:1	2:1		0	*1
22	2:1	2:1		0	*1
23	2:1	1:0	+	*1	0
24	2:1	1:0	+	*0.99	0.01
25	2:1	2:1		0.016	*0.984
26	2:1	1:0	+	*0.977	0.023
27	2:1	2:1		0	*1
28	2:1	2:1		0.017	*0.983
29	2:1	2:1		0	*1
30	2:1	1:0	+	*0.585	0.415
31	2:1	2:1		0.008	*0.992
32	2:1	2:1		0.019	*0.981
33	2:1	1:0	+	*1	0
34	2:1	2:1		0.022	*0.978
35	2:1	2:1		0	*1
36	2:1	1:0	+	*0.987	0.013
37	2:1	1:0	+	*1	0
38	2:1	2:1		0.029	*0.971
39	2:1	2:1		0	*1
40	2:1	1:0	+	*0.984	0.016
41	2:1	2:1		0.482	*0.518
42	2:1	2:1		0	*1
43	2:1	2:1		0.404	*0.596
44	2:1	2:1		0.032	*0.968
45	2:1	2:1		0.021	*0.979
46	2:1	1:0	+	*0.985	0.015
47	2:1	2:1		0	*1
48	2:1	2:1		0	*1
49	2:1	2:1		0.035	*0.965
50	2:1	1:0	+	*0.983	0.017
51	2:1	2:1		0	*1
52	2:1	1:0	+	*1	0
53	2:1	2:1		0	*1
54	2:1	1:0	+	*0.979	0.021
55	2:1	2:1		0.015	*0.985
56	2:1	2:1		0.029	*0.971
57	2:1	1:0	+	*1	0
58	2:1	2:1		0	*1
59	2:1	1:0	+	*0.989	0.011
60	2:1	2:1		0.001	*0.999
61	2:1	1:0	+	*0.674	0.326
62	2:1	1:0	+	*0.649	0.351
63	2:1	1:0	+	*1	0
64	2:1	2:1		0	*1
65	2:1	2:1		0	*1
66	2:1	1:0	+	*0.986	0.014
67	2:1	1:0	+	*0.973	0.027
68	2:1	2:1		0	*1
69	2:1	2:1		0.499	*0.501
70	2:1	2:1		0.001	*0.999
71	2:1	2:1		0	*1
72	2:1	1:0	+	*1	0
73	2:1	2:1		0.499	*0.501
74	2:1	1:0	+	*1	0
75	2:1	2:1		0	*1
76	2:1	1:0	+	*0.55	0.45
77	2:1	2:1		0	*1
78	2:1	1:0	+	*0.55	0.45
79	2:1	2:1		0	*1
80	2:1	2:1		0.404	*0.596
81	2:1	1:0	+	*0.664	0.336
82	2:1	1:0	+	*0.555	0.445
83	2:1	1:0	+	*1	0
84	2:1	2:1		0	*1
85	2:1	2:1		0	*1
86	2:1	2:1		0.001	*0.999
87	2:1	2:1		0	*1
88	2:1	2:1		0	*1
89	2:1	2:1		0	*1
90	2:1	2:1		0.482	*0.518
91	2:1	1:0	+	*1	0
92	2:1	1:0	+	*0.539	0.461
93	2:1	2:1		0	*1
94	2:1	2:1		0	*1
95	2:1	2:1		0	*1
96	2:1	2:1		0	*1
97	2:1	2:1		0.009	*0.991
98	2:1	2:1		0	*1
99	1:0	1:0		*1	0
100	1:0	1:0		*1	0
101	1:0	1:0		*0.55	0.45
102	1:0	2:1	+	0.433	*0.567
103	1:0	1:0		*1	0
104	1:0	1:0		*1	0
105	1:0	2:1	+	0	*1
106	1:0	2:1	+	0.02	*0.98
107	1:0	2:1	+	0.022	*0.978
108	1:0	2:1	+	0.026	*0.974
109	1:0	1:0		*0.977	0.023
110	1:0	1:0		*0.624	0.376
111	1:0	2:1	+	0.03	*0.97
112	1:0	2:1	+	0.021	*0.979
113	1:0	2:1	+	0.016	*0.984
114	1:0	2:1	+	0	*1
115	1:0	1:0		*0.986	0.014
116	1:0	2:1	+	0.015	*0.985
117	1:0	2:1	+	0.009	*0.991
118	1:0	2:1	+	0	*1
119	1:0	1:0		*1	0
120	1:0	1:0		*0.964	0.036
121	1:0	1:0		*0.977	0.023
122	1:0	1:0		*1	0
123	1:0	1:0		*1	0
124	1:0	1:0		*1	0
125	1:0	1:0		*1	0
126	1:0	1:0		*1	0
127	1:0	1:0		*1	0
128	1:0	2:1	+	0	*1
129	1:0	1:0		*0.987	0.013
130	1:0	2:1	+	0.001	*0.999
131	1:0	2:1	+	0.02	*0.98
132	1:0	1:0		*1	0
133	1:0	1:0		*1	0
134	1:0	1:0		*1	0
135	1:0	1:0		*1	0
136	1:0	1:0		*1	0
137	1:0	1:0		*1	0
138	1:0	1:0		*1	0
139	1:0	2:1	+	0	*1
140	1:0	1:0		*1	0
141	1:0	1:0		*1	0
142	1:0	2:1	+	0.001	*0.999
143	1:0	2:1	+	0.499	*0.501
144	1:0	1:0		*1	0
145	1:0	2:1	+	0.424	*0.576
146	1:0	1:0		*1	0
147	1:0	1:0		*0.99	0.01
148	1:0	1:0		*0.977	0.023
149	1:0	1:0		*1	0
150	1:0	1:0		*1	0
151	1:0	1:0		*1	0
152	1:0	1:0		*1	0
153	1:0	2:1	+	0.482	*0.518
154	1:0	1:0		*1	0
155	1:0	2:1	+	0.419	*0.581
156	1:0	2:1	+	0	*1
157	1:0	1:0		*0.604	0.396
158	1:0	1:0		*1	0
159	1:0	2:1	+	0.025	*0.975
160	1:0	2:1	+	0.026	*0.974
161	1:0	1:0		*0.98	0.02
162	1:0	2:1	+	0.483	*0.517
163	1:0	1:0		*1	0
164	1:0	1:0		*1	0
165	1:0	2:1	+	0.499	*0.501
166	1:0	2:1	+	0.02	*0.98
167	1:0	1:0		*1	0
168	1:0	2:1	+	0	*1
169	1:0	2:1	+	0.015	*0.985
170	1:0	1:0		*0.99	0.01
171	1:0	1:0		*1	0
172	1:0	1:0		*1	0
173	1:0	1:0		*0.99	0.01
174	1:0	1:0		*0.988	0.012
175	1:0	1:0		*0.565	0.435
176	1:0	1:0		*1	0
177	1:0	2:1	+	0.02	*0.98
178	1:0	1:0		*0.983	0.017
179	1:0	1:0		*1	0
180	1:0	2:1	+	0	*1
181	1:0	1:0		*1	0
182	1:0	1:0		*1	0
183	1:0	1:0		*0.615	0.385
184	1:0	1:0		*1	0
185	1:0	1:0		*0.5	0.5
186	1:0	1:0		*0.522	0.478
187	1:0	1:0		*1	0
188	1:0	1:0		*1	0
189	1:0	2:1	+	0.018	*0.982
190	1:0	2:1	+	0.336	*0.664
191	1:0	1:0		*0.983	0.017
192	1:0	1:0		*0.539	0.461
193	1:0	1:0		*1	0
194	1:0	2:1	+	0	*1
195	1:0	1:0		*1	0
196	1:0	1:0		*1	0
1	2:1	1:0	+	*0.637	0.363
2	2:1	2:1		0.023	*0.977
3	2:1	2:1		0	*1
4	2:1	2:1		0.443	*0.557
5	2:1	1:0	+	*1	0
6	2:1	2:1		0.012	*0.988
7	2:1	2:1		0.018	*0.982
8	2:1	1:0	+	*1	0
9	2:1	1:0	+	*0.574	0.426
10	2:1	1:0	+	*1	0
11	2:1	1:0	+	*1	0
12	2:1	2:1		0	*1
